alnA	alnB	A	B	YNL093W_04	YNL093W_29	YNL093W_05	YNL093W_38	YNL093W_18	YNL093W_17	YNL093W_31	YNL093W_52	YNL093W_40	YNL093W_62	YNL093W_65	YNL093W_32	YNL093W_33	YNL093W_41	YNL093W_16	YNL093W_51	YNL093W_14	YNL093W_39	YNL093W_28	YNL093W_35	YNL093W_10	YNL093W_02	YNL093W_64	YNL093W_70	YNL093W_09	YNL093W_01	YNL093W_06	YNL093W_15	YNL093W_23	YNL093W_61	YNL093W_08	YNL093W_67	YNL093W_37	YNL093W_63	YNL093W_44	YNL093W_48	YNL093W_25	YNL093W_69	YNL093W_56	YNL093W_54	YNL093W_68	YNL093W_24	YNL093W_34	YNL093W_22	YNL093W_27	YNL093W_07	YNL093W_12	YNL093W_36	YNL093W_57	YNL093W_49	YNL093W_11	YNL093W_53	YNL093W_03	YNL093W_47	YNL093W_58
204	390	85	174	5877.0	2387.0	1085.0	3502.0	6548.0	1998.0	3953.0	172.0	2134.0	5635.0	6120.0	6238.0	3502.0	3240.0	5736.0	1274.0	3980.0	912.0	1542.0	2280.0	5544.0	717.0	366.0	4524.0	377.0	893.0	2749.0	2244.0	6645.0	7736.0	5212.0	1175.0	3331.0	7694.0	5284.0	6328.0	3616.0	5935.0	8472.0	368.0	1185.0	5456.0	9541.0	513.0	4942.0	3350.0	1199.0	3382.0	3385.0	8295.0	2593.0	3136.0	2209.0	2983.0	893.0
210	255	91	122	6059.0	2475.0	1269.0	3629.0	6653.0	2006.0	3997.0	248.0	2184.0	5866.0	6160.0	6229.0	3825.0	3513.0	5891.0	1291.0	4345.0	1064.0	1600.0	2332.0	5721.0	784.0	433.0	4656.0	421.0	952.0	2964.0	2262.0	6713.0	7873.0	5370.0	1200.0	3442.0	7720.0	5466.0	6404.0	3680.0	6258.0	8467.0	381.0	1320.0	5480.0	9665.0	973.0	5142.0	3397.0	1326.0	3669.0	3511.0	8583.0	2687.0	3268.0	2392.0	3209.0	971.0
214	221	95	100	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	254	101	121	6016.0	2482.0	1274.0	3626.0	6660.0	2003.0	3993.0	255.0	2179.0	5866.0	6188.0	6234.0	3828.0	3560.0	5895.0	1288.0	4347.0	1067.0	1611.0	2332.0	5724.0	792.0	441.0	4670.0	426.0	953.0	2981.0	2276.0	6716.0	20000.0	5425.0	1186.0	3440.0	7774.0	5474.0	6402.0	3693.0	6255.0	8535.0	381.0	1321.0	5489.0	9673.0	1093.0	5145.0	3405.0	1362.0	3719.0	3515.0	8587.0	2696.0	3386.0	2461.0	3215.0	1020.0
255	283	122	137	6213.0	2487.0	1341.0	3752.0	6726.0	20000.0	20000.0	303.0	20000.0	5844.0	6264.0	6252.0	3900.0	3508.0	6015.0	1338.0	4345.0	1288.0	1681.0	2324.0	20000.0	1000.0	514.0	4674.0	458.0	20000.0	3140.0	2450.0	6733.0	7919.0	5330.0	1447.0	3402.0	7875.0	5464.0	6412.0	3863.0	6330.0	8663.0	543.0	1605.0	5623.0	9689.0	1004.0	20000.0	3613.0	1404.0	3598.0	3500.0	8714.0	2677.0	20000.0	2369.0	3221.0	1051.0
256	370	123	157	5974.0	2446.0	1179.0	3615.0	6635.0	2039.0	3921.0	225.0	2192.0	5817.0	6160.0	6226.0	3820.0	3454.0	5815.0	1294.0	4326.0	1071.0	1607.0	2327.0	5648.0	773.0	497.0	4610.0	459.0	971.0	2965.0	2425.0	6727.0	7810.0	5304.0	1233.0	3387.0	7701.0	5455.0	6342.0	3675.0	6232.0	8612.0	393.0	1276.0	5574.0	9564.0	981.0	5167.0	3359.0	1311.0	3581.0	3406.0	8600.0	2632.0	3347.0	2285.0	3122.0	1021.0
257	374	124	161	5965.0	2437.0	1175.0	3610.0	6635.0	2025.0	3905.0	196.0	2192.0	5827.0	6149.0	6208.0	3816.0	3433.0	5812.0	1291.0	4323.0	1066.0	1604.0	2335.0	5641.0	760.0	352.0	4603.0	456.0	968.0	2965.0	2291.0	6729.0	7801.0	5319.0	1234.0	3347.0	7696.0	5450.0	6339.0	3669.0	6224.0	8470.0	384.0	1270.0	5487.0	9592.0	976.0	5148.0	3352.0	1282.0	3579.0	3399.0	8597.0	2628.0	3339.0	2292.0	3107.0	945.0
283	368	137	155	5857.0	2451.0	1193.0	3539.0	6700.0	1848.0	3816.0	151.0	2002.0	5551.0	6013.0	6083.0	3481.0	3186.0	5856.0	1117.0	4060.0	1068.0	1439.0	2092.0	5431.0	719.0	123.0	4445.0	382.0	778.0	2696.0	2160.0	6605.0	7677.0	5355.0	1098.0	3401.0	7544.0	5232.0	6402.0	3575.0	5857.0	8347.0	260.0	1093.0	5616.0	9478.0	624.0	4923.0	2966.0	1280.0	3265.0	3383.0	8349.0	2501.0	3155.0	2142.0	2900.0	883.0
354	366	152	153	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
33	142	8	51	5921.0	2473.0	1106.0	3582.0	6590.0	1936.0	3916.0	199.0	1970.0	5844.0	6116.0	6195.0	3589.0	3287.0	5801.0	1194.0	4090.0	1005.0	1465.0	2205.0	5611.0	732.0	191.0	4450.0	408.0	844.0	2773.0	2201.0	6710.0	7733.0	5280.0	1112.0	3255.0	7736.0	5371.0	6360.0	3645.0	5999.0	8350.0	467.0	1451.0	5370.0	9504.0	674.0	4907.0	3064.0	1213.0	3685.0	3461.0	8625.0	2549.0	3196.0	2207.0	3103.0	906.0
33	169	8	62	5925.0	2474.0	1107.0	3582.0	6608.0	1983.0	3908.0	201.0	1972.0	5853.0	6121.0	6208.0	3592.0	3345.0	5807.0	1219.0	4092.0	1006.0	1465.0	2204.0	5603.0	732.0	193.0	4452.0	403.0	845.0	2780.0	2200.0	6710.0	7736.0	5285.0	1118.0	3255.0	7742.0	5366.0	6381.0	3640.0	6006.0	8352.0	468.0	1452.0	5372.0	9502.0	677.0	4903.0	3080.0	1214.0	3325.0	3465.0	8624.0	2553.0	3197.0	2207.0	3102.0	912.0
37	43	10	12	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
38	43	11	12	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
43	167	12	60	5930.0	2480.0	1112.0	3626.0	6610.0	1983.0	3904.0	198.0	1973.0	5880.0	6121.0	6188.0	3593.0	3282.0	5835.0	1191.0	4096.0	1012.0	1467.0	2205.0	5604.0	730.0	183.0	4445.0	424.0	845.0	2826.0	2233.0	6706.0	7740.0	5282.0	1121.0	3254.0	7742.0	5387.0	6385.0	3640.0	6009.0	8353.0	472.0	1475.0	5374.0	9499.0	678.0	4907.0	3075.0	1212.0	3322.0	3467.0	8626.0	2542.0	3197.0	2209.0	3102.0	914.0
43	390	12	174	5882.0	2390.0	1083.0	3503.0	6550.0	2026.0	3952.0	173.0	2132.0	5633.0	6131.0	6238.0	3502.0	3241.0	5732.0	1263.0	3983.0	912.0	1544.0	2273.0	5583.0	720.0	358.0	4521.0	383.0	885.0	2751.0	2233.0	6646.0	7744.0	5216.0	1210.0	3342.0	7676.0	5288.0	6346.0	3641.0	5934.0	8348.0	344.0	1186.0	5468.0	9558.0	516.0	5095.0	3346.0	1249.0	3370.0	3386.0	8298.0	2595.0	3138.0	2203.0	2991.0	891.0
45	170	14	63	6132.0	2477.0	1118.0	3632.0	6617.0	1995.0	3909.0	196.0	1983.0	5890.0	6127.0	6192.0	3603.0	3356.0	5838.0	1192.0	4101.0	1126.0	1479.0	2217.0	5606.0	727.0	187.0	4453.0	425.0	859.0	2829.0	2236.0	6705.0	7780.0	5284.0	1126.0	3257.0	7740.0	5386.0	6389.0	3643.0	6015.0	8476.0	471.0	1476.0	5381.0	9501.0	683.0	4948.0	3096.0	1216.0	3675.0	3477.0	8623.0	2562.0	3204.0	2211.0	3102.0	971.0
47	229	16	107	5991.0	2491.0	1155.0	3603.0	6636.0	1991.0	3968.0	198.0	2128.0	5834.0	6151.0	6183.0	3672.0	3311.0	5777.0	1259.0	4311.0	1068.0	1597.0	2299.0	5577.0	769.0	344.0	4523.0	403.0	927.0	2780.0	2227.0	6680.0	7783.0	5368.0	1172.0	3317.0	7713.0	5389.0	6333.0	3633.0	6146.0	8397.0	361.0	1322.0	5448.0	9545.0	763.0	5055.0	3370.0	1261.0	3638.0	3464.0	8603.0	2590.0	3224.0	2326.0	3055.0	957.0
55	132	24	44	6022.0	2487.0	1128.0	3696.0	6695.0	2098.0	3944.0	226.0	2109.0	5933.0	6236.0	6172.0	3707.0	3238.0	5842.0	1200.0	4210.0	1096.0	1490.0	2361.0	5731.0	720.0	364.0	4486.0	384.0	895.0	2871.0	2280.0	6684.0	7835.0	5359.0	1211.0	3410.0	7711.0	5365.0	6308.0	3619.0	5904.0	8463.0	466.0	1455.0	5476.0	9499.0	716.0	4946.0	3298.0	1325.0	3768.0	3488.0	8625.0	2626.0	3214.0	2219.0	2980.0	928.0
55	137	24	48	6097.0	2489.0	1126.0	3690.0	6641.0	1998.0	3947.0	213.0	2111.0	5925.0	6132.0	6174.0	3592.0	3240.0	5837.0	1193.0	4209.0	975.0	1483.0	2322.0	5726.0	728.0	209.0	4476.0	382.0	949.0	2841.0	2197.0	6676.0	7826.0	5280.0	1182.0	3398.0	7711.0	5360.0	6310.0	3618.0	5900.0	8466.0	474.0	1450.0	5421.0	9496.0	710.0	4913.0	3075.0	1286.0	3695.0	3487.0	8624.0	2641.0	3186.0	2212.0	3038.0	920.0
59	172	28	65	5967.0	2485.0	1109.0	3674.0	6631.0	1943.0	3950.0	212.0	1985.0	5923.0	6130.0	6184.0	3598.0	3337.0	5766.0	1209.0	4280.0	974.0	1473.0	2262.0	5566.0	735.0	340.0	4478.0	394.0	910.0	2818.0	2204.0	6674.0	7720.0	5300.0	1176.0	3280.0	7723.0	5399.0	6465.0	3624.0	5901.0	8467.0	476.0	1316.0	5418.0	9498.0	694.0	4911.0	3183.0	1212.0	3692.0	3485.0	8549.0	2571.0	3223.0	2210.0	3031.0	974.0
61	384	30	169	5924.0	2410.0	1126.0	3536.0	6600.0	1937.0	3903.0	176.0	2081.0	5788.0	6139.0	6184.0	3576.0	3251.0	5729.0	1223.0	4034.0	984.0	1484.0	2273.0	5589.0	735.0	323.0	4504.0	373.0	921.0	2806.0	2195.0	6709.0	7711.0	5333.0	1156.0	3349.0	7644.0	5327.0	6326.0	3620.0	6115.0	8432.0	363.0	1247.0	5498.0	9550.0	760.0	5013.0	3275.0	1222.0	3578.0	3388.0	8317.0	2589.0	3218.0	2207.0	3021.0	921.0
119	137	42	48	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
132	137	44	48	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
134	170	45	63	5979.0	2730.0	1451.0	3717.0	6929.0	1946.0	3987.0	445.0	2125.0	6096.0	6405.0	6168.0	3726.0	3238.0	5901.0	20000.0	4372.0	20000.0	1816.0	20000.0	5702.0	20000.0	605.0	4572.0	429.0	900.0	3054.0	2281.0	20000.0	8038.0	20000.0	1328.0	3409.0	20000.0	5523.0	20000.0	3644.0	6138.0	8449.0	691.0	20000.0	5669.0	9633.0	20000.0	5306.0	3289.0	1569.0	20000.0	3783.0	20000.0	2672.0	20000.0	2534.0	3300.0	974.0
171	190	64	75	6182.0	20000.0	20000.0	3627.0	20000.0	2075.0	20000.0	20000.0	2215.0	5973.0	6326.0	20000.0	3670.0	3378.0	20000.0	1206.0	4100.0	20000.0	1731.0	20000.0	5747.0	939.0	284.0	20000.0	460.0	1144.0	2841.0	2476.0	6745.0	8123.0	5373.0	20000.0	3428.0	20000.0	5694.0	6461.0	3848.0	20000.0	20000.0	20000.0	1409.0	5390.0	9555.0	756.0	5114.0	3506.0	1507.0	3841.0	20000.0	20000.0	2549.0	20000.0	2237.0	3094.0	20000.0
171	195	64	80	5941.0	2504.0	1132.0	3617.0	6618.0	2056.0	3913.0	215.0	2005.0	5840.0	6135.0	6185.0	3614.0	3336.0	5837.0	1192.0	4098.0	1125.0	1488.0	2219.0	5585.0	721.0	185.0	4457.0	450.0	861.0	2825.0	2304.0	6713.0	7761.0	5280.0	1122.0	3259.0	7766.0	5411.0	6382.0	3789.0	6018.0	8513.0	356.0	1390.0	5387.0	9514.0	680.0	5073.0	3114.0	1205.0	3705.0	3470.0	8671.0	2544.0	3253.0	2217.0	3051.0	917.0
172	190	65	75	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
188	229	74	107	6021.0	2465.0	1130.0	3596.0	6605.0	1952.0	3927.0	249.0	2126.0	5837.0	6112.0	6174.0	3712.0	3320.0	5764.0	1199.0	4320.0	1057.0	1542.0	2283.0	5560.0	719.0	270.0	4465.0	420.0	924.0	2764.0	2225.0	6685.0	7744.0	5279.0	1200.0	3318.0	7709.0	5416.0	6324.0	3639.0	5910.0	8383.0	374.0	1342.0	5454.0	9502.0	695.0	4952.0	3308.0	1247.0	3330.0	3446.0	8542.0	2607.0	3212.0	2281.0	3082.0	915.0
188	236	74	111	6009.0	2463.0	1140.0	3589.0	6622.0	1952.0	3923.0	236.0	2122.0	5837.0	6109.0	6176.0	3714.0	3313.0	5768.0	1193.0	4323.0	898.0	1545.0	2286.0	5557.0	721.0	269.0	4464.0	417.0	918.0	2762.0	2231.0	6688.0	7702.0	5283.0	1129.0	3319.0	7706.0	5414.0	6330.0	3621.0	5946.0	8380.0	373.0	1347.0	5445.0	9502.0	689.0	5047.0	3309.0	1246.0	3331.0	3443.0	8547.0	2605.0	3207.0	2258.0	3082.0	911.0
193	202	78	83	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
198	246	82	115	5994.0	2468.0	1171.0	3610.0	6635.0	1989.0	4040.0	270.0	2239.0	5861.0	6161.0	6210.0	3798.0	3308.0	5813.0	1293.0	4333.0	1059.0	1585.0	2339.0	5561.0	773.0	352.0	4576.0	417.0	925.0	2924.0	2246.0	6694.0	7854.0	5355.0	1198.0	3345.0	7702.0	5433.0	6454.0	3688.0	6199.0	8385.0	374.0	1363.0	5472.0	9635.0	953.0	5138.0	3356.0	1324.0	3686.0	3499.0	8585.0	2612.0	3293.0	2314.0	3124.0	948.0
203	241	84	113	5998.0	2470.0	1175.0	3635.0	6666.0	2007.0	4047.0	272.0	2244.0	5868.0	6245.0	6216.0	3803.0	3319.0	5815.0	1299.0	4337.0	1061.0	1682.0	2340.0	5567.0	774.0	360.0	4621.0	513.0	928.0	2924.0	2263.0	6726.0	7859.0	5360.0	1202.0	3348.0	7707.0	5459.0	6457.0	3693.0	6310.0	8387.0	375.0	1366.0	5477.0	9639.0	958.0	5160.0	3367.0	1326.0	3690.0	3501.0	8589.0	2675.0	3384.0	2319.0	3160.0	955.0
211	291	92	140	5995.0	2458.0	1191.0	3623.0	6643.0	2006.0	3990.0	242.0	2161.0	5838.0	6153.0	6208.0	3788.0	3427.0	5819.0	1283.0	4330.0	1055.0	1595.0	2325.0	5720.0	766.0	426.0	4625.0	422.0	944.0	2981.0	2254.0	6700.0	7834.0	5290.0	1178.0	3360.0	7734.0	5332.0	6335.0	3621.0	6251.0	8410.0	391.0	1281.0	5454.0	9602.0	868.0	5135.0	3388.0	1224.0	3588.0	3449.0	8576.0	2644.0	3252.0	2318.0	3102.0	965.0
221	225	100	103	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	226	101	104	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
223	227	102	105	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
34	196	9	81	5939.0	2470.0	1149.0	3604.0	6619.0	1987.0	3932.0	203.0	2132.0	5828.0	6162.0	6236.0	3706.0	3327.0	5815.0	1273.0	4299.0	940.0	1599.0	2300.0	5581.0	820.0	347.0	4535.0	392.0	922.0	2779.0	2233.0	6719.0	7753.0	5240.0	1174.0	3318.0	7705.0	5381.0	6376.0	3628.0	6150.0	8354.0	349.0	1316.0	5450.0	9548.0	672.0	4925.0	3369.0	1194.0	3468.0	3403.0	8515.0	2593.0	3212.0	2358.0	3052.0	963.0
44	384	13	169	5887.0	2398.0	1087.0	3504.0	6554.0	2024.0	3954.0	181.0	2132.0	5639.0	6133.0	6243.0	3507.0	3244.0	5730.0	1256.0	3985.0	918.0	1548.0	2274.0	5577.0	724.0	362.0	4511.0	393.0	887.0	2755.0	2220.0	6651.0	7749.0	5217.0	1210.0	3312.0	7669.0	5294.0	6349.0	3637.0	6081.0	8349.0	352.0	1192.0	5454.0	9556.0	521.0	5097.0	3345.0	1236.0	3374.0	3386.0	8300.0	2597.0	3151.0	2205.0	2993.0	893.0
45	384	14	169	5889.0	2402.0	1093.0	3505.0	6558.0	2023.0	3916.0	181.0	2137.0	5640.0	6134.0	6243.0	3507.0	3254.0	5736.0	1255.0	3987.0	920.0	1548.0	2275.0	5580.0	724.0	362.0	4521.0	402.0	895.0	2758.0	2220.0	6705.0	7744.0	5219.0	1208.0	3345.0	7672.0	5296.0	6347.0	3637.0	6081.0	8351.0	355.0	1196.0	5462.0	9556.0	525.0	5096.0	3345.0	1236.0	3377.0	3387.0	8301.0	2599.0	3244.0	2206.0	2995.0	949.0
46	191	15	76	6050.0	2471.0	1158.0	3652.0	6649.0	1998.0	3987.0	193.0	2152.0	5919.0	6148.0	6348.0	3700.0	3335.0	5814.0	1303.0	4304.0	1181.0	1601.0	2301.0	5589.0	867.0	346.0	4567.0	394.0	927.0	2830.0	2227.0	6697.0	7850.0	5368.0	1184.0	3354.0	7721.0	5387.0	6385.0	3638.0	6186.0	8440.0	393.0	1400.0	5458.0	9644.0	795.0	4953.0	3377.0	1296.0	3641.0	3474.0	8599.0	2593.0	3217.0	2359.0	3057.0	968.0
50	208	19	89	5974.0	2489.0	1169.0	3618.0	6650.0	2009.0	3962.0	226.0	2146.0	5843.0	6155.0	6202.0	3675.0	3329.0	5790.0	1258.0	4323.0	1165.0	1601.0	2307.0	5583.0	847.0	354.0	4566.0	418.0	937.0	2836.0	2226.0	6705.0	7792.0	5368.0	1174.0	3348.0	7714.0	5400.0	6367.0	3634.0	6180.0	8439.0	427.0	1330.0	5456.0	9663.0	772.0	5066.0	3385.0	1244.0	3643.0	3476.0	8581.0	2638.0	3236.0	2342.0	3077.0	967.0
50	210	19	91	5976.0	2501.0	1172.0	3617.0	6648.0	2003.0	3961.0	229.0	2141.0	5841.0	6154.0	6194.0	3674.0	3330.0	5751.0	1253.0	4321.0	1156.0	1600.0	2305.0	5582.0	816.0	356.0	4537.0	418.0	936.0	2830.0	2225.0	6705.0	7745.0	5368.0	1175.0	3346.0	7715.0	5394.0	6362.0	3632.0	6179.0	8438.0	403.0	1325.0	5454.0	9666.0	769.0	5064.0	3386.0	1239.0	3649.0	3473.0	8577.0	2636.0	3232.0	2340.0	3072.0	966.0
52	381	21	166	5920.0	2407.0	1200.0	3532.0	6666.0	1935.0	3892.0	168.0	2166.0	5662.0	6137.0	6141.0	3528.0	3300.0	5726.0	1244.0	4033.0	991.0	1502.0	2270.0	5541.0	725.0	352.0	4498.0	406.0	846.0	2754.0	2194.0	6700.0	7726.0	5218.0	1159.0	3349.0	7620.0	5424.0	6318.0	3627.0	5925.0	8433.0	366.0	1203.0	5459.0	9552.0	620.0	5040.0	3284.0	1210.0	3421.0	3386.0	8322.0	2607.0	3225.0	2199.0	2995.0	919.0
57	378	26	165	5927.0	2420.0	1206.0	3574.0	6659.0	1939.0	3908.0	178.0	2173.0	5805.0	6143.0	6186.0	3659.0	3323.0	5732.0	1230.0	4040.0	996.0	1505.0	2281.0	5582.0	737.0	344.0	4503.0	389.0	952.0	2832.0	2199.0	6703.0	7716.0	5331.0	1158.0	3350.0	7630.0	5420.0	6312.0	3625.0	6121.0	8432.0	366.0	1236.0	5500.0	9553.0	770.0	5069.0	3278.0	1220.0	3577.0	3391.0	8326.0	2604.0	3222.0	2215.0	3025.0	928.0
60	378	29	165	5925.0	2416.0	1206.0	3568.0	6605.0	1938.0	3909.0	178.0	2175.0	5804.0	6141.0	6188.0	3582.0	3319.0	5732.0	1227.0	4039.0	990.0	1498.0	2278.0	5579.0	739.0	342.0	4502.0	377.0	931.0	2816.0	2194.0	6703.0	7715.0	5350.0	1156.0	3349.0	7626.0	5419.0	6310.0	3623.0	6115.0	8430.0	365.0	1230.0	5500.0	9551.0	770.0	5032.0	3276.0	1219.0	3578.0	3391.0	8324.0	2600.0	3218.0	2213.0	3023.0	926.0
61	378	30	165	5926.0	2418.0	1075.0	3547.0	6601.0	1939.0	3908.0	178.0	2175.0	5804.0	6141.0	6188.0	3581.0	3318.0	5732.0	1227.0	4041.0	987.0	1487.0	2278.0	5578.0	740.0	340.0	4503.0	376.0	928.0	2812.0	2193.0	6666.0	7715.0	5353.0	1156.0	3350.0	7627.0	5418.0	6310.0	3623.0	6114.0	8430.0	365.0	1238.0	5500.0	9551.0	772.0	4950.0	3276.0	1219.0	3580.0	3391.0	8326.0	2586.0	3217.0	2213.0	3024.0	922.0
140	390	50	174	5884.0	2385.0	1082.0	3500.0	6551.0	1931.0	3878.0	171.0	1966.0	5626.0	6100.0	6180.0	3495.0	3267.0	5718.0	1154.0	3986.0	916.0	1454.0	2201.0	5552.0	742.0	162.0	4424.0	370.0	827.0	2748.0	2184.0	6694.0	7732.0	5218.0	1140.0	3229.0	7624.0	5294.0	6316.0	3609.0	5902.0	8433.0	335.0	1181.0	5369.0	9496.0	511.0	4905.0	3052.0	1204.0	3309.0	3345.0	8289.0	2540.0	3141.0	2192.0	2984.0	886.0
140	385	50	170	5892.0	2390.0	1082.0	3503.0	6562.0	1932.0	3890.0	174.0	1967.0	5630.0	6104.0	6187.0	3502.0	3270.0	5742.0	1185.0	3994.0	971.0	1454.0	2200.0	5552.0	741.0	163.0	4429.0	367.0	827.0	2794.0	2185.0	6698.0	7733.0	5222.0	1151.0	3229.0	7619.0	5302.0	6312.0	3610.0	5902.0	8435.0	344.0	1201.0	5373.0	9491.0	516.0	4902.0	3055.0	1204.0	3311.0	3351.0	8296.0	2552.0	3149.0	2196.0	2985.0	890.0
