alnA	alnB	A	B	YBR164C_13	YBR164C_53	YBR164C_52	YBR164C_43	YBR164C_04	YBR164C_03	YBR164C_46	YBR164C_10	YBR164C_01	YBR164C_47	YBR164C_59	YBR164C_49	YBR164C_28	YBR164C_37	YBR164C_44	YBR164C_11	YBR164C_27	YBR164C_56	YBR164C_38	YBR164C_06	YBR164C_15	YBR164C_33	YBR164C_51	YBR164C_14	YBR164C_08	YBR164C_48	YBR164C_57	YBR164C_62	YBR164C_70
205	241	87	115	6524.0	360.0	1903.0	370.0	1186.0	5273.0	3411.0	1399.0	1150.0	6419.0	704.0	7560.0	3101.0	4084.0	8383.0	1642.0	8214.0	4393.0	1451.0	1103.0	7271.0	4459.0	8848.0	5562.0	6234.0	9317.0	6591.0	3357.0	9513.0
205	227	87	106	6517.0	361.0	1910.0	382.0	1195.0	5263.0	3415.0	1430.0	1169.0	6422.0	738.0	7565.0	3083.0	4137.0	8390.0	1645.0	8218.0	4391.0	1315.0	1105.0	7274.0	4453.0	8840.0	5574.0	6232.0	9319.0	6634.0	3357.0	9470.0
212	264	94	130	6532.0	337.0	1911.0	347.0	1150.0	5271.0	3401.0	1383.0	1075.0	6429.0	680.0	7556.0	3100.0	4106.0	8361.0	1647.0	8233.0	4360.0	1318.0	1104.0	7259.0	4456.0	8865.0	5551.0	6335.0	9319.0	6635.0	3346.0	9482.0
227	342	106	144	6527.0	334.0	1896.0	265.0	1154.0	5271.0	3368.0	1416.0	1072.0	6360.0	653.0	7558.0	3103.0	4057.0	8372.0	1585.0	8210.0	4321.0	1321.0	1062.0	7272.0	4455.0	8749.0	5539.0	6294.0	9313.0	6611.0	3310.0	9449.0
231	342	110	144	6526.0	331.0	1897.0	263.0	1156.0	5277.0	3367.0	1370.0	1080.0	6359.0	648.0	7563.0	3107.0	4029.0	8373.0	1590.0	8209.0	4312.0	1324.0	1060.0	7279.0	4464.0	8747.0	5538.0	6294.0	9310.0	6605.0	3339.0	9450.0
251	388	120	171	6530.0	380.0	1911.0	346.0	1168.0	5316.0	3444.0	1423.0	994.0	6361.0	642.0	7479.0	3084.0	4058.0	8358.0	1572.0	8229.0	4317.0	1261.0	1094.0	7303.0	4463.0	8647.0	5465.0	6227.0	9269.0	6593.0	3374.0	9467.0
251	342	120	144	6539.0	399.0	1945.0	291.0	1194.0	5270.0	3373.0	1473.0	1123.0	6363.0	688.0	7566.0	3110.0	4023.0	8377.0	1617.0	8229.0	4311.0	1388.0	1060.0	7292.0	4472.0	8751.0	5548.0	6500.0	9315.0	6612.0	3342.0	9483.0
252	385	121	169	6533.0	374.0	1912.0	373.0	1176.0	5318.0	3444.0	1494.0	995.0	6365.0	645.0	7544.0	3084.0	4059.0	8359.0	1573.0	8231.0	4322.0	1265.0	1101.0	7305.0	4464.0	8651.0	5472.0	6296.0	9270.0	6597.0	3375.0	9471.0
254	377	123	163	6542.0	353.0	1914.0	277.0	1180.0	5382.0	3444.0	1574.0	996.0	6390.0	685.0	7589.0	3085.0	4066.0	8358.0	1546.0	8238.0	4332.0	1326.0	1114.0	7281.0	4465.0	8854.0	5544.0	6218.0	9306.0	6591.0	3361.0	9550.0
255	290	124	133	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
255	292	124	135	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	1389.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
256	377	125	163	6542.0	340.0	1916.0	276.0	1180.0	5383.0	3444.0	1606.0	994.0	6392.0	688.0	7589.0	3086.0	4065.0	8355.0	1547.0	8238.0	4337.0	1329.0	1114.0	7276.0	4463.0	8856.0	5547.0	6216.0	9305.0	6591.0	3361.0	9553.0
258	369	127	155	6537.0	380.0	1925.0	286.0	1187.0	5388.0	3440.0	1529.0	996.0	6397.0	688.0	7592.0	3079.0	4072.0	8361.0	1548.0	8238.0	4401.0	1433.0	1117.0	7274.0	4470.0	8887.0	5553.0	6230.0	9307.0	6598.0	3357.0	9559.0
366	388	152	171	6537.0	443.0	2023.0	322.0	1208.0	5300.0	3371.0	1421.0	993.0	6368.0	642.0	7476.0	3076.0	4057.0	8354.0	1587.0	8239.0	4407.0	1260.0	1063.0	7285.0	4466.0	8646.0	5466.0	6234.0	9271.0	6611.0	3340.0	9466.0
384	390	168	173	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
38	194	17	80	6528.0	348.0	2041.0	456.0	1190.0	5279.0	3510.0	1436.0	1265.0	6464.0	674.0	7552.0	3074.0	4105.0	8412.0	1644.0	8258.0	4433.0	1492.0	1151.0	7326.0	4479.0	9034.0	5562.0	6349.0	9278.0	6647.0	3538.0	9588.0
43	205	18	87	6528.0	336.0	2049.0	456.0	1190.0	5349.0	3500.0	1433.0	1263.0	6470.0	719.0	7554.0	3087.0	4107.0	8409.0	1646.0	8257.0	4433.0	1408.0	1151.0	7333.0	4567.0	8979.0	5580.0	6447.0	9280.0	6637.0	3474.0	9597.0
43	249	18	118	6518.0	331.0	1902.0	275.0	1196.0	5297.0	3407.0	1391.0	1142.0	6411.0	673.0	7524.0	3078.0	4070.0	8383.0	1564.0	8208.0	4382.0	1313.0	1098.0	7277.0	4431.0	8834.0	5561.0	6230.0	9281.0	6588.0	3354.0	9468.0
45	193	20	79	6528.0	350.0	2056.0	458.0	1198.0	5284.0	3521.0	1442.0	1263.0	6468.0	673.0	7553.0	3078.0	4105.0	8418.0	1644.0	8264.0	4439.0	1496.0	1152.0	7327.0	4523.0	9033.0	5567.0	6397.0	9281.0	6640.0	3543.0	9570.0
46	226	21	105	6514.0	330.0	1903.0	375.0	1199.0	5260.0	3414.0	1412.0	1172.0	6429.0	671.0	7515.0	3074.0	4055.0	8381.0	1638.0	8215.0	4390.0	1369.0	1101.0	7321.0	4446.0	8837.0	5552.0	6232.0	9267.0	6614.0	3356.0	9468.0
51	177	26	67	6525.0	356.0	2058.0	495.0	1089.0	5281.0	3589.0	1450.0	1251.0	6424.0	684.0	7559.0	3098.0	4094.0	8492.0	1638.0	8361.0	4516.0	1364.0	1148.0	7298.0	4472.0	8869.0	5578.0	6327.0	9282.0	6546.0	3354.0	9558.0
51	55	26	30	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
51	56	26	31	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
51	373	26	159	6530.0	348.0	1956.0	266.0	1172.0	5228.0	3365.0	1350.0	984.0	6387.0	644.0	7521.0	3065.0	4030.0	8351.0	1533.0	8236.0	4326.0	1296.0	1080.0	7249.0	4445.0	8834.0	5541.0	6204.0	9260.0	6575.0	3324.0	9456.0
53	208	28	90	6526.0	341.0	1910.0	385.0	1247.0	5343.0	3498.0	1432.0	1213.0	6470.0	693.0	7561.0	3097.0	4053.0	8412.0	1638.0	8273.0	4446.0	1400.0	1146.0	7328.0	4581.0	8987.0	5577.0	6408.0	9280.0	6591.0	3444.0	9564.0
54	226	29	105	6508.0	326.0	1897.0	272.0	1141.0	5258.0	3405.0	1407.0	1171.0	6430.0	661.0	7555.0	3080.0	4044.0	8355.0	1539.0	8209.0	4440.0	1361.0	1101.0	7324.0	4513.0	8837.0	5548.0	6160.0	9261.0	6570.0	3349.0	9473.0
54	171	29	63	6525.0	358.0	2155.0	521.0	1091.0	5426.0	3656.0	1459.0	1303.0	6430.0	686.0	7579.0	3100.0	4104.0	8517.0	1679.0	8440.0	4477.0	1437.0	1148.0	7322.0	4476.0	8908.0	5568.0	6362.0	9372.0	6553.0	3579.0	9603.0
55	177	30	67	6531.0	325.0	2050.0	528.0	1088.0	5281.0	3643.0	1454.0	1245.0	6426.0	683.0	7561.0	3104.0	4091.0	8492.0	1640.0	8401.0	4518.0	1359.0	1149.0	7296.0	4470.0	8870.0	5579.0	6326.0	9272.0	6546.0	3353.0	9560.0
57	62	32	37	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
59	376	34	162	6523.0	343.0	1951.0	319.0	1175.0	5274.0	3407.0	1352.0	994.0	6395.0	648.0	7524.0	3020.0	4036.0	8354.0	1529.0	8223.0	4332.0	1298.0	1080.0	7264.0	4466.0	8836.0	5592.0	6205.0	9253.0	6574.0	3331.0	9452.0
61	390	36	173	6508.0	332.0	1947.0	313.0	1160.0	5247.0	3380.0	1356.0	987.0	6389.0	640.0	7518.0	3004.0	4031.0	8352.0	1514.0	8207.0	4323.0	1282.0	1080.0	7251.0	4467.0	8836.0	5464.0	6157.0	9251.0	6564.0	3341.0	9460.0
134	193	52	79	6476.0	324.0	2063.0	532.0	1046.0	5336.0	3509.0	1439.0	1194.0	6487.0	719.0	7562.0	3067.0	4324.0	8364.0	1795.0	8310.0	4407.0	1403.0	1210.0	7366.0	4536.0	8968.0	5643.0	6373.0	9405.0	6585.0	3397.0	9624.0
169	194	61	80	6469.0	359.0	2027.0	456.0	1061.0	5355.0	3504.0	1433.0	1193.0	6439.0	753.0	7557.0	3035.0	4115.0	8395.0	1650.0	8264.0	4427.0	1406.0	1148.0	7301.0	4555.0	8914.0	5556.0	6352.0	9319.0	6559.0	3380.0	9588.0
170	194	62	80	6472.0	363.0	2032.0	459.0	1095.0	5399.0	3506.0	1434.0	1196.0	6442.0	760.0	7560.0	3036.0	4140.0	8413.0	1651.0	8267.0	4428.0	1408.0	1149.0	7302.0	4556.0	8916.0	5560.0	6357.0	9320.0	6562.0	3384.0	9624.0
171	193	63	79	6476.0	363.0	2063.0	461.0	1101.0	5516.0	3510.0	1436.0	1259.0	6489.0	761.0	7563.0	3038.0	4141.0	8417.0	1662.0	8280.0	4435.0	1408.0	1150.0	7306.0	4557.0	8920.0	5570.0	6357.0	9321.0	6563.0	3520.0	9627.0
173	193	65	79	6550.0	464.0	2065.0	613.0	1388.0	5519.0	3517.0	1499.0	1266.0	6500.0	771.0	7667.0	3145.0	4182.0	8424.0	1731.0	8307.0	4443.0	1410.0	1154.0	7450.0	4561.0	9014.0	5641.0	6366.0	9326.0	6650.0	3609.0	9630.0
204	390	86	173	6580.0	352.0	1931.0	330.0	1160.0	5266.0	3410.0	1372.0	995.0	6360.0	636.0	7473.0	3090.0	4047.0	8356.0	1540.0	8218.0	4314.0	1260.0	1079.0	7263.0	4441.0	8643.0	5462.0	6217.0	9266.0	6569.0	3353.0	9465.0
210	255	92	124	6532.0	389.0	1914.0	352.0	1185.0	5273.0	3408.0	1385.0	1097.0	6428.0	694.0	7555.0	3141.0	4100.0	8362.0	1651.0	8239.0	4358.0	1337.0	1107.0	7269.0	4451.0	8867.0	5596.0	6304.0	9321.0	6638.0	3346.0	9494.0
214	221	96	101	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	254	102	123	6536.0	346.0	1917.0	364.0	1153.0	5276.0	3396.0	1392.0	1080.0	6429.0	699.0	7539.0	3138.0	4108.0	8357.0	1610.0	8229.0	4357.0	1332.0	1120.0	7285.0	4457.0	8867.0	5549.0	6343.0	9331.0	6641.0	3359.0	9526.0
255	283	124	132	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
256	370	125	156	6538.0	376.0	1923.0	285.0	1186.0	5382.0	3441.0	1530.0	999.0	6396.0	686.0	7602.0	3091.0	4071.0	8363.0	1550.0	8238.0	4340.0	1434.0	1118.0	7276.0	4469.0	8886.0	5552.0	6310.0	9311.0	6597.0	3356.0	9558.0
257	374	126	160	6541.0	338.0	1916.0	275.0	1180.0	5386.0	3440.0	1576.0	995.0	6395.0	687.0	7591.0	3088.0	4065.0	8357.0	1548.0	8238.0	4397.0	1434.0	1113.0	7274.0	4466.0	8858.0	5551.0	6217.0	9305.0	6591.0	3360.0	9555.0
283	368	132	154	6532.0	328.0	1918.0	384.0	1190.0	5388.0	3360.0	1463.0	990.0	6400.0	677.0	7587.0	3064.0	4077.0	8347.0	1544.0	8236.0	4396.0	1436.0	1113.0	7271.0	4471.0	8942.0	5562.0	6221.0	9305.0	6586.0	3360.0	9561.0
354	366	149	152	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
33	142	12	58	6475.0	386.0	2068.0	492.0	1105.0	5381.0	3589.0	1434.0	1273.0	6433.0	697.0	7580.0	3032.0	4122.0	8391.0	1645.0	8308.0	4404.0	1351.0	1163.0	7301.0	4470.0	8917.0	5573.0	6337.0	9250.0	6570.0	3364.0	9586.0
33	169	12	61	6471.0	385.0	2067.0	491.0	1108.0	5381.0	3586.0	1437.0	1273.0	6437.0	698.0	7578.0	3033.0	4119.0	8396.0	1645.0	8308.0	4408.0	1352.0	1162.0	7301.0	4470.0	8918.0	5574.0	6338.0	9333.0	6569.0	3369.0	9587.0
37	43	16	18	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
38	43	17	18	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
43	167	18	59	6472.0	383.0	2108.0	496.0	1102.0	5379.0	3598.0	1444.0	1275.0	6436.0	704.0	7578.0	3032.0	4181.0	8510.0	1649.0	8310.0	4470.0	1420.0	1158.0	7300.0	4478.0	8918.0	5571.0	6341.0	9292.0	6562.0	3509.0	9586.0
43	390	18	173	6533.0	331.0	1926.0	325.0	1162.0	5266.0	3411.0	1368.0	996.0	6361.0	636.0	7521.0	3098.0	4044.0	8357.0	1523.0	8214.0	4315.0	1260.0	1081.0	7262.0	4438.0	8641.0	5462.0	6214.0	9266.0	6568.0	3353.0	9463.0
45	170	20	62	6525.0	380.0	2115.0	497.0	1101.0	5283.0	3621.0	1449.0	1276.0	6436.0	694.0	7576.0	3040.0	4095.0	8507.0	1650.0	8313.0	4471.0	1442.0	1154.0	7303.0	4483.0	8976.0	5572.0	6345.0	9285.0	6561.0	3511.0	9589.0
47	229	22	108	6514.0	332.0	1902.0	278.0	1195.0	5267.0	3450.0	1409.0	1171.0	6428.0	671.0	7554.0	3077.0	4056.0	8380.0	1591.0	8218.0	4397.0	1395.0	1103.0	7321.0	4500.0	8838.0	5561.0	6235.0	9273.0	6617.0	3353.0	9469.0
55	132	30	51	6455.0	337.0	2093.0	491.0	1100.0	5341.0	3436.0	1454.0	1143.0	6419.0	680.0	7550.0	3089.0	4104.0	8371.0	1640.0	8357.0	4446.0	1444.0	1154.0	7284.0	4474.0	8888.0	5581.0	6326.0	9268.0	6529.0	3349.0	9554.0
55	137	30	55	6554.0	347.0	2160.0	598.0	1108.0	5427.0	3534.0	1463.0	1226.0	6432.0	681.0	7579.0	3177.0	4301.0	8517.0	1745.0	8449.0	4476.0	1443.0	1183.0	7324.0	4511.0	8986.0	5570.0	6363.0	9378.0	6560.0	3583.0	9613.0
59	172	34	64	6536.0	328.0	2055.0	602.0	1122.0	5403.0	3722.0	1504.0	1228.0	6454.0	683.0	7613.0	3016.0	4312.0	8521.0	1746.0	8448.0	4521.0	1436.0	1187.0	7324.0	4511.0	8889.0	5568.0	6368.0	9377.0	6559.0	3629.0	9611.0
61	384	36	168	6513.0	341.0	1951.0	320.0	1175.0	5275.0	3408.0	1357.0	990.0	6393.0	645.0	7520.0	3008.0	4034.0	8353.0	1522.0	8211.0	4327.0	1288.0	1081.0	7262.0	4470.0	8837.0	5586.0	6206.0	9253.0	6570.0	3344.0	9452.0
119	137	43	55	20000.0	20000.0	2272.0	612.0	1247.0	20000.0	20000.0	20000.0	1364.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	1452.0	20000.0	20000.0	4745.0	9018.0	5765.0	6623.0	20000.0	20000.0	20000.0	9841.0
132	137	51	55	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
134	170	52	62	6719.0	20000.0	20000.0	20000.0	20000.0	20000.0	3750.0	20000.0	20000.0	20000.0	929.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	5718.0	20000.0	20000.0	20000.0	20000.0	20000.0
171	190	63	76	6478.0	383.0	2065.0	557.0	1162.0	5520.0	3521.0	1445.0	1261.0	6489.0	764.0	7659.0	3039.0	4150.0	8404.0	1707.0	8294.0	4437.0	1409.0	1153.0	7450.0	4557.0	8960.0	5597.0	6359.0	9325.0	6651.0	3522.0	9630.0
171	195	63	81	6482.0	363.0	2061.0	460.0	1100.0	5514.0	3506.0	1435.0	1260.0	6488.0	761.0	7561.0	3038.0	4141.0	8417.0	1654.0	8268.0	4428.0	1408.0	1149.0	7304.0	4557.0	8918.0	5569.0	6359.0	9320.0	6563.0	3518.0	9627.0
172	190	64	76	6553.0	397.0	2069.0	613.0	1386.0	5525.0	3526.0	20000.0	1479.0	6492.0	880.0	7707.0	3151.0	20000.0	8425.0	1756.0	8336.0	4441.0	1411.0	1205.0	7509.0	4562.0	8965.0	5643.0	6371.0	9484.0	6653.0	20000.0	9632.0
188	229	74	108	6503.0	325.0	1900.0	273.0	1096.0	5257.0	3416.0	1425.0	1162.0	6409.0	685.0	7505.0	3057.0	4078.0	8365.0	1591.0	8244.0	4372.0	1362.0	1106.0	7266.0	4442.0	8832.0	5552.0	6233.0	9315.0	6537.0	3349.0	9472.0
188	236	74	112	6506.0	330.0	1897.0	268.0	1099.0	5258.0	3405.0	1424.0	1161.0	6412.0	686.0	7505.0	3055.0	4077.0	8361.0	1558.0	8215.0	4373.0	1372.0	1105.0	7265.0	4439.0	8827.0	5549.0	6233.0	9313.0	6548.0	3350.0	9468.0
193	202	79	84	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
198	246	83	117	6518.0	355.0	1900.0	273.0	1185.0	5271.0	3405.0	1392.0	1150.0	6412.0	697.0	7526.0	3098.0	4080.0	8376.0	1558.0	8210.0	4388.0	1406.0	1100.0	7268.0	4445.0	8835.0	5563.0	6230.0	9312.0	6583.0	3354.0	9476.0
203	241	85	115	6522.0	358.0	1901.0	275.0	1186.0	5271.0	3407.0	1396.0	1150.0	6416.0	700.0	7559.0	3098.0	4083.0	8381.0	1586.0	8212.0	4388.0	1407.0	1102.0	7270.0	4454.0	8840.0	5561.0	6232.0	9315.0	6590.0	3355.0	9473.0
211	291	93	134	6516.0	380.0	1906.0	349.0	1148.0	5270.0	3395.0	1392.0	1074.0	6427.0	677.0	7555.0	3134.0	4102.0	8362.0	1644.0	8240.0	4360.0	1315.0	1115.0	7260.0	4455.0	8862.0	5549.0	6288.0	9319.0	6633.0	3345.0	9472.0
221	225	101	104	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	226	102	105	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
223	227	103	106	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
34	196	13	82	6525.0	339.0	2028.0	453.0	1186.0	5344.0	3494.0	1414.0	1187.0	6461.0	671.0	7551.0	3072.0	4109.0	8405.0	1643.0	8251.0	4429.0	1500.0	1150.0	7328.0	4468.0	8919.0	5561.0	6343.0	9282.0	6651.0	3413.0	9600.0
44	384	19	168	6528.0	335.0	1930.0	325.0	1167.0	5268.0	3403.0	1363.0	998.0	6365.0	644.0	7522.0	3105.0	4044.0	8354.0	1531.0	8214.0	4318.0	1260.0	1082.0	7276.0	4435.0	8647.0	5464.0	6213.0	9266.0	6570.0	3349.0	9464.0
45	384	20	168	6530.0	339.0	1933.0	326.0	1166.0	5269.0	3406.0	1364.0	997.0	6367.0	643.0	7524.0	3103.0	4043.0	8354.0	1533.0	8217.0	4320.0	1264.0	1089.0	7271.0	4438.0	8651.0	5466.0	6219.0	9266.0	6571.0	3349.0	9466.0
46	191	21	77	6526.0	352.0	2058.0	487.0	1294.0	5280.0	3531.0	1446.0	1263.0	6456.0	670.0	7553.0	3077.0	4101.0	8420.0	1642.0	8266.0	4440.0	1495.0	1151.0	7324.0	4515.0	9033.0	5587.0	6343.0	9279.0	6637.0	3609.0	9564.0
50	208	25	90	6526.0	342.0	1911.0	389.0	1250.0	5343.0	3502.0	1434.0	1210.0	6471.0	717.0	7560.0	3096.0	4055.0	8414.0	1639.0	8272.0	4446.0	1402.0	1147.0	7329.0	4579.0	8979.0	5578.0	6411.0	9282.0	6599.0	3445.0	9565.0
50	210	25	92	6525.0	339.0	1908.0	384.0	1248.0	5342.0	3420.0	1433.0	1207.0	6471.0	715.0	7562.0	3092.0	4054.0	8411.0	1639.0	8270.0	4445.0	1402.0	1147.0	7329.0	4573.0	8957.0	5576.0	6370.0	9276.0	6598.0	3444.0	9570.0
52	381	27	165	6530.0	347.0	1955.0	265.0	1164.0	5229.0	3375.0	1352.0	987.0	6387.0	637.0	7517.0	3029.0	4027.0	8349.0	1525.0	8236.0	4323.0	1287.0	1069.0	7250.0	4444.0	8839.0	5547.0	6203.0	9261.0	6568.0	3321.0	9450.0
57	378	32	164	6523.0	343.0	1956.0	319.0	1176.0	5274.0	3410.0	1355.0	991.0	6393.0	646.0	7522.0	3019.0	4034.0	8355.0	1526.0	8236.0	4330.0	1294.0	1081.0	7263.0	4467.0	8839.0	5588.0	6206.0	9256.0	6574.0	3338.0	9453.0
60	378	35	164	6520.0	342.0	1952.0	319.0	1176.0	5274.0	3407.0	1354.0	993.0	6394.0	647.0	7522.0	3014.0	4035.0	8354.0	1525.0	8214.0	4329.0	1291.0	1078.0	7264.0	4468.0	8837.0	5590.0	6205.0	9253.0	6572.0	3331.0	9451.0
61	378	36	164	6519.0	342.0	1952.0	320.0	1177.0	5275.0	3408.0	1356.0	994.0	6396.0	648.0	7522.0	3013.0	4036.0	8355.0	1526.0	8215.0	4331.0	1294.0	1081.0	7264.0	4468.0	8835.0	5592.0	6205.0	9253.0	6572.0	3340.0	9451.0
140	390	57	173	6461.0	306.0	1924.0	298.0	1047.0	5244.0	3405.0	1357.0	989.0	6354.0	628.0	7460.0	3023.0	4033.0	8352.0	1512.0	8209.0	4311.0	1258.0	1074.0	7177.0	4447.0	8635.0	5456.0	6203.0	9244.0	6553.0	3344.0	9461.0
140	385	57	169	6456.0	334.0	1898.0	311.0	1050.0	5246.0	3403.0	1355.0	991.0	6372.0	622.0	7464.0	3024.0	4036.0	8350.0	1518.0	8211.0	4316.0	1260.0	1074.0	7254.0	4446.0	8643.0	5463.0	6204.0	9244.0	6553.0	3319.0	9459.0
168	203	60	85	6468.0	338.0	2016.0	421.0	1088.0	5353.0	3497.0	1431.0	1195.0	6435.0	748.0	7556.0	3032.0	4088.0	8398.0	1647.0	8259.0	4413.0	1365.0	1146.0	7301.0	4471.0	8908.0	5563.0	6346.0	9317.0	6558.0	3379.0	9580.0
169	198	61	83	6468.0	353.0	2023.0	456.0	1090.0	5354.0	3500.0	1433.0	1194.0	6441.0	752.0	7556.0	3033.0	4112.0	8398.0	1649.0	8263.0	4425.0	1405.0	1148.0	7302.0	4555.0	8911.0	5562.0	6349.0	9318.0	6560.0	3381.0	9582.0
188	194	74	80	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	205	77	87	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
194	198	80	83	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
195	202	81	84	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
198	202	83	84	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
