alnA	alnB	A	B	YOR094W_63	YOR094W_09	YOR094W_48	YOR094W_26	YOR094W_32	YOR094W_02	YOR094W_39	YOR094W_20	YOR094W_22	YOR094W_10	YOR094W_03	YOR094W_56	YOR094W_17	YOR094W_29	YOR094W_49	YOR094W_16	YOR094W_33	YOR094W_47	YOR094W_07	YOR094W_18	YOR094W_37	YOR094W_57	YOR094W_14	YOR094W_59	YOR094W_11	YOR094W_67	YOR094W_13	YOR094W_19	YOR094W_55	YOR094W_12	YOR094W_70	YOR094W_66	YOR094W_15	YOR094W_06	YOR094W_21	YOR094W_62	YOR094W_31	YOR094W_36	YOR094W_51	YOR094W_45	YOR094W_04	YOR094W_23	YOR094W_01	YOR094W_52	YOR094W_64
37	198	15	82	8914.0	7964.0	376.0	4807.0	3187.0	1119.0	3329.0	5406.0	7125.0	6964.0	2283.0	6065.0	1440.0	8123.0	1758.0	2582.0	2011.0	3414.0	3754.0	88.0	364.0	5044.0	4102.0	2069.0	7381.0	7372.0	2283.0	5888.0	2102.0	289.0	3590.0	2261.0	1511.0	1552.0	388.0	8357.0	4244.0	4396.0	2943.0	7416.0	6635.0	4230.0	691.0	7620.0	2406.0
43	170	17	61	8962.0	7904.0	438.0	4884.0	3242.0	1235.0	3478.0	5325.0	7180.0	7077.0	2297.0	6233.0	1390.0	8142.0	1822.0	2526.0	2098.0	3413.0	3765.0	100.0	441.0	5126.0	4138.0	2222.0	7379.0	7356.0	2408.0	5932.0	2079.0	345.0	3629.0	2310.0	1576.0	1559.0	395.0	8342.0	4303.0	4426.0	3042.0	7442.0	6697.0	4247.0	697.0	7636.0	2543.0
43	168	17	59	8962.0	7902.0	432.0	4886.0	3226.0	1237.0	3476.0	5321.0	7182.0	7078.0	2295.0	6232.0	1388.0	8141.0	1811.0	2526.0	2092.0	3411.0	3762.0	97.0	440.0	5126.0	4138.0	2223.0	7375.0	7356.0	2264.0	5928.0	2076.0	345.0	3627.0	2310.0	1575.0	1561.0	439.0	8340.0	4303.0	4427.0	3039.0	7440.0	6698.0	4244.0	698.0	7638.0	2542.0
45	241	19	114	8918.0	7847.0	361.0	4788.0	3257.0	1107.0	3328.0	5379.0	7104.0	6960.0	2260.0	6062.0	1395.0	8073.0	1716.0	2366.0	1947.0	3394.0	3710.0	56.0	282.0	5019.0	3933.0	2056.0	7368.0	7360.0	2291.0	5848.0	2139.0	276.0	3581.0	2088.0	1447.0	1550.0	383.0	8284.0	4166.0	4429.0	2932.0	7410.0	6635.0	4224.0	580.0	7594.0	2372.0
46	61	20	35	9047.0	7906.0	442.0	4907.0	3329.0	1249.0	3519.0	5341.0	7222.0	7103.0	2305.0	6349.0	1387.0	8224.0	1780.0	2547.0	2110.0	3460.0	3870.0	127.0	451.0	5080.0	4161.0	2206.0	7381.0	7396.0	2331.0	6103.0	2165.0	348.0	3636.0	2310.0	1585.0	1608.0	448.0	8496.0	20000.0	4432.0	3043.0	7417.0	6786.0	4233.0	706.0	7645.0	2724.0
47	171	21	62	8964.0	8007.0	447.0	4882.0	3254.0	1233.0	3515.0	5330.0	7162.0	7080.0	2302.0	6254.0	1394.0	8129.0	1826.0	2525.0	2119.0	3415.0	3771.0	101.0	444.0	5129.0	4129.0	2224.0	7385.0	7359.0	2434.0	6066.0	2079.0	358.0	3634.0	2310.0	1582.0	1579.0	388.0	8348.0	4307.0	4432.0	3043.0	7446.0	6699.0	4253.0	700.0	7645.0	2655.0
47	172	21	63	8963.0	8007.0	449.0	4881.0	3278.0	1231.0	3516.0	5331.0	7160.0	7079.0	2303.0	6253.0	1397.0	8129.0	1825.0	2524.0	2118.0	3416.0	3780.0	102.0	444.0	5128.0	4127.0	2223.0	7386.0	7359.0	2472.0	6065.0	2082.0	355.0	3636.0	2310.0	1582.0	1580.0	386.0	8347.0	4308.0	4432.0	3044.0	7446.0	6698.0	4255.0	700.0	7643.0	2655.0
51	176	25	65	8969.0	7947.0	454.0	4881.0	3232.0	1224.0	3464.0	5669.0	7147.0	7081.0	2350.0	6248.0	1417.0	8111.0	1826.0	2518.0	2125.0	3438.0	3787.0	106.0	445.0	5154.0	4126.0	2128.0	7391.0	7380.0	2512.0	6067.0	2132.0	360.0	3645.0	2314.0	1502.0	1580.0	376.0	8340.0	4316.0	4438.0	3046.0	7444.0	6666.0	4267.0	698.0	7622.0	2605.0
52	176	26	65	9109.0	7945.0	455.0	4883.0	3215.0	1222.0	3463.0	5569.0	7148.0	7083.0	2350.0	6247.0	1421.0	8110.0	1827.0	2518.0	2125.0	3440.0	3788.0	108.0	446.0	5155.0	4126.0	2128.0	7391.0	7384.0	2511.0	6038.0	2132.0	361.0	3645.0	2314.0	1501.0	1581.0	377.0	8339.0	4317.0	4441.0	3046.0	7445.0	6665.0	4267.0	699.0	7622.0	2606.0
52	373	26	159	8871.0	7800.0	357.0	4770.0	3251.0	1014.0	3317.0	5353.0	7088.0	6938.0	2268.0	5938.0	1390.0	8055.0	1695.0	2272.0	1879.0	3336.0	3582.0	33.0	255.0	4914.0	3928.0	1986.0	7277.0	7362.0	2238.0	5821.0	2015.0	255.0	3557.0	2061.0	1330.0	1577.0	303.0	8232.0	4077.0	4368.0	2875.0	7373.0	6543.0	4144.0	546.0	7515.0	2364.0
55	135	29	52	8925.0	7991.0	457.0	4884.0	3272.0	1177.0	3437.0	5316.0	7212.0	7116.0	2148.0	6248.0	1474.0	8113.0	1794.0	2520.0	2115.0	3423.0	3794.0	106.0	448.0	5041.0	4129.0	2171.0	7476.0	7404.0	2514.0	6070.0	2068.0	367.0	3635.0	2208.0	1504.0	1577.0	376.0	8346.0	4322.0	4474.0	3048.0	7458.0	6651.0	4267.0	697.0	7596.0	2462.0
56	374	30	160	8871.0	7800.0	359.0	4768.0	3216.0	1013.0	3319.0	5355.0	7089.0	6937.0	2266.0	5935.0	1387.0	8055.0	1694.0	2273.0	1882.0	3334.0	3617.0	34.0	252.0	4915.0	3928.0	1987.0	7278.0	7367.0	2241.0	5833.0	2012.0	254.0	3557.0	2062.0	1328.0	1579.0	302.0	8232.0	4077.0	4368.0	2910.0	7371.0	6542.0	4145.0	565.0	7514.0	2364.0
59	135	33	52	8967.0	7995.0	460.0	4884.0	3279.0	1253.0	3441.0	5323.0	7218.0	7123.0	2157.0	6256.0	1474.0	8117.0	1797.0	2526.0	2159.0	3433.0	3798.0	162.0	460.0	5165.0	4141.0	2275.0	7488.0	7436.0	2536.0	20000.0	2132.0	373.0	3635.0	2316.0	1512.0	1581.0	434.0	8405.0	4326.0	4474.0	3052.0	7471.0	6744.0	4427.0	709.0	7595.0	2612.0
59	119	33	42	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
119	136	42	53	20000.0	8205.0	474.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	279.0	20000.0	20000.0	4239.0	20000.0	7649.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	1766.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
177	191	66	76	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
181	191	68	76	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
181	226	68	104	8932.0	7878.0	360.0	4800.0	3184.0	1115.0	3307.0	5330.0	7116.0	6964.0	2282.0	6064.0	1384.0	8073.0	1718.0	2400.0	1960.0	3422.0	3715.0	65.0	338.0	5020.0	3995.0	2050.0	7292.0	7351.0	2270.0	5849.0	2056.0	289.0	3635.0	2153.0	1411.0	1520.0	371.0	8358.0	4243.0	4393.0	2985.0	7412.0	6606.0	4242.0	568.0	7586.0	2361.0
181	229	68	107	8931.0	7885.0	361.0	4802.0	3184.0	1114.0	3307.0	5330.0	7115.0	6965.0	2285.0	6065.0	1386.0	8068.0	1716.0	2400.0	1959.0	3411.0	3714.0	62.0	333.0	5017.0	3990.0	2052.0	7291.0	7351.0	2268.0	5847.0	2058.0	288.0	3636.0	2151.0	1417.0	1522.0	372.0	8357.0	4241.0	4393.0	2983.0	7412.0	6607.0	4269.0	566.0	7591.0	2358.0
181	188	68	73	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	196	76	81	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
205	241	86	114	8917.0	7868.0	444.0	4790.0	3313.0	1140.0	3372.0	5378.0	7140.0	6978.0	2443.0	6087.0	1401.0	8076.0	1725.0	2407.0	1955.0	3429.0	3728.0	62.0	290.0	5025.0	4001.0	2076.0	7380.0	7426.0	2362.0	5852.0	2119.0	291.0	3759.0	2151.0	1452.0	1592.0	397.0	8363.0	4175.0	4465.0	2947.0	7504.0	6644.0	4278.0	584.0	7606.0	2382.0
205	227	86	105	8924.0	7863.0	448.0	4801.0	3318.0	1155.0	3399.0	5415.0	7184.0	7000.0	2448.0	6074.0	1417.0	8080.0	1729.0	2408.0	1956.0	3395.0	3736.0	66.0	286.0	5042.0	4054.0	2083.0	7384.0	7423.0	2366.0	5851.0	2034.0	298.0	3759.0	2155.0	1466.0	1593.0	434.0	8388.0	4255.0	4478.0	2968.0	7513.0	6723.0	4282.0	587.0	7602.0	2527.0
212	264	93	129	8906.0	7855.0	441.0	4808.0	3264.0	1143.0	3337.0	5354.0	7097.0	7005.0	2388.0	6070.0	1397.0	8073.0	1757.0	2349.0	1968.0	3506.0	3658.0	81.0	293.0	4990.0	3958.0	2063.0	7309.0	7426.0	2258.0	5885.0	2026.0	280.0	3640.0	2072.0	1400.0	1628.0	374.0	8340.0	4194.0	4424.0	2912.0	7428.0	6620.0	4256.0	577.0	7550.0	2387.0
227	342	105	143	8926.0	7842.0	394.0	4850.0	3270.0	1015.0	3347.0	5349.0	7091.0	6961.0	2395.0	6016.0	1363.0	8096.0	1710.0	2321.0	1921.0	3346.0	3564.0	58.0	251.0	4979.0	3971.0	1999.0	7295.0	7419.0	2247.0	5809.0	2029.0	321.0	3633.0	2064.0	1418.0	1611.0	398.0	8277.0	4110.0	4382.0	2871.0	7490.0	6522.0	4190.0	571.0	7543.0	2387.0
231	342	109	143	8927.0	7836.0	392.0	4851.0	3271.0	1012.0	3352.0	5347.0	7092.0	6948.0	2396.0	6020.0	1364.0	8096.0	1713.0	2325.0	1923.0	3345.0	3563.0	55.0	274.0	4975.0	3972.0	1999.0	7297.0	7420.0	2246.0	5810.0	2037.0	316.0	3634.0	2063.0	1416.0	1611.0	400.0	8323.0	4111.0	4375.0	2870.0	7387.0	6523.0	4184.0	571.0	7538.0	2390.0
251	388	119	171	8869.0	7840.0	460.0	4830.0	3264.0	1099.0	3330.0	5451.0	7101.0	6941.0	2411.0	5966.0	1416.0	8075.0	1714.0	2290.0	1886.0	3272.0	3639.0	80.0	301.0	4942.0	3916.0	1934.0	7344.0	7404.0	2232.0	5862.0	2007.0	256.0	3648.0	2073.0	1319.0	1615.0	372.0	8237.0	4056.0	4354.0	2879.0	7362.0	6672.0	4152.0	536.0	7493.0	2386.0
251	342	119	143	8939.0	7883.0	405.0	4885.0	3291.0	1012.0	3380.0	5351.0	7096.0	6946.0	2405.0	6022.0	1369.0	8095.0	1750.0	2368.0	1994.0	3349.0	3723.0	58.0	301.0	4972.0	3973.0	2075.0	7305.0	7421.0	2238.0	5826.0	2050.0	347.0	3555.0	2067.0	1428.0	1617.0	472.0	8335.0	4157.0	4369.0	2875.0	7382.0	6536.0	4185.0	586.0	7538.0	2408.0
252	385	120	169	8873.0	7841.0	460.0	4834.0	3266.0	1078.0	3333.0	5453.0	7101.0	6941.0	2412.0	5968.0	1418.0	8072.0	1715.0	2294.0	1914.0	3276.0	3642.0	86.0	303.0	4941.0	3948.0	1946.0	7346.0	7405.0	2275.0	5829.0	2121.0	258.0	3653.0	2076.0	1335.0	1615.0	372.0	8247.0	4089.0	4403.0	2883.0	7364.0	6673.0	4153.0	537.0	7497.0	2386.0
254	377	122	163	8875.0	7927.0	462.0	5000.0	3304.0	1067.0	3360.0	5493.0	7097.0	6939.0	2410.0	5955.0	1528.0	8064.0	1716.0	2295.0	1898.0	3403.0	3656.0	174.0	310.0	4939.0	3960.0	1995.0	7344.0	7410.0	2280.0	5825.0	2123.0	299.0	3684.0	2084.0	1436.0	1611.0	335.0	8332.0	4085.0	4396.0	2930.0	7378.0	6728.0	4155.0	565.0	7516.0	2387.0
255	290	123	132	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
255	292	123	134	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
256	377	124	163	8874.0	7930.0	459.0	4952.0	3304.0	1062.0	3359.0	5490.0	7097.0	6942.0	2408.0	5950.0	1400.0	8063.0	1716.0	2288.0	1895.0	3409.0	3655.0	177.0	310.0	4939.0	3966.0	1995.0	7350.0	7414.0	2278.0	5826.0	2122.0	304.0	3684.0	2089.0	1438.0	1614.0	329.0	8326.0	4085.0	4399.0	2932.0	7384.0	6587.0	4153.0	547.0	7519.0	2387.0
258	369	126	155	8876.0	7805.0	458.0	4997.0	3304.0	1063.0	3363.0	5488.0	7103.0	6954.0	2405.0	5956.0	1451.0	8068.0	1721.0	2291.0	1886.0	3484.0	3635.0	35.0	292.0	4927.0	3992.0	1996.0	7346.0	7442.0	2278.0	5825.0	2129.0	391.0	3689.0	2180.0	1433.0	1619.0	328.0	8329.0	4092.0	4395.0	2931.0	7506.0	6575.0	4161.0	600.0	7529.0	2393.0
366	388	152	171	8902.0	7802.0	417.0	4829.0	3258.0	1005.0	3329.0	5353.0	7107.0	6971.0	2429.0	5958.0	1419.0	8102.0	1720.0	2284.0	1886.0	3272.0	3618.0	31.0	300.0	4955.0	3912.0	1945.0	7294.0	7408.0	2233.0	5860.0	2009.0	259.0	3553.0	2093.0	1328.0	1640.0	380.0	8232.0	4107.0	4373.0	2884.0	7363.0	6538.0	4131.0	535.0	7495.0	2414.0
384	390	168	173	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
38	194	16	79	8918.0	7961.0	379.0	4802.0	3275.0	1121.0	3326.0	5410.0	7126.0	6967.0	2297.0	6065.0	1445.0	8127.0	1760.0	2583.0	2013.0	3413.0	3756.0	90.0	363.0	5042.0	4039.0	2072.0	7383.0	7374.0	2283.0	5891.0	2103.0	294.0	3659.0	2264.0	1511.0	1552.0	386.0	8356.0	4245.0	4397.0	2945.0	7417.0	6639.0	4229.0	696.0	7622.0	2406.0
43	205	17	86	8913.0	7968.0	377.0	4809.0	3273.0	1121.0	3338.0	5399.0	7130.0	6968.0	2277.0	6066.0	1441.0	8123.0	1757.0	2582.0	2007.0	3418.0	3753.0	88.0	373.0	5055.0	4038.0	2071.0	7388.0	7393.0	2322.0	5889.0	2107.0	292.0	3660.0	2261.0	1511.0	1555.0	389.0	8356.0	4248.0	4401.0	2946.0	7417.0	6633.0	4232.0	691.0	7615.0	2405.0
43	249	17	117	8913.0	7835.0	362.0	4786.0	3189.0	1037.0	3323.0	5381.0	7100.0	6957.0	2263.0	6039.0	1394.0	8069.0	1719.0	2356.0	1947.0	3391.0	3699.0	57.0	275.0	5012.0	3933.0	2050.0	7370.0	7394.0	2290.0	5850.0	2115.0	270.0	3579.0	2085.0	1409.0	1549.0	384.0	8282.0	4156.0	4419.0	2930.0	7409.0	6644.0	4211.0	581.0	7568.0	2369.0
45	193	19	78	8921.0	7965.0	438.0	4821.0	3265.0	1148.0	3333.0	5414.0	7141.0	7034.0	2304.0	6078.0	1503.0	8126.0	1773.0	2583.0	2028.0	3416.0	3761.0	94.0	372.0	5046.0	4041.0	2076.0	7389.0	7379.0	2323.0	6039.0	2113.0	303.0	3667.0	2267.0	1506.0	1558.0	386.0	8395.0	4254.0	4405.0	2954.0	7422.0	6640.0	4251.0	700.0	7617.0	2426.0
46	226	20	104	8918.0	7860.0	362.0	4791.0	3254.0	1115.0	3326.0	5388.0	7126.0	6973.0	2243.0	6055.0	1392.0	8075.0	1717.0	2403.0	1953.0	3393.0	3726.0	64.0	285.0	5065.0	3951.0	2051.0	7337.0	7352.0	2291.0	5848.0	2091.0	315.0	3649.0	2152.0	1466.0	1553.0	372.0	8277.0	4292.0	4395.0	2978.0	7409.0	6619.0	4235.0	586.0	7585.0	2380.0
51	177	25	66	8964.0	7943.0	454.0	4881.0	3215.0	1220.0	3461.0	5569.0	7146.0	7080.0	2351.0	6247.0	1418.0	8109.0	1825.0	2517.0	2124.0	3442.0	3786.0	106.0	445.0	5152.0	4125.0	2125.0	7389.0	7380.0	2510.0	6036.0	2133.0	358.0	3653.0	2315.0	1501.0	1533.0	375.0	8338.0	4316.0	4438.0	3047.0	7442.0	6665.0	4271.0	696.0	7620.0	2604.0
51	55	25	29	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
51	56	25	30	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
51	373	25	159	8869.0	7798.0	357.0	4765.0	3252.0	1012.0	3315.0	5352.0	7087.0	6936.0	2268.0	5936.0	1391.0	8054.0	1693.0	2269.0	1878.0	3334.0	3581.0	32.0	255.0	4913.0	3910.0	1981.0	7276.0	7363.0	2236.0	5819.0	2013.0	248.0	3556.0	2059.0	1326.0	1577.0	300.0	8230.0	4075.0	4370.0	2870.0	7372.0	6543.0	4141.0	543.0	7511.0	2364.0
53	208	27	89	8921.0	7883.0	392.0	4806.0	3259.0	1136.0	3382.0	5391.0	7136.0	6979.0	2273.0	6093.0	1488.0	8096.0	1722.0	2567.0	2001.0	3428.0	3729.0	92.0	372.0	5073.0	3969.0	2057.0	7363.0	7362.0	2337.0	5900.0	2115.0	318.0	3627.0	2171.0	1473.0	1587.0	386.0	8270.0	4244.0	4400.0	2956.0	7421.0	6626.0	4215.0	712.0	7606.0	2412.0
54	226	28	104	8919.0	7887.0	361.0	4788.0	3254.0	1106.0	3322.0	5341.0	7104.0	6929.0	2234.0	6046.0	1385.0	8056.0	1711.0	2398.0	1960.0	3398.0	3717.0	66.0	331.0	5021.0	3941.0	2049.0	7285.0	7348.0	2257.0	5839.0	2055.0	284.0	3580.0	2151.0	1418.0	1555.0	369.0	8267.0	4232.0	4390.0	2914.0	7410.0	6610.0	4227.0	563.0	7584.0	2373.0
54	171	28	62	9139.0	7994.0	455.0	4885.0	3267.0	1227.0	3572.0	5670.0	7154.0	7114.0	2350.0	6249.0	1417.0	8116.0	1880.0	2525.0	2144.0	3423.0	3790.0	113.0	451.0	5157.0	4130.0	2230.0	7401.0	7358.0	2592.0	20000.0	2130.0	368.0	3638.0	2313.0	1646.0	1586.0	390.0	8419.0	4319.0	4470.0	3045.0	7455.0	6666.0	4260.0	704.0	7626.0	2655.0
55	177	29	66	9109.0	7943.0	455.0	4885.0	3211.0	1218.0	3463.0	5359.0	7155.0	7122.0	2354.0	6247.0	1642.0	8107.0	1827.0	2520.0	2125.0	3442.0	3787.0	109.0	448.0	5155.0	4128.0	2163.0	7389.0	7381.0	2509.0	6035.0	2134.0	343.0	3663.0	2317.0	1500.0	1535.0	380.0	8337.0	4318.0	4444.0	3047.0	7449.0	6665.0	4279.0	701.0	7624.0	2612.0
57	62	31	36	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
59	376	33	162	8872.0	7801.0	353.0	4766.0	3209.0	1014.0	3316.0	5352.0	7089.0	6936.0	2265.0	5933.0	1382.0	8054.0	1699.0	2276.0	1885.0	3331.0	3615.0	34.0	247.0	4915.0	3927.0	1964.0	7277.0	7369.0	2241.0	5838.0	2003.0	232.0	3554.0	2062.0	1327.0	1577.0	301.0	8233.0	4075.0	4366.0	2912.0	7369.0	6539.0	4152.0	595.0	7510.0	2363.0
61	390	35	173	8864.0	7807.0	339.0	4755.0	3205.0	1031.0	3314.0	5329.0	7090.0	6946.0	2257.0	5947.0	1369.0	8053.0	1714.0	2270.0	1817.0	3264.0	3580.0	39.0	250.0	4923.0	3903.0	1917.0	7266.0	7359.0	2229.0	5799.0	1949.0	217.0	3569.0	2063.0	1301.0	1548.0	290.0	8256.0	4047.0	4346.0	2917.0	7358.0	6568.0	4145.0	538.0	7474.0	2359.0
134	193	51	78	8906.0	8036.0	352.0	4816.0	3192.0	1120.0	3388.0	5296.0	7161.0	6965.0	2139.0	6068.0	1466.0	8104.0	1761.0	2731.0	2032.0	3416.0	3779.0	125.0	533.0	5277.0	4108.0	2100.0	7423.0	7356.0	2326.0	5888.0	2065.0	343.0	3633.0	2189.0	1516.0	1552.0	434.0	8311.0	4260.0	4442.0	3131.0	7407.0	6647.0	4328.0	822.0	7620.0	2374.0
169	194	60	79	8915.0	7905.0	384.0	4802.0	3246.0	1120.0	3328.0	5322.0	7157.0	6966.0	2277.0	6067.0	1386.0	8135.0	1765.0	2534.0	2015.0	3414.0	3777.0	91.0	371.0	5043.0	4105.0	2074.0	7374.0	7356.0	2255.0	5890.0	2080.0	291.0	3636.0	2206.0	1527.0	1611.0	399.0	8318.0	4245.0	4398.0	2945.0	7414.0	6636.0	4225.0	709.0	7670.0	2404.0
170	194	61	79	8918.0	7907.0	386.0	4805.0	3248.0	1121.0	3372.0	5324.0	7159.0	6978.0	2287.0	6071.0	1388.0	8171.0	1767.0	2536.0	2018.0	3417.0	3779.0	130.0	373.0	5046.0	4107.0	2077.0	7377.0	7358.0	2257.0	5893.0	2108.0	301.0	3638.0	2266.0	1537.0	1653.0	407.0	8328.0	4249.0	4401.0	2947.0	7416.0	6637.0	4229.0	713.0	7752.0	2415.0
171	193	62	78	8922.0	7909.0	387.0	4809.0	3251.0	1147.0	3434.0	5326.0	7165.0	7034.0	2288.0	6075.0	1389.0	8179.0	1770.0	2539.0	2021.0	3420.0	3782.0	134.0	379.0	5049.0	4109.0	2085.0	7398.0	7359.0	2262.0	6096.0	2110.0	363.0	3642.0	2268.0	1540.0	1658.0	411.0	8363.0	4255.0	4403.0	2955.0	7417.0	6639.0	4267.0	715.0	7754.0	2429.0
173	193	64	78	8991.0	8030.0	733.0	4855.0	3277.0	20000.0	3446.0	5332.0	7330.0	7048.0	2298.0	6088.0	1605.0	20000.0	1874.0	2744.0	2159.0	3511.0	3900.0	141.0	20000.0	20000.0	4332.0	2091.0	7433.0	7536.0	2477.0	20000.0	2202.0	572.0	3843.0	2271.0	1625.0	1772.0	461.0	20000.0	4413.0	4537.0	2980.0	7446.0	6659.0	20000.0	940.0	7891.0	2445.0
204	390	85	173	8867.0	7829.0	438.0	4822.0	3263.0	1091.0	3328.0	5374.0	7097.0	6938.0	2347.0	5963.0	1383.0	8069.0	1713.0	2284.0	1881.0	3272.0	3629.0	74.0	256.0	4929.0	3918.0	1924.0	7340.0	7396.0	2229.0	5877.0	1958.0	254.0	3640.0	2071.0	1309.0	1594.0	302.0	8237.0	4052.0	4349.0	2877.0	7361.0	6630.0	4150.0	593.0	7487.0	2382.0
210	255	91	123	8924.0	7862.0	440.0	4818.0	3266.0	1145.0	3346.0	5386.0	7100.0	6993.0	2396.0	6083.0	1396.0	8071.0	1779.0	2361.0	1968.0	3436.0	3664.0	74.0	298.0	4994.0	3984.0	2067.0	7336.0	7435.0	2291.0	5867.0	2073.0	277.0	3645.0	2097.0	1398.0	1621.0	380.0	8357.0	4192.0	4431.0	2961.0	7439.0	6632.0	4280.0	594.0	7554.0	2395.0
