alnA	alnB	A	B	YKR014C_44	YKR014C_69	YKR014C_10	YKR014C_62	YKR014C_08	YKR014C_49	YKR014C_12	YKR014C_11	YKR014C_06	YKR014C_52	YKR014C_50	YKR014C_70	YKR014C_67	YKR014C_28	YKR014C_61	YKR014C_34	YKR014C_43	YKR014C_01	YKR014C_32	YKR014C_30	YKR014C_21	YKR014C_56	YKR014C_13	YKR014C_64	YKR014C_55	YKR014C_15	YKR014C_36	YKR014C_18	YKR014C_51	YKR014C_05	YKR014C_47	YKR014C_20	YKR014C_31	YKR014C_26	YKR014C_29	YKR014C_33	YKR014C_38	YKR014C_40	YKR014C_66	YKR014C_25	YKR014C_39	YKR014C_58	YKR014C_19	YKR014C_24	YKR014C_42	YKR014C_41	YKR014C_63	YKR014C_37	YKR014C_07	YKR014C_59	YKR014C_54	YKR014C_53	YKR014C_45	YKR014C_27	YKR014C_46	YKR014C_48	YKR014C_14	YKR014C_16	YKR014C_22	YKR014C_68	YKR014C_60	YKR014C_35	YKR014C_09	YKR014C_57	YKR014C_02	YKR014C_04	YKR014C_03
198	246	81	114	6915.0	905.0	1346.0	889.0	456.0	4338.0	4193.0	3942.0	6444.0	1658.0	4588.0	2658.0	3694.0	1002.0	731.0	1894.0	6547.0	377.0	810.0	2235.0	1814.0	297.0	431.0	1079.0	361.0	6101.0	230.0	1167.0	247.0	579.0	1680.0	3114.0	2135.0	3536.0	1977.0	6857.0	2386.0	3889.0	1968.0	5565.0	1667.0	2315.0	1477.0	2278.0	3987.0	194.0	1043.0	619.0	2942.0	1260.0	3016.0	2298.0	2307.0	1814.0	6780.0	2756.0	870.0	6603.0	6322.0	2086.0	2831.0	635.0	919.0	3452.0	5350.0	1621.0	618.0
203	241	83	112	6932.0	908.0	1390.0	892.0	464.0	4451.0	4204.0	3945.0	6449.0	1660.0	4592.0	2718.0	3752.0	1010.0	742.0	1898.0	6599.0	386.0	812.0	2251.0	1823.0	427.0	440.0	1082.0	421.0	6142.0	240.0	1171.0	256.0	639.0	1721.0	3118.0	2142.0	3535.0	1983.0	6867.0	2417.0	3892.0	1969.0	5565.0	1683.0	2326.0	1482.0	2364.0	3988.0	195.0	1042.0	621.0	2944.0	1274.0	3020.0	2304.0	2312.0	1823.0	6783.0	2762.0	872.0	6631.0	6326.0	2088.0	2844.0	643.0	920.0	3450.0	5360.0	1712.0	618.0
211	291	91	154	6923.0	888.0	1367.0	1027.0	416.0	4322.0	4247.0	3949.0	6477.0	1638.0	4578.0	2647.0	3692.0	993.0	821.0	1760.0	6531.0	384.0	810.0	2273.0	1953.0	305.0	439.0	1075.0	409.0	6162.0	237.0	1114.0	258.0	618.0	1671.0	3119.0	2190.0	3315.0	1986.0	6825.0	2379.0	3919.0	2080.0	5512.0	1850.0	2374.0	1467.0	2314.0	3984.0	136.0	1087.0	650.0	2941.0	1252.0	2981.0	2312.0	2251.0	1844.0	6801.0	2810.0	877.0	6646.0	6284.0	2102.0	2826.0	625.0	873.0	3453.0	5323.0	1764.0	617.0
221	225	99	102	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	226	100	103	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
223	227	101	104	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
34	196	0	80	6880.0	830.0	1238.0	808.0	408.0	4232.0	4208.0	3922.0	6456.0	1608.0	4573.0	2643.0	3704.0	913.0	721.0	1794.0	6523.0	372.0	785.0	2265.0	1871.0	272.0	412.0	1068.0	365.0	6050.0	135.0	1125.0	184.0	598.0	1672.0	3031.0	2106.0	3468.0	1958.0	6738.0	2381.0	3697.0	1931.0	5568.0	1634.0	2232.0	1414.0	2180.0	3985.0	127.0	932.0	617.0	2958.0	1254.0	2891.0	2316.0	2127.0	1664.0	6756.0	2732.0	815.0	6591.0	6225.0	1958.0	2823.0	538.0	860.0	3413.0	5295.0	1617.0	551.0
44	384	4	183	6859.0	785.0	1266.0	786.0	409.0	4227.0	4206.0	3865.0	6432.0	1634.0	4566.0	2633.0	3698.0	919.0	713.0	1750.0	6504.0	388.0	808.0	2236.0	1811.0	294.0	409.0	933.0	353.0	6066.0	203.0	1116.0	175.0	573.0	1611.0	3059.0	2104.0	3470.0	1835.0	6781.0	2372.0	3683.0	1923.0	5548.0	1636.0	2220.0	1411.0	2174.0	3975.0	128.0	935.0	570.0	2909.0	1259.0	2891.0	2312.0	2123.0	1661.0	6739.0	2712.0	809.0	6593.0	6247.0	1933.0	2830.0	540.0	858.0	3385.0	5284.0	1586.0	562.0
45	384	5	183	6858.0	787.0	1269.0	786.0	409.0	4225.0	4206.0	3865.0	6436.0	1633.0	4572.0	2632.0	3699.0	920.0	712.0	1752.0	6498.0	387.0	809.0	2236.0	1813.0	294.0	412.0	936.0	353.0	6068.0	249.0	1116.0	175.0	575.0	1612.0	3060.0	2104.0	3472.0	1901.0	6780.0	2373.0	3686.0	1907.0	5546.0	1637.0	2221.0	1413.0	2175.0	3975.0	129.0	937.0	570.0	2909.0	1258.0	2892.0	2312.0	2124.0	1663.0	6739.0	2713.0	812.0	6594.0	6248.0	1933.0	2828.0	542.0	859.0	3438.0	5285.0	1588.0	562.0
46	191	6	75	6849.0	833.0	1277.0	828.0	419.0	4239.0	4233.0	3946.0	6514.0	1659.0	4583.0	2666.0	3708.0	914.0	723.0	1794.0	6527.0	377.0	805.0	2278.0	1880.0	273.0	416.0	1069.0	380.0	6067.0	225.0	1183.0	191.0	598.0	1844.0	3040.0	2110.0	3469.0	1965.0	6726.0	2380.0	3769.0	1976.0	5571.0	1674.0	2252.0	1420.0	2180.0	3991.0	134.0	954.0	617.0	2974.0	1260.0	2907.0	2312.0	2170.0	1663.0	6759.0	2735.0	822.0	6616.0	6220.0	1958.0	2860.0	545.0	861.0	3419.0	5312.0	1640.0	596.0
50	208	10	88	6875.0	846.0	1278.0	831.0	444.0	4223.0	4227.0	3916.0	6450.0	1656.0	4594.0	2671.0	3735.0	928.0	711.0	1775.0	6496.0	378.0	801.0	2276.0	1886.0	272.0	430.0	1073.0	362.0	6067.0	236.0	1127.0	176.0	602.0	1836.0	3046.0	2187.0	3485.0	1967.0	6727.0	2388.0	3776.0	1924.0	5572.0	1720.0	2239.0	1448.0	2190.0	3963.0	137.0	950.0	587.0	2978.0	1266.0	2913.0	2315.0	2168.0	1666.0	6757.0	2731.0	854.0	6611.0	6222.0	1943.0	2861.0	559.0	868.0	3436.0	5300.0	1617.0	623.0
50	210	10	90	6880.0	846.0	1278.0	832.0	447.0	4222.0	4221.0	3912.0	6444.0	1653.0	4595.0	2675.0	3732.0	925.0	710.0	1771.0	6494.0	377.0	799.0	2276.0	1887.0	267.0	455.0	1076.0	361.0	6069.0	235.0	1123.0	174.0	608.0	1838.0	3045.0	2186.0	3473.0	1962.0	6725.0	2390.0	3774.0	1925.0	5572.0	1720.0	2231.0	1448.0	2192.0	3958.0	136.0	943.0	579.0	2926.0	1263.0	2915.0	2316.0	2165.0	1666.0	6757.0	2727.0	856.0	6604.0	6221.0	1941.0	2857.0	559.0	868.0	3435.0	5296.0	1615.0	613.0
52	381	12	180	6843.0	858.0	1275.0	779.0	411.0	4212.0	4212.0	3861.0	6439.0	1609.0	4559.0	2629.0	3690.0	879.0	703.0	1766.0	6482.0	377.0	803.0	2232.0	1864.0	265.0	443.0	936.0	382.0	6074.0	314.0	1121.0	164.0	587.0	1617.0	3021.0	2098.0	3494.0	1895.0	6724.0	2362.0	3769.0	1888.0	5531.0	1653.0	2227.0	1307.0	2174.0	3968.0	141.0	944.0	576.0	2910.0	1251.0	2911.0	2252.0	2160.0	1657.0	6799.0	2723.0	832.0	6641.0	6220.0	1932.0	2788.0	484.0	861.0	3407.0	5286.0	1586.0	566.0
57	378	17	179	6839.0	859.0	1273.0	782.0	409.0	4215.0	4205.0	3906.0	6437.0	1612.0	4560.0	2632.0	3730.0	876.0	704.0	1762.0	6482.0	372.0	804.0	2227.0	1865.0	259.0	442.0	1055.0	379.0	6069.0	317.0	1126.0	161.0	595.0	1637.0	3017.0	2095.0	3507.0	1791.0	6723.0	2369.0	3770.0	1898.0	5529.0	1662.0	2229.0	1439.0	2172.0	3968.0	143.0	949.0	578.0	2914.0	1302.0	2914.0	2248.0	2174.0	1662.0	6801.0	2760.0	845.0	6641.0	6220.0	1934.0	2799.0	486.0	866.0	3390.0	5288.0	1583.0	568.0
60	378	20	179	6835.0	858.0	1270.0	781.0	409.0	4213.0	4203.0	3876.0	6435.0	1612.0	4560.0	2632.0	3731.0	874.0	703.0	1759.0	6480.0	371.0	803.0	2227.0	1864.0	256.0	442.0	1054.0	378.0	6060.0	249.0	1128.0	160.0	610.0	1638.0	3014.0	2091.0	3522.0	1790.0	6722.0	2370.0	3770.0	1900.0	5527.0	1666.0	2230.0	1315.0	2167.0	3967.0	143.0	951.0	579.0	2918.0	1302.0	2914.0	2246.0	2177.0	1663.0	6762.0	2758.0	834.0	6641.0	6217.0	1933.0	2799.0	486.0	868.0	3380.0	5289.0	1579.0	567.0
61	378	21	179	6834.0	855.0	1270.0	782.0	409.0	4214.0	4203.0	3874.0	6433.0	1612.0	4560.0	2632.0	3732.0	873.0	702.0	1759.0	6480.0	372.0	803.0	2226.0	1865.0	254.0	442.0	1054.0	377.0	6059.0	245.0	1128.0	161.0	610.0	1637.0	3012.0	2091.0	3522.0	1789.0	6722.0	2370.0	3770.0	1900.0	5528.0	1666.0	2230.0	1314.0	2160.0	3966.0	143.0	951.0	578.0	2917.0	1301.0	2915.0	2244.0	2177.0	1663.0	6758.0	2757.0	833.0	6640.0	6211.0	1933.0	2798.0	486.0	868.0	3377.0	5289.0	1579.0	567.0
140	390	41	188	6738.0	596.0	1105.0	777.0	312.0	4217.0	4157.0	3847.0	6163.0	1562.0	4495.0	2506.0	3584.0	807.0	653.0	1658.0	6458.0	307.0	662.0	2041.0	1677.0	221.0	265.0	929.0	207.0	6027.0	92.0	1035.0	101.0	460.0	1518.0	2898.0	2096.0	3276.0	1780.0	6572.0	2333.0	3649.0	1843.0	5418.0	1615.0	2171.0	1258.0	2126.0	3518.0	22.0	952.0	532.0	2907.0	1162.0	2838.0	2191.0	2009.0	1616.0	6623.0	2472.0	694.0	6098.0	6211.0	1853.0	2776.0	479.0	847.0	3297.0	5161.0	1508.0	461.0
140	385	41	184	6740.0	598.0	1116.0	777.0	358.0	4220.0	4158.0	3854.0	6172.0	1573.0	4497.0	2507.0	3584.0	808.0	681.0	1672.0	6460.0	309.0	664.0	2081.0	1677.0	222.0	270.0	931.0	207.0	6028.0	96.0	1050.0	130.0	466.0	1545.0	2896.0	2093.0	3277.0	1780.0	6573.0	2333.0	3650.0	1845.0	5412.0	1619.0	2173.0	1233.0	2128.0	3520.0	82.0	949.0	538.0	2908.0	1162.0	2838.0	2191.0	2012.0	1618.0	6625.0	2489.0	696.0	6098.0	6216.0	1863.0	2771.0	481.0	852.0	3296.0	5178.0	1510.0	465.0
168	203	60	83	6741.0	658.0	1148.0	796.0	409.0	4226.0	4158.0	3876.0	6325.0	1680.0	4555.0	2574.0	3620.0	859.0	689.0	1684.0	6477.0	375.0	766.0	2131.0	1721.0	228.0	386.0	950.0	284.0	6043.0	150.0	1069.0	154.0	467.0	1707.0	2950.0	2112.0	3282.0	1789.0	6590.0	2384.0	3659.0	1857.0	5421.0	1627.0	2227.0	1282.0	2143.0	3542.0	79.0	937.0	595.0	2927.0	1173.0	2883.0	2246.0	2045.0	1638.0	6662.0	2588.0	897.0	6208.0	6258.0	1867.0	2788.0	501.0	890.0	3358.0	5133.0	1615.0	484.0
169	198	61	81	6742.0	660.0	1153.0	799.0	424.0	4227.0	4160.0	3879.0	6327.0	1679.0	4557.0	2616.0	3630.0	861.0	691.0	1685.0	6479.0	379.0	777.0	2131.0	1720.0	226.0	387.0	958.0	284.0	6042.0	151.0	1068.0	158.0	468.0	1708.0	2950.0	2193.0	3286.0	1790.0	6741.0	2388.0	3664.0	1856.0	5422.0	1631.0	2227.0	1296.0	2144.0	3543.0	80.0	934.0	602.0	2928.0	1177.0	2896.0	2248.0	2053.0	1639.0	6663.0	2591.0	900.0	6218.0	6304.0	1870.0	2821.0	500.0	895.0	3357.0	5132.0	1632.0	483.0
188	194	73	78	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	205	75	85	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
194	198	78	81	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
195	202	79	82	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
198	202	81	82	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
203	390	83	188	6881.0	786.0	1287.0	866.0	407.0	4233.0	4231.0	3864.0	6171.0	1639.0	4579.0	2639.0	3691.0	980.0	723.0	1756.0	6520.0	371.0	795.0	2202.0	1766.0	266.0	440.0	1064.0	352.0	6145.0	222.0	1145.0	196.0	581.0	1604.0	3101.0	2141.0	3471.0	1899.0	6762.0	2382.0	3813.0	1910.0	5613.0	1660.0	2289.0	1437.0	2285.0	3996.0	120.0	978.0	538.0	2891.0	1251.0	2976.0	2310.0	2199.0	1670.0	6733.0	2736.0	866.0	6665.0	6240.0	2009.0	2822.0	628.0	886.0	3424.0	5260.0	1674.0	557.0
203	384	83	183	6876.0	786.0	1243.0	810.0	409.0	4323.0	4182.0	3862.0	6399.0	1590.0	4570.0	2639.0	3688.0	892.0	721.0	1756.0	6515.0	369.0	785.0	2203.0	1767.0	262.0	444.0	940.0	347.0	6152.0	224.0	1143.0	188.0	579.0	1610.0	3096.0	2141.0	3470.0	1771.0	6761.0	2374.0	3681.0	1908.0	5545.0	1653.0	2286.0	1428.0	2279.0	3994.0	118.0	976.0	549.0	2895.0	1248.0	2978.0	2315.0	2175.0	1665.0	6733.0	2736.0	873.0	6665.0	6247.0	2011.0	2819.0	624.0	885.0	3376.0	5298.0	1585.0	557.0
204	384	84	183	6877.0	794.0	1286.0	812.0	409.0	4324.0	4229.0	3865.0	6401.0	1595.0	4572.0	2641.0	3691.0	979.0	721.0	1759.0	6520.0	370.0	789.0	2206.0	1827.0	264.0	444.0	1062.0	350.0	6154.0	226.0	1144.0	194.0	579.0	1614.0	3098.0	2142.0	3472.0	1901.0	6765.0	2381.0	3684.0	1911.0	5547.0	1656.0	2318.0	1431.0	2279.0	3994.0	121.0	986.0	556.0	2895.0	1250.0	2979.0	2316.0	2192.0	1671.0	6734.0	2736.0	873.0	6664.0	6248.0	2013.0	2821.0	625.0	885.0	3384.0	5305.0	1685.0	561.0
205	384	85	183	6880.0	820.0	1289.0	889.0	409.0	4326.0	4231.0	3867.0	6405.0	1639.0	4576.0	2641.0	3696.0	980.0	723.0	1781.0	6524.0	372.0	791.0	2234.0	1829.0	267.0	448.0	1063.0	358.0	6153.0	228.0	1147.0	199.0	581.0	1626.0	3101.0	2143.0	3476.0	1904.0	6769.0	2383.0	3820.0	1912.0	5548.0	1660.0	2320.0	1434.0	2279.0	3993.0	123.0	989.0	579.0	2901.0	1252.0	2983.0	2317.0	2240.0	1676.0	6735.0	2737.0	876.0	6665.0	6249.0	2015.0	2823.0	624.0	883.0	3425.0	5308.0	1689.0	564.0
205	231	85	108	6936.0	913.0	1397.0	897.0	495.0	4457.0	4284.0	3946.0	6453.0	1661.0	4606.0	2742.0	3759.0	1019.0	747.0	1903.0	6601.0	402.0	1011.0	2258.0	1835.0	461.0	503.0	1089.0	427.0	6155.0	371.0	1173.0	294.0	649.0	1722.0	3163.0	2159.0	3537.0	2005.0	6877.0	2422.0	3912.0	1972.0	5567.0	1685.0	2344.0	1497.0	2372.0	3991.0	195.0	1043.0	661.0	2944.0	1278.0	3049.0	2309.0	2319.0	1963.0	6850.0	2768.0	876.0	6630.0	6333.0	2090.0	2843.0	649.0	923.0	3454.0	5370.0	1781.0	623.0
206	381	86	180	6878.0	896.0	1292.0	814.0	408.0	4324.0	4229.0	3868.0	6407.0	1638.0	4574.0	2641.0	3718.0	960.0	721.0	1790.0	6520.0	374.0	791.0	2233.0	1833.0	269.0	450.0	1063.0	362.0	6158.0	232.0	1149.0	201.0	581.0	1632.0	3099.0	2145.0	3479.0	1903.0	6772.0	2386.0	3925.0	1913.0	5540.0	1663.0	2327.0	1438.0	2278.0	3991.0	127.0	990.0	612.0	2923.0	1254.0	2984.0	2317.0	2241.0	1675.0	6736.0	2736.0	878.0	6667.0	6253.0	2075.0	2823.0	622.0	882.0	3426.0	5311.0	1699.0	573.0
208	373	88	174	6935.0	899.0	1374.0	1020.0	408.0	4327.0	4229.0	3934.0	6464.0	1641.0	4575.0	2639.0	3728.0	955.0	724.0	1873.0	6529.0	379.0	796.0	2236.0	1921.0	310.0	453.0	1067.0	368.0	6184.0	240.0	1161.0	224.0	584.0	1662.0	3165.0	2151.0	3493.0	1973.0	6833.0	2418.0	3923.0	1965.0	5536.0	1673.0	2330.0	1463.0	2279.0	3991.0	138.0	1028.0	625.0	2934.0	1257.0	2984.0	2317.0	2262.0	1831.0	6766.0	2737.0	880.0	6666.0	6290.0	2080.0	2825.0	620.0	881.0	3442.0	5326.0	1753.0	605.0
208	381	88	180	6959.0	896.0	1377.0	979.0	409.0	4324.0	4234.0	3870.0	6466.0	1636.0	4576.0	2641.0	3720.0	961.0	723.0	1808.0	6526.0	377.0	795.0	2235.0	1834.0	278.0	454.0	1065.0	365.0	6161.0	235.0	1153.0	203.0	584.0	1657.0	3106.0	2147.0	3483.0	1909.0	6788.0	2415.0	3923.0	1925.0	5539.0	1670.0	2329.0	1463.0	2279.0	3985.0	134.0	1026.0	619.0	2928.0	1256.0	2984.0	2318.0	2242.0	1830.0	6739.0	2735.0	879.0	6666.0	6282.0	2077.0	2824.0	622.0	879.0	3435.0	5324.0	1712.0	576.0
210	295	90	158	6923.0	891.0	1366.0	1027.0	415.0	4324.0	4248.0	3947.0	6480.0	1640.0	4577.0	2645.0	3696.0	994.0	824.0	1892.0	6533.0	385.0	810.0	2271.0	1949.0	314.0	440.0	1079.0	420.0	6159.0	236.0	1111.0	256.0	613.0	1672.0	3117.0	2185.0	3316.0	1986.0	6828.0	2380.0	3921.0	2000.0	5517.0	1850.0	2376.0	1469.0	2307.0	3984.0	138.0	1057.0	650.0	2934.0	1255.0	2982.0	2309.0	2250.0	1929.0	6804.0	2811.0	877.0	6667.0	6290.0	2103.0	2828.0	623.0	873.0	3455.0	5323.0	1760.0	619.0
213	217	93	95	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
214	219	94	97	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
220	302	98	161	6918.0	893.0	1357.0	1032.0	428.0	4326.0	4252.0	3951.0	6476.0	1639.0	4582.0	2703.0	3751.0	1006.0	843.0	1883.0	6531.0	392.0	812.0	2274.0	1994.0	323.0	438.0	1105.0	386.0	6176.0	204.0	1106.0	259.0	615.0	1678.0	3117.0	2189.0	3318.0	1987.0	6827.0	2478.0	3929.0	1958.0	5531.0	1862.0	2373.0	1470.0	2308.0	3993.0	144.0	1061.0	656.0	2917.0	1255.0	2979.0	2308.0	2250.0	1945.0	6740.0	2807.0	879.0	6673.0	6295.0	2105.0	2827.0	622.0	873.0	3460.0	5322.0	1763.0	621.0
236	241	110	112	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
246	354	114	166	6924.0	947.0	1368.0	1084.0	441.0	4399.0	4220.0	3983.0	6461.0	1640.0	4606.0	2642.0	3750.0	997.0	898.0	1883.0	6538.0	423.0	800.0	2276.0	2012.0	392.0	445.0	1168.0	386.0	6179.0	297.0	1203.0	267.0	602.0	1672.0	3116.0	2120.0	3493.0	1958.0	6790.0	2494.0	3954.0	2046.0	5591.0	1673.0	2437.0	1484.0	2297.0	4027.0	140.0	1015.0	749.0	2924.0	1305.0	2964.0	2310.0	2250.0	1995.0	6748.0	2859.0	900.0	6669.0	6358.0	2116.0	2844.0	637.0	876.0	3486.0	5332.0	1777.0	622.0
250	384	117	183	6890.0	822.0	1289.0	991.0	477.0	4335.0	4232.0	3865.0	6463.0	1643.0	4607.0	2695.0	3722.0	995.0	748.0	1757.0	6530.0	403.0	807.0	2200.0	1881.0	267.0	472.0	1119.0	395.0	6156.0	203.0	1154.0	203.0	591.0	1622.0	3155.0	2160.0	3478.0	1902.0	6769.0	2419.0	3816.0	1934.0	5569.0	1675.0	2385.0	1487.0	2279.0	3968.0	126.0	1032.0	629.0	2895.0	1272.0	2983.0	2306.0	2237.0	1677.0	6732.0	2838.0	881.0	6631.0	6245.0	2009.0	2830.0	626.0	905.0	3387.0	5341.0	1739.0	566.0
