alnA	alnB	A	B	YBR264C_51	YBR264C_41	YBR264C_67	YBR264C_56	YBR264C_53	YBR264C_48	YBR264C_21	YBR264C_29	YBR264C_35	YBR264C_49	YBR264C_26	YBR264C_33	YBR264C_27	YBR264C_66	YBR264C_05	YBR264C_25	YBR264C_22	YBR264C_69	YBR264C_11	YBR264C_52	YBR264C_20	YBR264C_23	YBR264C_18	YBR264C_09	YBR264C_42	YBR264C_40	YBR264C_13	YBR264C_31	YBR264C_19	YBR264C_50	YBR264C_38	YBR264C_28	YBR264C_16	YBR264C_01	YBR264C_59	YBR264C_61	YBR264C_06	YBR264C_60	YBR264C_44	YBR264C_64	YBR264C_34	YBR264C_30	YBR264C_68	YBR264C_43	YBR264C_12	YBR264C_70	YBR264C_54	YBR264C_37	YBR264C_15	YBR264C_47	YBR264C_10	YBR264C_62	YBR264C_17	YBR264C_07	YBR264C_39	YBR264C_65	YBR264C_63	YBR264C_24	YBR264C_14	YBR264C_02	YBR264C_58	YBR264C_08	YBR264C_03	YBR264C_46	YBR264C_04
194	198	77	80	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
195	202	78	81	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
198	202	80	81	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
203	390	82	163	2820.0	1793.0	2084.0	3078.0	6149.0	3307.0	7552.0	4238.0	7738.0	3752.0	1270.0	605.0	3633.0	9608.0	430.0	1159.0	1175.0	858.0	3129.0	2546.0	8824.0	3376.0	3218.0	1975.0	5154.0	1232.0	7593.0	1940.0	918.0	1487.0	1601.0	4953.0	1176.0	7967.0	1787.0	7848.0	478.0	1654.0	5881.0	1372.0	2927.0	4539.0	6408.0	6314.0	876.0	3478.0	3053.0	2487.0	1478.0	2184.0	566.0	564.0	2092.0	7532.0	2033.0	6593.0	4712.0	2200.0	1224.0	8755.0	547.0	4604.0	5935.0	2234.0	1536.0
203	384	82	158	2816.0	1793.0	2085.0	3084.0	6151.0	3309.0	7548.0	4238.0	7639.0	3753.0	1260.0	600.0	3617.0	9591.0	413.0	1160.0	1163.0	854.0	3095.0	2541.0	8822.0	3378.0	3220.0	1968.0	5154.0	1214.0	7580.0	1916.0	920.0	1490.0	1595.0	4965.0	1169.0	7924.0	1796.0	7837.0	483.0	1653.0	5881.0	1376.0	2925.0	4542.0	6411.0	6311.0	878.0	3485.0	3066.0	2452.0	1477.0	2177.0	566.0	562.0	2091.0	7527.0	2029.0	6593.0	4715.0	2197.0	1225.0	8755.0	549.0	4605.0	5930.0	2237.0	1535.0
204	384	83	158	2817.0	1795.0	2084.0	3087.0	6153.0	3312.0	7610.0	4239.0	7644.0	3753.0	1263.0	603.0	3617.0	9594.0	415.0	1169.0	1185.0	857.0	3127.0	2543.0	8822.0	3505.0	3219.0	1973.0	5156.0	1215.0	7594.0	1954.0	920.0	1490.0	1596.0	4969.0	1168.0	7931.0	1796.0	7848.0	488.0	1653.0	5881.0	1380.0	2929.0	4545.0	6411.0	6313.0	880.0	3489.0	3071.0	2464.0	1480.0	2180.0	567.0	570.0	2092.0	7528.0	2030.0	6594.0	4716.0	2199.0	1226.0	8759.0	551.0	4605.0	6303.0	2237.0	1543.0
205	384	84	158	2819.0	1798.0	2085.0	3090.0	6154.0	3317.0	7611.0	4237.0	7738.0	3756.0	1267.0	605.0	3622.0	9608.0	416.0	1206.0	1186.0	861.0	3128.0	2547.0	8825.0	3509.0	3219.0	1971.0	5157.0	1221.0	7638.0	1955.0	920.0	1491.0	1598.0	4973.0	1170.0	7945.0	1788.0	7853.0	493.0	1633.0	5882.0	1388.0	2943.0	4546.0	6411.0	6318.0	882.0	3501.0	3075.0	2485.0	1482.0	2187.0	569.0	575.0	2093.0	7529.0	2032.0	6595.0	4717.0	2199.0	1227.0	8761.0	552.0	4606.0	6305.0	2241.0	1544.0
205	231	84	107	2915.0	1917.0	2100.0	3130.0	6270.0	3427.0	7659.0	4302.0	7725.0	3789.0	1488.0	626.0	3634.0	9704.0	524.0	1248.0	1209.0	876.0	3153.0	2593.0	8993.0	3654.0	3233.0	2068.0	5253.0	1231.0	7694.0	1980.0	882.0	1524.0	1670.0	5057.0	1383.0	7970.0	1792.0	7917.0	604.0	1627.0	5943.0	1492.0	2993.0	4649.0	6379.0	6357.0	892.0	3522.0	3243.0	2658.0	1516.0	2452.0	571.0	692.0	2100.0	7603.0	2044.0	6608.0	4870.0	2248.0	1268.0	8794.0	499.0	4654.0	6429.0	2258.0	1560.0
206	381	85	155	2819.0	1836.0	2085.0	3107.0	6164.0	3323.0	7623.0	4213.0	7738.0	3757.0	1267.0	603.0	3621.0	9609.0	415.0	1209.0	1188.0	869.0	3129.0	2548.0	8825.0	3530.0	3222.0	1966.0	5161.0	1213.0	7654.0	1959.0	919.0	1491.0	1595.0	4980.0	1252.0	7939.0	1786.0	7846.0	496.0	1628.0	5881.0	1456.0	2947.0	4547.0	6413.0	6324.0	888.0	3507.0	3167.0	2464.0	1485.0	2356.0	570.0	611.0	2093.0	7527.0	2031.0	6598.0	4720.0	2199.0	1240.0	8762.0	557.0	4607.0	6331.0	2246.0	1545.0
208	373	87	149	2918.0	1842.0	2088.0	3106.0	6170.0	3348.0	7628.0	4203.0	7744.0	3768.0	1486.0	616.0	3623.0	9617.0	417.0	1242.0	1191.0	894.0	3137.0	2560.0	8824.0	3616.0	3226.0	1970.0	5206.0	1214.0	7682.0	1962.0	880.0	1493.0	1596.0	4996.0	1285.0	7939.0	1786.0	7838.0	503.0	1625.0	5887.0	1454.0	2951.0	4554.0	6421.0	6335.0	905.0	3516.0	3173.0	2463.0	1501.0	2418.0	569.0	706.0	2094.0	7528.0	2032.0	6613.0	4729.0	2207.0	1276.0	8770.0	553.0	4611.0	6347.0	2258.0	1548.0
208	381	87	155	2822.0	1838.0	2086.0	3111.0	6154.0	3340.0	7627.0	4212.0	7737.0	3762.0	1413.0	606.0	3625.0	9613.0	415.0	1223.0	1190.0	897.0	3131.0	2594.0	8826.0	3535.0	3222.0	1961.0	5167.0	1215.0	7659.0	1959.0	918.0	1490.0	1595.0	4987.0	1283.0	7942.0	1782.0	7847.0	502.0	1626.0	5884.0	1455.0	2950.0	4548.0	6413.0	6339.0	907.0	3510.0	3168.0	2464.0	1490.0	2408.0	575.0	613.0	2093.0	7529.0	2031.0	6599.0	4720.0	2201.0	1240.0	8763.0	557.0	4608.0	6334.0	2251.0	1544.0
210	295	89	136	2925.0	1849.0	2083.0	3096.0	6204.0	3380.0	7649.0	4232.0	7739.0	3792.0	1457.0	627.0	3617.0	9744.0	407.0	1248.0	1201.0	869.0	3218.0	2585.0	8861.0	3605.0	3225.0	2040.0	5203.0	1219.0	7673.0	1957.0	884.0	1488.0	1588.0	4998.0	1276.0	7939.0	1834.0	7859.0	496.0	1612.0	5924.0	1468.0	2958.0	4562.0	6431.0	6335.0	899.0	3534.0	3182.0	2558.0	1509.0	2419.0	560.0	663.0	2098.0	7533.0	2036.0	6613.0	4732.0	2209.0	1261.0	8783.0	545.0	4619.0	6365.0	2319.0	1557.0
213	217	92	94	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
214	219	93	96	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
220	302	97	139	2932.0	1827.0	2085.0	3103.0	6182.0	3364.0	7643.0	4212.0	7811.0	3768.0	1447.0	633.0	3526.0	9647.0	405.0	1249.0	1199.0	849.0	3216.0	2545.0	8859.0	3709.0	3226.0	2035.0	5145.0	1212.0	7671.0	1947.0	856.0	1476.0	1582.0	5002.0	1205.0	7942.0	1780.0	7834.0	493.0	1611.0	5920.0	1464.0	2962.0	4561.0	6426.0	6334.0	902.0	3530.0	3183.0	2553.0	1519.0	2394.0	539.0	678.0	2101.0	7532.0	2050.0	6616.0	4728.0	2218.0	1267.0	8775.0	549.0	4620.0	6335.0	2288.0	1626.0
236	241	109	111	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
246	354	112	141	2945.0	1850.0	2080.0	3097.0	6262.0	3349.0	7629.0	4209.0	7760.0	3765.0	1467.0	652.0	3520.0	9667.0	450.0	1252.0	1189.0	865.0	3125.0	2539.0	8834.0	3640.0	3235.0	2027.0	5213.0	1190.0	7689.0	1997.0	849.0	1483.0	1598.0	4989.0	1338.0	7977.0	1777.0	7839.0	480.0	1751.0	5917.0	1036.0	2946.0	4555.0	6446.0	6336.0	922.0	3628.0	3219.0	2503.0	1567.0	2397.0	536.0	693.0	2122.0	7540.0	2061.0	6613.0	4742.0	2287.0	1291.0	8776.0	557.0	4626.0	6359.0	2272.0	1532.0
250	384	114	158	2809.0	1793.0	2116.0	3083.0	6147.0	3312.0	7624.0	4213.0	7688.0	3710.0	1265.0	607.0	3546.0	9615.0	467.0	1160.0	1187.0	878.0	3127.0	2557.0	8818.0	3503.0	3221.0	1975.0	5149.0	1215.0	7623.0	1940.0	897.0	1488.0	1653.0	4967.0	1176.0	7981.0	1777.0	7839.0	503.0	1631.0	5912.0	1376.0	2945.0	4541.0	6403.0	6347.0	881.0	3490.0	3070.0	2486.0	1481.0	2177.0	592.0	570.0	2108.0	7542.0	2058.0	6607.0	4710.0	2195.0	1290.0	8761.0	502.0	4612.0	6330.0	2223.0	1555.0
252	381	116	155	2816.0	1837.0	2119.0	3119.0	6173.0	3344.0	7624.0	4213.0	7736.0	3757.0	1399.0	610.0	3603.0	9623.0	469.0	1209.0	1194.0	880.0	3132.0	2612.0	8825.0	3527.0	3230.0	1973.0	5156.0	1223.0	7633.0	1973.0	902.0	1494.0	1621.0	4984.0	1295.0	7984.0	1781.0	7851.0	506.0	1631.0	5913.0	1460.0	2950.0	4620.0	6415.0	6351.0	965.0	3583.0	3180.0	2492.0	1487.0	2441.0	618.0	612.0	2109.0	7566.0	2060.0	6609.0	4718.0	2406.0	1433.0	8769.0	506.0	4623.0	6337.0	2247.0	1554.0
253	292	117	133	2953.0	1863.0	2089.0	3157.0	6282.0	3359.0	7653.0	4293.0	7816.0	3789.0	1471.0	669.0	3657.0	9714.0	460.0	1282.0	1196.0	883.0	3149.0	2553.0	8870.0	3722.0	3254.0	2067.0	5234.0	1213.0	7706.0	2014.0	860.0	1485.0	1622.0	5033.0	1392.0	7987.0	1797.0	7892.0	490.0	1779.0	5944.0	1554.0	2949.0	4552.0	6457.0	6342.0	964.0	3633.0	3258.0	2588.0	1615.0	2446.0	566.0	728.0	2135.0	7550.0	2079.0	6679.0	4773.0	2307.0	1296.0	8787.0	568.0	4637.0	6420.0	2295.0	1589.0
253	381	117	155	2820.0	1841.0	2120.0	3120.0	6171.0	3347.0	7624.0	4215.0	7742.0	3759.0	1404.0	652.0	3622.0	9626.0	470.0	1242.0	1197.0	882.0	3140.0	2613.0	8828.0	3538.0	3240.0	1972.0	5162.0	1225.0	7684.0	1973.0	903.0	1496.0	1656.0	5034.0	1299.0	8019.0	1783.0	7853.0	508.0	1632.0	5915.0	1459.0	2952.0	4626.0	6439.0	6351.0	966.0	3585.0	3185.0	2586.0	1506.0	2442.0	620.0	620.0	2109.0	7569.0	2061.0	6610.0	4721.0	2407.0	1433.0	8772.0	510.0	4625.0	6346.0	2253.0	1554.0
255	381	119	155	2993.0	1844.0	2120.0	3121.0	6163.0	3350.0	7624.0	4215.0	7747.0	3763.0	1482.0	653.0	3626.0	9626.0	471.0	1246.0	1198.0	924.0	3148.0	2619.0	8833.0	3625.0	3246.0	1962.0	5220.0	1226.0	7684.0	1967.0	905.0	1497.0	1658.0	5041.0	1339.0	8019.0	1793.0	7855.0	511.0	1633.0	5919.0	1457.0	2955.0	4639.0	6443.0	6349.0	964.0	3633.0	3238.0	2586.0	1504.0	2444.0	622.0	715.0	2107.0	7591.0	2062.0	6613.0	4757.0	2411.0	1276.0	8778.0	543.0	4630.0	6444.0	2265.0	1553.0
256	378	120	154	2987.0	1844.0	2119.0	3121.0	6163.0	3351.0	7624.0	4211.0	7758.0	3766.0	1479.0	652.0	3627.0	9629.0	470.0	1324.0	1198.0	923.0	3149.0	2622.0	8832.0	3624.0	3251.0	1961.0	5214.0	1226.0	7684.0	1964.0	909.0	1499.0	1657.0	5042.0	1340.0	8018.0	1797.0	7853.0	518.0	1634.0	5921.0	1455.0	2958.0	4640.0	6444.0	6348.0	962.0	3533.0	3240.0	2582.0	1503.0	2444.0	623.0	714.0	2107.0	7592.0	2058.0	6614.0	4761.0	2412.0	1275.0	8781.0	542.0	4630.0	6444.0	2267.0	1549.0
259	376	123	152	2978.0	1845.0	2107.0	3118.0	6161.0	3354.0	7625.0	4206.0	7804.0	3769.0	1478.0	650.0	3629.0	9627.0	469.0	1324.0	1196.0	882.0	3150.0	2626.0	8832.0	3622.0	3254.0	1958.0	5206.0	1222.0	7683.0	1961.0	915.0	1499.0	1655.0	5042.0	1337.0	8011.0	1801.0	7853.0	518.0	1683.0	5924.0	1452.0	2961.0	4640.0	6447.0	6327.0	905.0	3529.0	3241.0	2571.0	1498.0	2433.0	623.0	714.0	2108.0	7592.0	2049.0	6614.0	4763.0	2413.0	1274.0	8853.0	539.0	4620.0	6443.0	2274.0	1544.0
370	381	146	155	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
372	378	148	154	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
373	378	149	154	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
378	382	154	156	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
378	383	154	157	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
382	390	156	163	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
45	207	6	86	2901.0	1810.0	2039.0	3141.0	6229.0	3433.0	7646.0	4226.0	7640.0	3713.0	1437.0	634.0	3573.0	9638.0	422.0	1260.0	1190.0	889.0	3094.0	2634.0	8836.0	3548.0	3228.0	2038.0	5120.0	1148.0	7617.0	1921.0	809.0	1455.0	1644.0	5033.0	1166.0	7929.0	1839.0	7943.0	640.0	1659.0	5893.0	1508.0	3031.0	4589.0	6409.0	6306.0	917.0	3528.0	3246.0	2488.0	1579.0	2411.0	532.0	732.0	2080.0	7577.0	2219.0	6595.0	4726.0	2241.0	1283.0	8816.0	541.0	4586.0	6405.0	2265.0	1563.0
49	225	10	101	2902.0	1811.0	2031.0	3125.0	6235.0	3388.0	7688.0	4225.0	7631.0	3708.0	1436.0	641.0	3562.0	9594.0	413.0	1265.0	1189.0	849.0	3127.0	2602.0	8838.0	3539.0	3197.0	2008.0	5106.0	1159.0	7609.0	1919.0	804.0	1443.0	1633.0	5003.0	1121.0	7926.0	1828.0	7909.0	608.0	1644.0	5871.0	1514.0	2982.0	4558.0	6389.0	6311.0	931.0	3517.0	3239.0	2434.0	1528.0	2401.0	563.0	671.0	2073.0	7533.0	2056.0	6584.0	4716.0	2244.0	1195.0	8775.0	555.0	4584.0	6337.0	2249.0	1537.0
137	167	40	58	2511.0	1889.0	2291.0	3202.0	6272.0	20000.0	7678.0	4393.0	7688.0	3811.0	1334.0	616.0	3409.0	9917.0	589.0	982.0	1169.0	831.0	2981.0	2607.0	8837.0	3474.0	3173.0	2012.0	4910.0	1245.0	7652.0	1862.0	737.0	1340.0	1582.0	5009.0	1106.0	8030.0	2078.0	7794.0	624.0	1697.0	20000.0	1330.0	2957.0	4575.0	6436.0	6306.0	962.0	3538.0	2951.0	2440.0	1319.0	2420.0	636.0	926.0	2113.0	7723.0	1919.0	20000.0	4495.0	2114.0	1382.0	8682.0	819.0	4718.0	5885.0	2328.0	1712.0
192	234	75	108	2907.0	1841.0	2055.0	3125.0	6268.0	3412.0	7652.0	4260.0	7636.0	3709.0	1351.0	621.0	3567.0	9591.0	435.0	1236.0	1196.0	854.0	3146.0	2546.0	8862.0	3533.0	3211.0	1995.0	5157.0	1137.0	7617.0	1917.0	831.0	1519.0	1598.0	5035.0	1126.0	7927.0	1794.0	7912.0	533.0	1635.0	5872.0	1468.0	2990.0	4533.0	6363.0	6349.0	882.0	3525.0	3185.0	2661.0	1503.0	2218.0	563.0	699.0	2097.0	7599.0	2043.0	6609.0	4780.0	2216.0	1248.0	8845.0	499.0	4646.0	6354.0	2250.0	1552.0
209	342	88	140	2924.0	1847.0	2082.0	3095.0	6203.0	3379.0	7646.0	4227.0	7744.0	3780.0	1524.0	626.0	3618.0	9701.0	439.0	1240.0	1196.0	872.0	3142.0	2547.0	8857.0	3602.0	3224.0	2037.0	5208.0	1207.0	7679.0	1959.0	874.0	1487.0	1596.0	4996.0	1342.0	7938.0	1835.0	7840.0	492.0	1614.0	5888.0	1463.0	2953.0	4557.0	6403.0	6335.0	889.0	3520.0	3183.0	2557.0	1510.0	2419.0	559.0	679.0	2098.0	7535.0	2040.0	6611.0	4738.0	2211.0	1262.0	8785.0	537.0	4618.0	6371.0	2290.0	1556.0
211	219	90	96	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
223	231	100	107	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
226	251	102	115	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
230	246	106	112	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
230	250	106	114	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
253	384	117	158	2819.0	1842.0	2121.0	3119.0	6151.0	3346.0	7624.0	4239.0	7737.0	3759.0	1402.0	652.0	3624.0	9623.0	471.0	1227.0	1194.0	882.0	3136.0	2610.0	8828.0	3515.0	3229.0	1968.0	5158.0	1226.0	7651.0	1970.0	899.0	1495.0	1666.0	4984.0	1296.0	7995.0	1782.0	7856.0	508.0	1633.0	5917.0	1463.0	2951.0	4616.0	6413.0	6347.0	968.0	3581.0	3182.0	2588.0	1488.0	2443.0	621.0	611.0	2108.0	7570.0	2062.0	6612.0	4717.0	2409.0	1276.0	8770.0	509.0	4622.0	6343.0	2250.0	1556.0
