alnA	alnB	A	B	YLR293C_13	YLR293C_32	YLR293C_09	YLR293C_29	YLR293C_27	YLR293C_39	YLR293C_69	YLR293C_56	YLR293C_65	YLR293C_52	YLR293C_44	YLR293C_03	YLR293C_24	YLR293C_68	YLR293C_22	YLR293C_02	YLR293C_63	YLR293C_05	YLR293C_06	YLR293C_67	YLR293C_17	YLR293C_40	YLR293C_55	YLR293C_23	YLR293C_11	YLR293C_14	YLR293C_36	YLR293C_10	YLR293C_31	YLR293C_42	YLR293C_15	YLR293C_66	YLR293C_30	YLR293C_34	YLR293C_50	YLR293C_28	YLR293C_38	YLR293C_45	YLR293C_04	YLR293C_59	YLR293C_26	YLR293C_57	YLR293C_61	YLR293C_53	YLR293C_33	YLR293C_18	YLR293C_62	YLR293C_01	YLR293C_20	YLR293C_60	YLR293C_48	YLR293C_47	YLR293C_37	YLR293C_43	YLR293C_46	YLR293C_41
61	378	30	156	6382.0	977.0	7917.0	565.0	3555.0	925.0	2281.0	742.0	7684.0	2659.0	2535.0	284.0	2708.0	8853.0	1632.0	1473.0	3091.0	4456.0	7988.0	1926.0	1613.0	2850.0	8367.0	2036.0	1248.0	1432.0	3939.0	441.0	9276.0	1430.0	9089.0	2182.0	1319.0	2710.0	453.0	1537.0	4143.0	4262.0	8023.0	8940.0	3014.0	1550.0	964.0	9854.0	3225.0	1149.0	1680.0	4890.0	2326.0	8767.0	7440.0	9863.0	699.0	7441.0	5221.0	1458.0
140	390	50	165	6331.0	937.0	7839.0	446.0	3540.0	890.0	2063.0	635.0	7646.0	2357.0	2405.0	286.0	2682.0	8795.0	1559.0	1390.0	3043.0	4417.0	7827.0	1816.0	1589.0	2855.0	8269.0	1909.0	1240.0	1387.0	3913.0	185.0	9197.0	1260.0	9046.0	2196.0	1282.0	2698.0	453.0	1519.0	4153.0	4237.0	8027.0	8920.0	2867.0	1499.0	909.0	9842.0	3094.0	1103.0	1629.0	4929.0	2213.0	8633.0	7432.0	9822.0	685.0	7406.0	5226.0	1448.0
140	385	50	161	6338.0	939.0	7840.0	452.0	3542.0	940.0	2049.0	628.0	7646.0	2359.0	2410.0	286.0	2682.0	8842.0	1582.0	1393.0	3060.0	4418.0	7829.0	1829.0	1591.0	2856.0	8270.0	1923.0	1238.0	1393.0	3916.0	185.0	9199.0	1260.0	9050.0	2319.0	1280.0	2714.0	455.0	1525.0	4162.0	4243.0	8016.0	8927.0	2867.0	1498.0	916.0	9847.0	3095.0	1102.0	1627.0	4889.0	2216.0	8663.0	7435.0	9821.0	687.0	7394.0	5224.0	1449.0
168	203	61	84	6339.0	949.0	7857.0	466.0	3571.0	959.0	2167.0	693.0	7649.0	2445.0	2465.0	312.0	2774.0	8843.0	1561.0	1425.0	3094.0	4468.0	7880.0	1921.0	1590.0	2875.0	8314.0	1983.0	1217.0	1404.0	3923.0	194.0	9212.0	1343.0	9069.0	2221.0	1307.0	2724.0	453.0	1528.0	4211.0	4220.0	8091.0	8964.0	2919.0	1510.0	947.0	9843.0	3124.0	1137.0	1637.0	4935.0	2282.0	8642.0	7479.0	9871.0	697.0	7430.0	5260.0	1500.0
169	198	62	82	6371.0	951.0	7863.0	472.0	3574.0	965.0	2172.0	692.0	7651.0	2459.0	2469.0	311.0	2778.0	8845.0	1563.0	1429.0	3097.0	4475.0	7879.0	1929.0	1592.0	2881.0	8319.0	1984.0	1216.0	1405.0	3925.0	198.0	9214.0	1379.0	9079.0	2220.0	1310.0	2726.0	447.0	1534.0	4224.0	4221.0	8098.0	8971.0	2922.0	1529.0	954.0	9844.0	3126.0	1145.0	1644.0	4935.0	2291.0	8680.0	7481.0	9872.0	705.0	7434.0	5267.0	1506.0
188	194	74	79	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	205	76	86	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
194	198	79	82	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
195	202	80	83	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
198	202	82	83	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
203	390	84	165	6423.0	995.0	7941.0	564.0	3540.0	1056.0	2251.0	774.0	7683.0	2664.0	2456.0	299.0	2704.0	8790.0	1563.0	1500.0	3043.0	4462.0	7867.0	1925.0	1636.0	2903.0	8423.0	1962.0	1266.0	1476.0	3955.0	319.0	9514.0	1515.0	9168.0	2385.0	1376.0	2741.0	500.0	1540.0	4175.0	4227.0	8049.0	8986.0	3008.0	1714.0	915.0	9882.0	3244.0	1176.0	1703.0	4946.0	2294.0	8949.0	7433.0	9865.0	741.0	7481.0	5232.0	1439.0
203	384	84	160	6421.0	994.0	7941.0	566.0	3538.0	1054.0	2262.0	779.0	7682.0	2662.0	2456.0	293.0	2704.0	8805.0	1568.0	1498.0	3045.0	4463.0	7873.0	1925.0	1626.0	2919.0	8403.0	1964.0	1252.0	1475.0	3953.0	321.0	9514.0	1427.0	9173.0	2388.0	1374.0	2743.0	499.0	1539.0	4174.0	4228.0	8023.0	8980.0	3015.0	1713.0	918.0	9889.0	3245.0	1176.0	1704.0	4977.0	2293.0	8945.0	7432.0	9871.0	771.0	7472.0	5228.0	1440.0
204	384	85	160	6421.0	995.0	7941.0	564.0	3542.0	1054.0	2264.0	779.0	7682.0	2660.0	2457.0	298.0	2706.0	8808.0	1571.0	1498.0	3048.0	4463.0	7874.0	1926.0	1628.0	2920.0	8453.0	1966.0	1253.0	1476.0	3953.0	322.0	9568.0	1517.0	9173.0	2387.0	1375.0	2746.0	503.0	1544.0	4176.0	4228.0	8052.0	8981.0	3024.0	1714.0	926.0	9893.0	3245.0	1177.0	1704.0	4977.0	2296.0	8946.0	7436.0	9872.0	773.0	7470.0	5230.0	1440.0
205	384	86	160	6422.0	997.0	7942.0	564.0	3551.0	1056.0	2291.0	781.0	7693.0	2664.0	2459.0	303.0	2708.0	8819.0	1573.0	1498.0	3052.0	4465.0	7880.0	1927.0	1630.0	2920.0	8455.0	1970.0	1256.0	1478.0	3958.0	325.0	9570.0	1516.0	9172.0	2388.0	1433.0	2749.0	535.0	1555.0	4178.0	4229.0	8055.0	8983.0	3029.0	1717.0	929.0	9900.0	3242.0	1177.0	1704.0	4978.0	2298.0	8949.0	7439.0	9872.0	773.0	7472.0	5232.0	1443.0
205	231	86	109	6591.0	1133.0	7953.0	567.0	3587.0	1109.0	2275.0	952.0	7705.0	2700.0	2507.0	348.0	2802.0	8904.0	1575.0	1511.0	3285.0	4511.0	8111.0	2020.0	1663.0	2914.0	8450.0	2040.0	1324.0	1547.0	4005.0	560.0	9579.0	1606.0	9161.0	2443.0	1439.0	2827.0	499.0	1581.0	4217.0	4344.0	8284.0	9012.0	3118.0	1969.0	960.0	20000.0	3271.0	1331.0	1765.0	5091.0	2432.0	9000.0	7509.0	9916.0	785.0	7667.0	5289.0	1522.0
206	381	87	157	6421.0	999.0	7942.0	563.0	3577.0	1055.0	2292.0	791.0	7704.0	2665.0	2459.0	302.0	2713.0	8839.0	1574.0	1497.0	3055.0	4467.0	7981.0	2041.0	1628.0	2919.0	8460.0	2022.0	1253.0	1479.0	3958.0	333.0	9571.0	1516.0	9178.0	2389.0	1434.0	2780.0	534.0	1559.0	4178.0	4234.0	8042.0	8981.0	3032.0	1716.0	936.0	9901.0	3240.0	1179.0	1703.0	4977.0	2299.0	8947.0	7443.0	9880.0	766.0	7465.0	5231.0	1458.0
208	373	89	151	6426.0	1002.0	7952.0	566.0	3593.0	1054.0	2290.0	806.0	7758.0	2691.0	2460.0	309.0	2736.0	8876.0	1573.0	1498.0	3223.0	4472.0	7994.0	1999.0	1629.0	2919.0	8472.0	2030.0	1254.0	1492.0	3960.0	453.0	9577.0	1508.0	9202.0	2391.0	1439.0	2780.0	535.0	1563.0	4182.0	4245.0	8110.0	8967.0	3098.0	1722.0	970.0	9896.0	3243.0	1218.0	1699.0	4977.0	2308.0	8947.0	7467.0	9891.0	755.0	7465.0	5231.0	1472.0
208	381	89	157	6422.0	999.0	7945.0	563.0	3585.0	1055.0	2289.0	796.0	7710.0	2685.0	2458.0	303.0	2728.0	8844.0	1577.0	1498.0	3219.0	4468.0	7985.0	2005.0	1631.0	2918.0	8465.0	2024.0	1253.0	1482.0	3962.0	446.0	9574.0	1513.0	9177.0	2392.0	1437.0	2777.0	533.0	1560.0	4179.0	4236.0	8041.0	8976.0	3099.0	1720.0	939.0	9898.0	3240.0	1213.0	1701.0	4978.0	2303.0	8970.0	7451.0	9883.0	760.0	7463.0	5230.0	1465.0
210	295	91	136	6428.0	1034.0	7947.0	579.0	3612.0	1072.0	2281.0	809.0	7719.0	2699.0	2478.0	328.0	2767.0	8890.0	1573.0	1478.0	3226.0	4492.0	8030.0	2054.0	1711.0	2931.0	8495.0	2063.0	1283.0	1499.0	4000.0	474.0	9651.0	1498.0	9166.0	2471.0	1449.0	2784.0	557.0	1572.0	4179.0	4254.0	8122.0	8965.0	3102.0	1757.0	962.0	9929.0	3270.0	1220.0	1690.0	5008.0	2332.0	8989.0	7518.0	9967.0	769.0	7498.0	5264.0	1511.0
213	217	94	96	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
214	219	95	98	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
220	302	99	138	6443.0	1032.0	7947.0	568.0	3550.0	1071.0	2272.0	803.0	7717.0	2697.0	2491.0	327.0	2742.0	8888.0	1578.0	1480.0	3193.0	4458.0	8042.0	1908.0	1660.0	2942.0	8436.0	2030.0	1288.0	1493.0	4000.0	466.0	9649.0	1495.0	9171.0	2368.0	1445.0	2788.0	558.0	1568.0	4179.0	4263.0	8123.0	8940.0	3126.0	1741.0	968.0	9921.0	3247.0	1215.0	1686.0	4983.0	2329.0	8973.0	7465.0	9871.0	773.0	7507.0	5263.0	1509.0
236	241	111	112	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
246	354	114	142	6428.0	1030.0	7977.0	573.0	3553.0	1064.0	2266.0	800.0	7713.0	2682.0	2502.0	317.0	2749.0	8928.0	1628.0	1475.0	3195.0	4463.0	8013.0	1983.0	1666.0	2984.0	8439.0	2037.0	1264.0	1499.0	4000.0	460.0	9656.0	1484.0	9247.0	2376.0	1446.0	2788.0	508.0	1570.0	4231.0	4267.0	8008.0	8985.0	3119.0	1719.0	1060.0	9941.0	3245.0	1231.0	1684.0	4995.0	2331.0	8947.0	7465.0	9879.0	789.0	7471.0	5215.0	1539.0
250	384	116	160	6427.0	995.0	7948.0	557.0	3573.0	1067.0	2277.0	781.0	7693.0	2653.0	2487.0	304.0	2706.0	8814.0	1605.0	1545.0	3047.0	4456.0	7967.0	1926.0	1676.0	2918.0	8451.0	1963.0	1281.0	1495.0	3966.0	323.0	9629.0	1516.0	9169.0	2423.0	1446.0	2755.0	529.0	1550.0	4181.0	4225.0	8053.0	8946.0	3050.0	1716.0	928.0	9923.0	3251.0	1171.0	1724.0	4978.0	2297.0	8967.0	7435.0	9872.0	780.0	7504.0	5239.0	1442.0
252	381	118	157	6430.0	1002.0	7958.0	561.0	3586.0	1066.0	2299.0	795.0	7705.0	2663.0	2487.0	315.0	2737.0	8884.0	1604.0	1541.0	3056.0	4464.0	7988.0	2025.0	1744.0	2920.0	8454.0	2024.0	1278.0	1499.0	3965.0	334.0	9627.0	1519.0	9178.0	2401.0	1445.0	2789.0	534.0	1561.0	4187.0	4259.0	8075.0	8948.0	3117.0	1718.0	938.0	9929.0	3258.0	1175.0	1725.0	4981.0	2332.0	8978.0	7445.0	9881.0	780.0	7499.0	5238.0	1507.0
253	292	119	133	6499.0	1042.0	8231.0	630.0	3646.0	1202.0	2279.0	811.0	7720.0	2769.0	2505.0	335.0	2779.0	8945.0	1697.0	1479.0	3238.0	4589.0	8074.0	2080.0	20000.0	2992.0	8437.0	2071.0	1295.0	1716.0	4192.0	474.0	9685.0	1507.0	9354.0	2473.0	1513.0	2857.0	569.0	1581.0	4383.0	4309.0	8260.0	9044.0	3263.0	1776.0	1242.0	20000.0	3288.0	1301.0	1778.0	5012.0	2559.0	8973.0	7540.0	9919.0	801.0	7515.0	5254.0	1601.0
253	381	119	157	6432.0	1004.0	7988.0	565.0	3588.0	1066.0	2302.0	802.0	7707.0	2710.0	2490.0	316.0	2735.0	8887.0	1603.0	1538.0	3224.0	4471.0	7989.0	2039.0	1640.0	2922.0	8454.0	2027.0	1276.0	1500.0	3965.0	451.0	9623.0	1520.0	9221.0	2400.0	1444.0	2786.0	534.0	1563.0	4190.0	4259.0	8113.0	8949.0	3118.0	1720.0	942.0	9939.0	3261.0	1180.0	1726.0	4982.0	2331.0	8980.0	7455.0	9883.0	779.0	7497.0	5238.0	1517.0
255	381	121	157	6483.0	1002.0	7987.0	570.0	3593.0	1065.0	2303.0	814.0	7710.0	2711.0	2490.0	316.0	2732.0	8917.0	1598.0	1536.0	3218.0	4475.0	7991.0	2048.0	1633.0	2921.0	8454.0	2030.0	1271.0	1497.0	3964.0	452.0	9620.0	1524.0	9224.0	2400.0	1442.0	2778.0	534.0	1564.0	4190.0	4261.0	8117.0	8948.0	3118.0	1725.0	974.0	9902.0	3262.0	1268.0	1726.0	4983.0	2324.0	8990.0	7472.0	9884.0	776.0	7473.0	5234.0	1516.0
256	378	122	156	6442.0	1003.0	7986.0	578.0	3597.0	1063.0	2304.0	819.0	7713.0	2710.0	2490.0	317.0	2732.0	8920.0	1598.0	1534.0	3220.0	4477.0	7995.0	2051.0	1628.0	2920.0	8454.0	2031.0	1264.0	1498.0	3964.0	453.0	9618.0	1529.0	9227.0	2400.0	1442.0	2778.0	535.0	1564.0	4190.0	4262.0	8118.0	8950.0	3105.0	1726.0	974.0	9898.0	3265.0	1266.0	1713.0	4982.0	2319.0	8992.0	7475.0	9885.0	775.0	7468.0	5231.0	1513.0
259	376	125	154	6438.0	1004.0	7986.0	579.0	3598.0	1059.0	2301.0	822.0	7717.0	2712.0	2490.0	321.0	2732.0	8922.0	1597.0	1527.0	3215.0	4479.0	7998.0	2008.0	1627.0	2918.0	8439.0	2032.0	1256.0	1497.0	3961.0	452.0	9614.0	1493.0	9229.0	2397.0	1440.0	2774.0	536.0	1566.0	4190.0	4261.0	8121.0	8951.0	3087.0	1728.0	976.0	9896.0	3267.0	1232.0	1699.0	4980.0	2312.0	8987.0	7478.0	9887.0	761.0	7466.0	5226.0	1510.0
370	381	148	157	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
372	378	150	156	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
373	378	151	156	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
378	382	156	158	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
378	383	156	159	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
382	390	158	165	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
45	207	14	88	6400.0	1012.0	7970.0	499.0	3611.0	1020.0	2294.0	807.0	7704.0	2573.0	2452.0	330.0	2799.0	8854.0	1563.0	1477.0	3200.0	4503.0	7984.0	1925.0	1630.0	2843.0	8386.0	2014.0	1278.0	1451.0	3968.0	492.0	9526.0	1434.0	9116.0	2387.0	1398.0	2834.0	512.0	1590.0	4181.0	4234.0	8192.0	8964.0	3038.0	1707.0	977.0	9937.0	3223.0	1129.0	1750.0	4953.0	2313.0	8798.0	7510.0	9888.0	741.0	7472.0	5270.0	1517.0
49	225	18	103	6389.0	1003.0	7944.0	500.0	3586.0	1005.0	2275.0	779.0	7700.0	2573.0	2452.0	325.0	2842.0	8843.0	1564.0	1473.0	3097.0	4508.0	7967.0	1924.0	1622.0	2840.0	8375.0	1986.0	1277.0	1432.0	3938.0	489.0	9531.0	1420.0	9096.0	2334.0	1343.0	2778.0	503.0	1603.0	4177.0	4244.0	8108.0	8951.0	3043.0	1696.0	952.0	9852.0	3220.0	1113.0	1747.0	4943.0	2305.0	8786.0	7511.0	9877.0	739.0	7445.0	5252.0	1499.0
137	167	48	60	20000.0	1121.0	20000.0	730.0	3740.0	20000.0	20000.0	20000.0	20000.0	2614.0	2779.0	20000.0	20000.0	9126.0	1576.0	20000.0	20000.0	4492.0	20000.0	2107.0	20000.0	2929.0	20000.0	20000.0	20000.0	20000.0	4126.0	720.0	9756.0	20000.0	9359.0	20000.0	1396.0	2850.0	726.0	1665.0	20000.0	4267.0	20000.0	20000.0	20000.0	20000.0	1129.0	20000.0	20000.0	1326.0	1729.0	20000.0	20000.0	20000.0	20000.0	20000.0	1059.0	20000.0	20000.0	20000.0
192	234	77	110	6498.0	1024.0	7940.0	560.0	3588.0	1061.0	2244.0	782.0	7702.0	2624.0	2460.0	352.0	2758.0	8842.0	1580.0	1465.0	3101.0	4473.0	7875.0	1898.0	1632.0	2905.0	8448.0	2027.0	1307.0	1542.0	3936.0	522.0	9577.0	1434.0	9118.0	2395.0	1377.0	2789.0	495.0	1573.0	4199.0	4283.0	8144.0	9003.0	3097.0	1752.0	951.0	9948.0	3226.0	1213.0	1696.0	4987.0	2385.0	8817.0	7496.0	9912.0	792.0	7493.0	5238.0	1460.0
209	342	90	139	6427.0	1034.0	7943.0	576.0	3610.0	1065.0	2275.0	803.0	7713.0	2694.0	2477.0	326.0	2743.0	8890.0	1571.0	1475.0	3224.0	4486.0	8062.0	1990.0	1708.0	2928.0	8489.0	2041.0	1282.0	1496.0	4001.0	469.0	9653.0	1495.0	9165.0	2439.0	1444.0	2785.0	518.0	1571.0	4179.0	4254.0	8022.0	8966.0	3097.0	1756.0	965.0	9928.0	3244.0	1220.0	1690.0	5005.0	2331.0	8950.0	7518.0	9910.0	771.0	7490.0	5247.0	1474.0
211	219	92	98	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
223	231	102	109	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
226	251	104	117	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
230	246	108	114	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
230	250	108	116	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
