alnA	alnB	A	B	YFL005W_28	YFL005W_08	YFL005W_35	YFL005W_43	YFL005W_14	YFL005W_70	YFL005W_16	YFL005W_57	YFL005W_19	YFL005W_34	YFL005W_01	YFL005W_30	YFL005W_10	YFL005W_45	YFL005W_23	YFL005W_13	YFL005W_12	YFL005W_68	YFL005W_26	YFL005W_11	YFL005W_49	YFL005W_17	YFL005W_09	YFL005W_61	YFL005W_54	YFL005W_22	YFL005W_18	YFL005W_41	YFL005W_32	YFL005W_44	YFL005W_38	YFL005W_06	YFL005W_21	YFL005W_46	YFL005W_66	YFL005W_05	YFL005W_31	YFL005W_15	YFL005W_58	YFL005W_56	YFL005W_37	YFL005W_50	YFL005W_51	YFL005W_20	YFL005W_40	YFL005W_42	YFL005W_53	YFL005W_65	YFL005W_24	YFL005W_67	YFL005W_07	YFL005W_27	YFL005W_25	YFL005W_63	YFL005W_55	YFL005W_02	YFL005W_33	YFL005W_59	YFL005W_62	YFL005W_36	YFL005W_29	YFL005W_04	YFL005W_52	YFL005W_69	YFL005W_03	YFL005W_48	YFL005W_39	YFL005W_47	YFL005W_60	YFL005W_64
370	381	158	167	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
372	378	160	166	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
373	378	161	166	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
378	382	166	168	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
378	383	166	169	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
382	390	168	175	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
45	207	22	96	1076.0	2549.0	8336.0	215.0	1121.0	2696.0	1743.0	208.0	637.0	3941.0	3300.0	2422.0	2723.0	920.0	1245.0	3732.0	125.0	685.0	1683.0	929.0	4835.0	3715.0	2292.0	1410.0	345.0	1244.0	3245.0	3876.0	2822.0	537.0	3221.0	5381.0	1368.0	618.0	2253.0	1757.0	3338.0	7811.0	1037.0	493.0	2974.0	1010.0	3746.0	832.0	2762.0	1400.0	1921.0	1576.0	802.0	3270.0	3533.0	501.0	2093.0	3615.0	469.0	1126.0	2764.0	214.0	1739.0	1722.0	2939.0	164.0	423.0	1759.0	1740.0	9573.0	469.0	3293.0	644.0	250.0
49	225	26	111	1061.0	2522.0	8303.0	212.0	1080.0	2676.0	1733.0	137.0	616.0	3928.0	3301.0	2402.0	2723.0	906.0	1224.0	3744.0	119.0	610.0	1574.0	906.0	4828.0	3704.0	2257.0	1404.0	224.0	1199.0	3233.0	3844.0	2776.0	533.0	3225.0	5378.0	1359.0	605.0	2240.0	1691.0	3331.0	7807.0	990.0	400.0	2965.0	976.0	3791.0	821.0	2709.0	1415.0	1910.0	1454.0	784.0	3273.0	3534.0	509.0	2091.0	3597.0	299.0	1102.0	2747.0	167.0	1732.0	1708.0	2934.0	162.0	424.0	1758.0	1717.0	9556.0	453.0	3287.0	639.0	210.0
137	167	56	68	1280.0	2495.0	20000.0	240.0	20000.0	20000.0	20000.0	495.0	891.0	4003.0	20000.0	2614.0	2734.0	996.0	20000.0	3887.0	201.0	20000.0	1816.0	20000.0	5072.0	20000.0	2374.0	20000.0	20000.0	20000.0	3283.0	3989.0	20000.0	672.0	20000.0	20000.0	1523.0	761.0	2569.0	20000.0	20000.0	7972.0	20000.0	628.0	20000.0	1028.0	3859.0	884.0	2799.0	20000.0	2020.0	1794.0	20000.0	3266.0	3659.0	20000.0	2142.0	3594.0	20000.0	20000.0	3039.0	346.0	20000.0	2040.0	2965.0	297.0	549.0	20000.0	20000.0	20000.0	653.0	20000.0	649.0	86.0
192	234	85	118	966.0	2536.0	8312.0	205.0	1081.0	2671.0	1740.0	144.0	613.0	3920.0	3244.0	2372.0	2730.0	906.0	1221.0	3783.0	107.0	668.0	1582.0	901.0	4897.0	3742.0	2255.0	1406.0	235.0	1261.0	3211.0	3837.0	2801.0	525.0	3246.0	5370.0	1427.0	580.0	2414.0	1699.0	3422.0	7817.0	973.0	387.0	3002.0	967.0	3733.0	885.0	2700.0	1329.0	1886.0	1450.0	775.0	3313.0	3540.0	575.0	2095.0	3638.0	289.0	1095.0	2758.0	157.0	1734.0	1705.0	2948.0	145.0	442.0	1831.0	1660.0	9531.0	464.0	3306.0	635.0	305.0
209	342	98	149	1128.0	2577.0	8394.0	214.0	1097.0	2676.0	1772.0	268.0	627.0	4004.0	3302.0	2407.0	2728.0	950.0	1258.0	3794.0	182.0	624.0	1629.0	909.0	4846.0	3740.0	2324.0	1442.0	278.0	1249.0	3212.0	3850.0	2794.0	539.0	3266.0	5581.0	1406.0	615.0	2367.0	1761.0	3364.0	7871.0	1011.0	416.0	2941.0	991.0	3739.0	837.0	2749.0	1362.0	2018.0	1483.0	794.0	3281.0	3543.0	546.0	2130.0	3675.0	294.0	1116.0	2772.0	253.0	1735.0	1793.0	2964.0	152.0	409.0	1841.0	1736.0	9650.0	487.0	3281.0	661.0	229.0
211	219	100	106	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
223	231	110	117	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
226	251	112	126	20000.0	2722.0	20000.0	271.0	1192.0	2768.0	1857.0	446.0	20000.0	20000.0	3466.0	2580.0	2876.0	20000.0	20000.0	20000.0	20000.0	872.0	1707.0	981.0	4880.0	3823.0	20000.0	1472.0	447.0	1441.0	3428.0	20000.0	20000.0	676.0	3495.0	20000.0	20000.0	695.0	2396.0	20000.0	3407.0	20000.0	20000.0	575.0	3077.0	1176.0	20000.0	1105.0	20000.0	20000.0	2187.0	1635.0	956.0	20000.0	20000.0	20000.0	2346.0	20000.0	361.0	1157.0	2885.0	20000.0	20000.0	2001.0	20000.0	302.0	533.0	20000.0	1883.0	20000.0	20000.0	3535.0	936.0	20000.0
230	246	116	123	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
230	250	116	125	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
253	384	128	170	1138.0	2533.0	8402.0	188.0	1209.0	2695.0	1745.0	242.0	615.0	3974.0	3282.0	2417.0	2735.0	902.0	1192.0	3787.0	139.0	695.0	1633.0	908.0	4907.0	3734.0	2312.0	1430.0	313.0	1259.0	3213.0	3868.0	2857.0	504.0	3289.0	5439.0	1426.0	637.0	2380.0	1731.0	3350.0	7876.0	1027.0	386.0	2999.0	983.0	3758.0	823.0	2761.0	1342.0	2011.0	1530.0	827.0	3284.0	3557.0	584.0	2075.0	3623.0	301.0	1158.0	2745.0	210.0	1634.0	1724.0	2928.0	147.0	428.0	1889.0	1791.0	9600.0	452.0	3195.0	637.0	247.0
381	387	167	172	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
37	140	18	58	941.0	2436.0	8377.0	117.0	1011.0	2651.0	1410.0	137.0	641.0	3870.0	3279.0	2359.0	2732.0	790.0	1184.0	3552.0	144.0	743.0	1534.0	916.0	4802.0	3667.0	2204.0	1398.0	255.0	1161.0	3193.0	3856.0	2711.0	500.0	3160.0	5286.0	1246.0	595.0	2234.0	1620.0	3307.0	7783.0	1006.0	314.0	2978.0	994.0	3738.0	811.0	2735.0	1275.0	1840.0	1433.0	796.0	3128.0	3489.0	483.0	2099.0	3542.0	302.0	1080.0	2676.0	157.0	1734.0	1718.0	2910.0	45.0	419.0	1735.0	1704.0	9534.0	376.0	3234.0	610.0	86.0
58	140	35	58	951.0	2461.0	8373.0	155.0	1048.0	2661.0	1407.0	131.0	652.0	4019.0	3295.0	2358.0	2689.0	801.0	1225.0	3597.0	125.0	551.0	1555.0	958.0	4819.0	3658.0	2198.0	1465.0	208.0	1173.0	3189.0	3829.0	2819.0	500.0	3154.0	5277.0	1294.0	635.0	2218.0	1588.0	3276.0	7805.0	1034.0	390.0	2946.0	914.0	3744.0	861.0	2729.0	1278.0	1794.0	1521.0	742.0	3108.0	3464.0	527.0	2085.0	3588.0	281.0	1196.0	2696.0	255.0	1734.0	1751.0	2918.0	55.0	522.0	1742.0	1721.0	9547.0	528.0	3271.0	662.0	74.0
132	188	51	82	946.0	2405.0	8354.0	206.0	990.0	2616.0	1430.0	117.0	610.0	3865.0	3214.0	2308.0	2657.0	781.0	1160.0	3528.0	185.0	545.0	1562.0	904.0	4749.0	3723.0	2207.0	1472.0	193.0	1139.0	3099.0	3813.0	2695.0	464.0	3158.0	5268.0	1248.0	540.0	2206.0	1617.0	3281.0	7755.0	957.0	267.0	2944.0	943.0	3717.0	807.0	2728.0	1232.0	1793.0	1434.0	854.0	3089.0	3474.0	448.0	2069.0	3490.0	307.0	1080.0	2662.0	136.0	1695.0	1855.0	2931.0	52.0	401.0	1713.0	1703.0	9447.0	356.0	3181.0	605.0	66.0
207	302	96	148	1126.0	2572.0	8384.0	208.0	1089.0	2674.0	1771.0	264.0	626.0	4001.0	3297.0	2395.0	2726.0	911.0	1245.0	3793.0	174.0	617.0	1622.0	905.0	4842.0	3724.0	2314.0	1440.0	275.0	1248.0	3211.0	3842.0	2792.0	545.0	3187.0	5401.0	1406.0	614.0	2373.0	1748.0	3361.0	7871.0	996.0	410.0	2918.0	987.0	3736.0	835.0	2745.0	1357.0	2016.0	1479.0	787.0	3272.0	3541.0	544.0	2120.0	3619.0	290.0	1107.0	2769.0	223.0	1734.0	1776.0	2957.0	143.0	401.0	1836.0	1713.0	9636.0	484.0	3281.0	659.0	208.0
209	221	98	108	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	295	109	145	1134.0	2576.0	8386.0	211.0	1133.0	2675.0	1770.0	297.0	620.0	4001.0	3354.0	2419.0	2729.0	938.0	1205.0	3784.0	228.0	619.0	1618.0	901.0	4842.0	3739.0	2350.0	1445.0	284.0	1241.0	3214.0	3886.0	2794.0	517.0	3287.0	5458.0	1413.0	615.0	2356.0	1740.0	3370.0	7957.0	985.0	409.0	2920.0	1007.0	3747.0	838.0	2833.0	1344.0	2017.0	1473.0	763.0	3270.0	3549.0	552.0	2170.0	3679.0	290.0	1112.0	2771.0	255.0	1732.0	1796.0	2923.0	142.0	426.0	1889.0	1729.0	9656.0	489.0	3278.0	666.0	230.0
231	246	117	123	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
249	366	124	154	1131.0	2551.0	8408.0	218.0	1121.0	2668.0	1784.0	258.0	610.0	4050.0	3319.0	2415.0	2732.0	942.0	1257.0	3794.0	207.0	616.0	1706.0	907.0	4874.0	3710.0	2352.0	1449.0	346.0	1265.0	3214.0	3874.0	2906.0	534.0	3240.0	5461.0	1408.0	612.0	2355.0	1757.0	3360.0	7872.0	1022.0	421.0	2906.0	981.0	3743.0	850.0	2758.0	1363.0	2019.0	1465.0	763.0	3271.0	3555.0	551.0	2114.0	3620.0	333.0	1158.0	2770.0	238.0	1766.0	1753.0	2947.0	194.0	400.0	1782.0	1738.0	9661.0	463.0	3289.0	678.0	397.0
251	302	126	148	1141.0	2595.0	8408.0	217.0	1197.0	2667.0	1804.0	264.0	608.0	4052.0	3330.0	2405.0	2734.0	942.0	1256.0	3795.0	212.0	613.0	1707.0	910.0	4875.0	3714.0	2360.0	1455.0	350.0	1274.0	3224.0	3881.0	2911.0	537.0	3187.0	5467.0	1411.0	614.0	2367.0	1753.0	3369.0	7870.0	1019.0	436.0	2907.0	987.0	3760.0	851.0	2772.0	1361.0	2023.0	1464.0	766.0	3271.0	3559.0	552.0	2119.0	3625.0	355.0	1157.0	2773.0	239.0	1739.0	1756.0	2952.0	207.0	401.0	1849.0	1736.0	9661.0	472.0	3295.0	678.0	398.0
252	302	127	148	1150.0	2598.0	8411.0	220.0	1200.0	2670.0	1806.0	265.0	613.0	4054.0	3331.0	2430.0	2738.0	944.0	1257.0	3796.0	214.0	617.0	1717.0	911.0	4876.0	3717.0	2362.0	1457.0	353.0	1275.0	3226.0	3882.0	2912.0	538.0	3243.0	5470.0	1413.0	616.0	2367.0	1758.0	3371.0	7872.0	1020.0	442.0	2915.0	1016.0	3791.0	859.0	2778.0	1364.0	2024.0	1498.0	769.0	3275.0	3560.0	555.0	2126.0	3625.0	356.0	1158.0	2774.0	372.0	1768.0	1757.0	2954.0	208.0	404.0	1851.0	1738.0	9663.0	477.0	3298.0	680.0	398.0
258	368	133	156	1150.0	2575.0	8415.0	222.0	1113.0	2730.0	1767.0	264.0	638.0	4078.0	3345.0	2445.0	2839.0	945.0	1272.0	3798.0	215.0	645.0	1644.0	931.0	4874.0	3736.0	2349.0	1451.0	313.0	1314.0	3243.0	3895.0	2904.0	549.0	3343.0	5477.0	1424.0	623.0	2364.0	1768.0	3368.0	7890.0	1025.0	435.0	2925.0	923.0	3784.0	893.0	2790.0	1393.0	2026.0	1516.0	901.0	3295.0	3556.0	615.0	2136.0	3626.0	344.0	1176.0	2777.0	245.0	1809.0	1763.0	2964.0	188.0	441.0	1899.0	1799.0	9669.0	466.0	3312.0	682.0	357.0
264	291	136	141	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
302	368	148	156	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
302	367	148	155	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
354	388	153	173	1122.0	2629.0	8361.0	109.0	1098.0	2666.0	1428.0	158.0	606.0	3952.0	3267.0	2394.0	2732.0	865.0	1136.0	3762.0	125.0	548.0	1644.0	937.0	4871.0	3737.0	2287.0	1380.0	270.0	1234.0	3179.0	3854.0	2790.0	490.0	3204.0	5444.0	1365.0	581.0	2361.0	1692.0	3350.0	7807.0	984.0	373.0	2903.0	909.0	3753.0	817.0	2721.0	1336.0	1906.0	1464.0	775.0	3266.0	3564.0	533.0	2066.0	3642.0	297.0	1076.0	2716.0	171.0	1624.0	1716.0	2936.0	140.0	402.0	1890.0	1705.0	9544.0	442.0	3160.0	600.0	236.0
371	383	159	169	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
45	196	22	89	1082.0	2610.0	8331.0	208.0	1119.0	2727.0	1793.0	211.0	644.0	4154.0	3308.0	2470.0	2724.0	1026.0	1252.0	3745.0	123.0	751.0	1685.0	994.0	4842.0	3719.0	2301.0	1416.0	334.0	1251.0	3249.0	3879.0	2779.0	535.0	3212.0	5411.0	1377.0	639.0	2339.0	1763.0	3339.0	7821.0	1043.0	565.0	3005.0	1011.0	3747.0	852.0	2774.0	1393.0	1920.0	1632.0	814.0	3265.0	3538.0	536.0	2101.0	3620.0	466.0	1152.0	2767.0	217.0	1767.0	1744.0	2939.0	164.0	429.0	1880.0	1743.0	9570.0	474.0	3298.0	646.0	252.0
132	191	51	84	945.0	2403.0	8253.0	175.0	990.0	2615.0	1387.0	116.0	632.0	3863.0	3214.0	2308.0	2657.0	783.0	1159.0	3528.0	186.0	540.0	1560.0	901.0	4749.0	3724.0	2207.0	1477.0	194.0	1139.0	3097.0	3811.0	2693.0	463.0	3156.0	5267.0	1248.0	540.0	2206.0	1616.0	3238.0	7755.0	956.0	265.0	2941.0	944.0	3715.0	806.0	2761.0	1236.0	1802.0	1431.0	852.0	3089.0	3484.0	446.0	2067.0	3490.0	305.0	1080.0	2661.0	135.0	1695.0	1856.0	2929.0	52.0	388.0	1714.0	1701.0	9405.0	355.0	3180.0	604.0	66.0
193	236	86	119	1078.0	2538.0	8395.0	206.0	1082.0	2672.0	1790.0	149.0	615.0	3921.0	3286.0	2373.0	2732.0	903.0	1221.0	3791.0	110.0	669.0	1582.0	899.0	4895.0	3742.0	2255.0	1428.0	233.0	1262.0	3212.0	3838.0	2875.0	525.0	3215.0	5372.0	1426.0	582.0	2413.0	1701.0	3423.0	7849.0	974.0	389.0	3002.0	967.0	3735.0	880.0	2742.0	1329.0	1890.0	1450.0	776.0	3274.0	3540.0	579.0	2095.0	3637.0	289.0	1095.0	2761.0	162.0	1738.0	1708.0	2951.0	147.0	449.0	1839.0	1670.0	9624.0	465.0	3306.0	636.0	304.0
206	230	95	116	1146.0	2586.0	8405.0	232.0	1111.0	2681.0	1851.0	234.0	736.0	3999.0	3313.0	2414.0	2745.0	929.0	1225.0	3836.0	173.0	686.0	1639.0	904.0	4903.0	3746.0	2323.0	1470.0	281.0	1292.0	3257.0	3849.0	2875.0	534.0	3324.0	5498.0	1431.0	705.0	2414.0	1771.0	3435.0	7885.0	1138.0	399.0	2959.0	981.0	3882.0	944.0	2749.0	1493.0	2016.0	1456.0	856.0	3357.0	3550.0	725.0	2174.0	3644.0	374.0	1131.0	2760.0	354.0	1750.0	1776.0	2968.0	159.0	558.0	1864.0	1711.0	9631.0	512.0	3313.0	661.0	317.0
