alnA	alnB	A	B	YKL154W_10	YKL154W_16	YKL154W_65	YKL154W_01	YKL154W_05	YKL154W_20	YKL154W_04	YKL154W_48	YKL154W_31	YKL154W_13	YKL154W_32	YKL154W_37	YKL154W_30	YKL154W_38	YKL154W_14	YKL154W_47	YKL154W_35	YKL154W_63	YKL154W_12	YKL154W_53	YKL154W_62	YKL154W_18	YKL154W_57	YKL154W_03	YKL154W_51	YKL154W_50	YKL154W_21	YKL154W_06	YKL154W_60	YKL154W_19	YKL154W_22	YKL154W_43	YKL154W_36	YKL154W_49	YKL154W_45	YKL154W_64	YKL154W_67	YKL154W_27	YKL154W_09	YKL154W_26	YKL154W_39	YKL154W_33	YKL154W_17	YKL154W_66	YKL154W_44	YKL154W_07	YKL154W_29	YKL154W_56	YKL154W_34
252	371	148	224	5500.0	3354.0	1373.0	4285.0	7355.0	925.0	2447.0	20000.0	3468.0	3691.0	1275.0	9294.0	4872.0	5206.0	2422.0	4111.0	8376.0	673.0	4220.0	7616.0	9492.0	3656.0	3470.0	2564.0	4481.0	2546.0	6106.0	9844.0	7200.0	4129.0	4946.0	5812.0	4095.0	2638.0	969.0	8017.0	2749.0	7178.0	1007.0	9602.0	6389.0	2878.0	4664.0	731.0	9882.0	855.0	781.0	2844.0	8570.0
258	373	154	226	5498.0	3347.0	1257.0	4265.0	7360.0	919.0	2441.0	3003.0	3406.0	3675.0	1272.0	9291.0	4875.0	5179.0	2409.0	4024.0	8381.0	664.0	4227.0	7618.0	9517.0	3655.0	3469.0	2556.0	4472.0	2568.0	6107.0	9850.0	7198.0	4108.0	4945.0	5810.0	4102.0	2638.0	970.0	8031.0	2752.0	7177.0	1000.0	9582.0	6391.0	2878.0	4667.0	728.0	9888.0	849.0	720.0	2870.0	8523.0
295	370	165	223	5414.0	3337.0	1220.0	4212.0	7369.0	910.0	2438.0	3003.0	3400.0	3618.0	1260.0	9288.0	4807.0	5221.0	2403.0	4037.0	8250.0	650.0	4221.0	7552.0	9490.0	3636.0	3368.0	2549.0	4462.0	2525.0	6101.0	9757.0	7186.0	4102.0	4941.0	5814.0	4035.0	2701.0	958.0	8024.0	2758.0	7137.0	992.0	9578.0	6371.0	2871.0	4670.0	690.0	9915.0	826.0	646.0	2869.0	8527.0
368	388	221	240	5478.0	3417.0	1451.0	4234.0	7372.0	983.0	2458.0	3031.0	3388.0	3633.0	1160.0	9291.0	4893.0	5200.0	2405.0	4038.0	8271.0	750.0	4241.0	7597.0	9474.0	3642.0	3361.0	2568.0	4465.0	2564.0	6125.0	9654.0	7131.0	4099.0	4942.0	5863.0	4095.0	2603.0	1069.0	7997.0	2763.0	7109.0	982.0	9579.0	6423.0	2883.0	4641.0	666.0	9877.0	942.0	700.0	2831.0	8645.0
378	385	231	238	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
37	198	36	103	5493.0	3452.0	1202.0	4366.0	7382.0	917.0	2509.0	2988.0	3463.0	3610.0	1189.0	9368.0	4866.0	5162.0	2365.0	4133.0	8373.0	761.0	4321.0	7646.0	9544.0	3649.0	3449.0	2534.0	4545.0	2724.0	6155.0	9788.0	7219.0	4124.0	5002.0	5826.0	4097.0	2601.0	1023.0	8022.0	2760.0	7123.0	1056.0	9666.0	6345.0	2971.0	4692.0	673.0	9963.0	878.0	738.0	2933.0	8491.0
43	170	38	83	5495.0	3391.0	1212.0	4297.0	7371.0	763.0	2624.0	2869.0	3454.0	3606.0	1087.0	9206.0	4851.0	5181.0	2362.0	4029.0	8346.0	677.0	4314.0	7602.0	9407.0	3591.0	3229.0	2498.0	4357.0	2531.0	6025.0	9679.0	7179.0	4131.0	4989.0	5690.0	4153.0	2625.0	1029.0	7842.0	2778.0	7088.0	1033.0	9596.0	6307.0	2899.0	4642.0	609.0	9897.0	739.0	712.0	2720.0	8435.0
43	168	38	81	5495.0	3379.0	1212.0	4294.0	7368.0	763.0	2582.0	2849.0	3453.0	3606.0	1082.0	9206.0	4851.0	5179.0	2349.0	4028.0	8345.0	679.0	4313.0	7601.0	9405.0	3590.0	3226.0	2497.0	4359.0	2528.0	6022.0	9677.0	7177.0	4132.0	4946.0	5688.0	4154.0	2628.0	1028.0	7840.0	2775.0	7085.0	1032.0	9591.0	6306.0	2892.0	4639.0	605.0	9896.0	637.0	664.0	2716.0	8433.0
45	241	40	140	5464.0	3364.0	1196.0	4291.0	7348.0	899.0	2504.0	2978.0	3397.0	3600.0	1176.0	9217.0	4831.0	5148.0	2363.0	4019.0	8339.0	763.0	4295.0	7610.0	9477.0	3626.0	3375.0	2507.0	4568.0	2555.0	6126.0	9785.0	7211.0	4116.0	4913.0	5745.0	4066.0	2595.0	869.0	7982.0	2742.0	7071.0	998.0	9604.0	6333.0	2878.0	4685.0	691.0	9951.0	842.0	648.0	2885.0	8554.0
46	61	41	56	5493.0	3361.0	1257.0	4307.0	7503.0	832.0	2662.0	2985.0	3420.0	3591.0	1176.0	9366.0	4881.0	5144.0	2419.0	4012.0	8349.0	667.0	4340.0	7682.0	9510.0	3714.0	3368.0	2525.0	4533.0	2495.0	6119.0	9806.0	7200.0	4135.0	4930.0	5755.0	4147.0	2679.0	1025.0	7982.0	2768.0	7079.0	997.0	9651.0	6298.0	2883.0	4640.0	742.0	9878.0	831.0	697.0	2870.0	8658.0
47	171	42	84	5539.0	3396.0	1229.0	4299.0	7364.0	772.0	2517.0	2873.0	3454.0	3657.0	1084.0	9197.0	4855.0	5201.0	2384.0	4126.0	8368.0	704.0	4319.0	7602.0	9564.0	3592.0	3228.0	2577.0	4378.0	2524.0	6026.0	9698.0	7178.0	4134.0	4984.0	5694.0	4171.0	2624.0	1030.0	7856.0	2809.0	7080.0	1062.0	9623.0	6381.0	2915.0	4673.0	616.0	9905.0	672.0	747.0	2725.0	8439.0
47	172	42	85	5542.0	3397.0	1234.0	4299.0	7364.0	779.0	2514.0	2875.0	3453.0	3656.0	1086.0	9198.0	4856.0	5202.0	2384.0	4126.0	8369.0	752.0	4319.0	7602.0	9568.0	3622.0	3231.0	2577.0	4380.0	2523.0	6037.0	9706.0	7177.0	4133.0	4984.0	5698.0	4164.0	2617.0	1030.0	7873.0	2809.0	7079.0	1061.0	9625.0	6385.0	2944.0	4677.0	620.0	9905.0	678.0	748.0	2729.0	8455.0
51	176	46	87	5556.0	3381.0	1230.0	4290.0	7332.0	712.0	2510.0	3003.0	3442.0	3618.0	1032.0	9194.0	4853.0	5167.0	2336.0	4015.0	8308.0	752.0	4315.0	7597.0	9384.0	3627.0	3414.0	2584.0	4363.0	2502.0	6086.0	9788.0	7161.0	4130.0	4935.0	5760.0	4165.0	2617.0	1034.0	8052.0	2720.0	7070.0	1058.0	9624.0	6394.0	2835.0	4678.0	679.0	9911.0	674.0	676.0	2750.0	8520.0
52	176	47	87	5583.0	3382.0	1228.0	4286.0	7328.0	709.0	2508.0	2855.0	3440.0	3616.0	1029.0	9194.0	4852.0	5167.0	2332.0	4014.0	8306.0	752.0	4314.0	7595.0	9382.0	3593.0	3226.0	2472.0	4354.0	2498.0	6076.0	9782.0	7157.0	4130.0	4932.0	5757.0	4164.0	2617.0	1034.0	8053.0	2717.0	7068.0	1057.0	9624.0	6394.0	2832.0	4677.0	615.0	9911.0	670.0	674.0	2744.0	8515.0
52	373	47	226	5491.0	3330.0	1204.0	4256.0	7357.0	926.0	2437.0	2972.0	3426.0	3621.0	1200.0	9263.0	4863.0	5158.0	2400.0	3985.0	8331.0	640.0	4207.0	7570.0	9476.0	3632.0	3371.0	2554.0	4466.0	2463.0	6093.0	9758.0	7183.0	4104.0	4938.0	5752.0	4129.0	2599.0	959.0	8022.0	2737.0	7092.0	967.0	9571.0	6338.0	2854.0	4663.0	673.0	9871.0	858.0	671.0	2811.0	8509.0
55	135	50	71	5645.0	3339.0	1237.0	4306.0	7353.0	646.0	2667.0	2807.0	3489.0	3624.0	997.0	9165.0	4852.0	5198.0	2344.0	3975.0	8452.0	612.0	4267.0	7590.0	9351.0	3550.0	3230.0	2462.0	4378.0	2551.0	6059.0	9616.0	7191.0	4084.0	4992.0	5677.0	4219.0	2545.0	1029.0	7933.0	2612.0	7079.0	1055.0	9628.0	6392.0	2817.0	4676.0	610.0	9828.0	605.0	750.0	2730.0	8390.0
56	374	51	227	5492.0	3329.0	1203.0	4260.0	7357.0	900.0	2440.0	2976.0	3426.0	3623.0	1199.0	9199.0	4847.0	5155.0	2400.0	3993.0	8330.0	649.0	4211.0	7571.0	9482.0	3630.0	3368.0	2558.0	4477.0	2463.0	6091.0	9758.0	7171.0	4107.0	4937.0	5754.0	4128.0	2599.0	996.0	8022.0	2742.0	7092.0	968.0	9574.0	6338.0	2855.0	4657.0	678.0	9873.0	858.0	699.0	2812.0	8510.0
59	135	54	71	5646.0	3469.0	1241.0	4304.0	7354.0	652.0	2756.0	2813.0	3472.0	3614.0	1079.0	9193.0	4856.0	5199.0	2352.0	4076.0	8438.0	628.0	4321.0	7604.0	9360.0	3631.0	3236.0	2470.0	4378.0	2513.0	6068.0	9653.0	7202.0	4089.0	4997.0	5686.0	4261.0	2549.0	1029.0	7847.0	2622.0	7082.0	1067.0	9627.0	6392.0	2946.0	4683.0	611.0	9918.0	696.0	753.0	2754.0	8418.0
59	119	54	67	20000.0	3546.0	1401.0	4424.0	7364.0	651.0	20000.0	2923.0	3689.0	3719.0	1247.0	9190.0	5036.0	20000.0	2359.0	4089.0	20000.0	626.0	20000.0	7713.0	9359.0	3713.0	3462.0	2821.0	4566.0	20000.0	6263.0	9816.0	20000.0	20000.0	5257.0	5687.0	4270.0	2837.0	20000.0	7955.0	2621.0	7081.0	1058.0	9700.0	20000.0	2946.0	4801.0	636.0	9921.0	615.0	20000.0	2763.0	8415.0
119	136	67	72	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
177	191	88	96	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
181	191	91	96	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
181	226	91	129	5475.0	3376.0	1197.0	4280.0	7330.0	713.0	2460.0	2832.0	3392.0	3568.0	1029.0	9194.0	4820.0	5137.0	2329.0	3964.0	8298.0	635.0	4161.0	7597.0	9379.0	3613.0	3289.0	2471.0	4370.0	2506.0	6126.0	9794.0	7137.0	4125.0	4945.0	5749.0	4056.0	2624.0	873.0	7972.0	2684.0	7063.0	995.0	9593.0	6369.0	2836.0	4665.0	661.0	9829.0	676.0	651.0	2759.0	8575.0
181	229	91	132	5471.0	3434.0	1198.0	4283.0	7351.0	713.0	2459.0	2969.0	3387.0	3568.0	1029.0	9195.0	4822.0	5135.0	2328.0	3965.0	8302.0	634.0	4159.0	7599.0	9378.0	3615.0	3287.0	2470.0	4371.0	2510.0	6128.0	9794.0	7140.0	4122.0	4920.0	5746.0	4055.0	2624.0	868.0	7970.0	2683.0	7064.0	994.0	9592.0	6308.0	2888.0	4670.0	661.0	9829.0	675.0	649.0	2834.0	8579.0
181	188	91	94	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	196	96	101	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
205	241	110	140	5495.0	3373.0	1306.0	4326.0	7357.0	952.0	2519.0	3028.0	3413.0	3614.0	1227.0	9292.0	4836.0	5176.0	2390.0	4052.0	8386.0	909.0	4319.0	7658.0	9493.0	3628.0	3409.0	2573.0	4546.0	2552.0	6171.0	9874.0	7190.0	4120.0	5080.0	5750.0	4072.0	2633.0	1164.0	8041.0	2753.0	7114.0	1002.0	9620.0	6353.0	2886.0	4685.0	674.0	20000.0	859.0	683.0	2897.0	8589.0
205	227	110	130	5497.0	3374.0	1261.0	4279.0	7376.0	919.0	2491.0	3024.0	3470.0	3623.0	1205.0	9313.0	4831.0	5172.0	2435.0	4047.0	8392.0	735.0	4163.0	7636.0	9499.0	3628.0	3407.0	2575.0	4533.0	2521.0	6127.0	9912.0	7472.0	4126.0	4975.0	5751.0	4084.0	2634.0	873.0	8041.0	2683.0	7109.0	1005.0	9637.0	6347.0	2918.0	4701.0	674.0	9909.0	1000.0	718.0	2958.0	8599.0
212	264	117	157	5485.0	3377.0	1290.0	4279.0	7389.0	928.0	2463.0	3002.0	3416.0	3613.0	1209.0	9269.0	4874.0	5152.0	2410.0	4039.0	8333.0	696.0	4220.0	7605.0	9491.0	3631.0	3390.0	2538.0	4477.0	2534.0	6137.0	9817.0	7183.0	4176.0	5050.0	5769.0	4084.0	2629.0	1095.0	8040.0	2749.0	7129.0	980.0	9617.0	6338.0	2859.0	4670.0	690.0	9884.0	864.0	752.0	2819.0	8618.0
227	342	130	212	5454.0	3307.0	1145.0	4143.0	7337.0	861.0	2362.0	2746.0	3348.0	3586.0	1015.0	9179.0	4805.0	5177.0	2356.0	3903.0	8216.0	552.0	4213.0	7541.0	9361.0	3635.0	3337.0	2504.0	4348.0	2413.0	6099.0	9742.0	7090.0	4095.0	4899.0	5734.0	4021.0	2469.0	755.0	7937.0	2664.0	7120.0	885.0	9466.0	6276.0	2753.0	4635.0	562.0	9730.0	701.0	599.0	2852.0	8434.0
231	342	134	212	5454.0	3309.0	1147.0	4143.0	7338.0	864.0	2418.0	2750.0	3385.0	3556.0	1017.0	9184.0	4806.0	5173.0	2364.0	4005.0	8224.0	554.0	4216.0	7545.0	9465.0	3638.0	3415.0	2514.0	4359.0	2458.0	6106.0	9744.0	7095.0	4097.0	4899.0	5729.0	4068.0	2477.0	764.0	8024.0	2665.0	7125.0	970.0	9469.0	6289.0	2753.0	4632.0	787.0	9734.0	871.0	730.0	2849.0	8541.0
251	388	147	240	5474.0	3353.0	1173.0	4285.0	7352.0	911.0	2456.0	3048.0	3403.0	3635.0	1164.0	9289.0	4859.0	5178.0	2398.0	4045.0	8333.0	692.0	4230.0	7587.0	9464.0	3645.0	3364.0	2561.0	4469.0	2545.0	6102.0	9656.0	7130.0	4100.0	4930.0	5752.0	4089.0	2616.0	956.0	7984.0	2745.0	7110.0	981.0	9692.0	6364.0	2879.0	4653.0	709.0	9889.0	857.0	679.0	2859.0	8540.0
251	342	147	212	5509.0	3316.0	1251.0	4234.0	7366.0	886.0	2435.0	2795.0	3427.0	3641.0	1027.0	9210.0	4865.0	5213.0	2424.0	4013.0	8236.0	680.0	4228.0	7588.0	9472.0	3640.0	3405.0	2515.0	4461.0	2473.0	6107.0	9777.0	7167.0	4120.0	4937.0	5730.0	4092.0	2622.0	909.0	8023.0	2758.0	7185.0	972.0	9560.0	6302.0	2870.0	4642.0	673.0	9748.0	913.0	698.0	2828.0	8578.0
252	385	148	238	5502.0	3355.0	1372.0	4286.0	7354.0	914.0	2456.0	3050.0	3404.0	3636.0	1175.0	9290.0	4870.0	5180.0	2403.0	4112.0	8338.0	691.0	4231.0	7587.0	9466.0	3649.0	3372.0	2563.0	4470.0	2543.0	6104.0	9659.0	7135.0	4102.0	4932.0	5757.0	4090.0	2617.0	959.0	7987.0	2749.0	7114.0	981.0	9692.0	6376.0	2879.0	4657.0	731.0	9889.0	855.0	685.0	2860.0	8542.0
254	377	150	230	5499.0	3353.0	1373.0	4286.0	7357.0	918.0	2447.0	3140.0	3406.0	3681.0	1274.0	9291.0	4871.0	5177.0	2414.0	4023.0	8379.0	671.0	4225.0	7609.0	9520.0	3654.0	3466.0	2561.0	4473.0	2535.0	6104.0	9847.0	7197.0	4121.0	4938.0	5808.0	4095.0	2638.0	968.0	8016.0	2748.0	7171.0	1002.0	9599.0	6394.0	2877.0	4662.0	729.0	9888.0	850.0	720.0	2867.0	8539.0
255	290	151	160	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
255	292	151	162	5438.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
256	377	152	230	5499.0	3353.0	1372.0	4263.0	7359.0	918.0	2444.0	3142.0	3405.0	3675.0	1272.0	9290.0	4872.0	5178.0	2410.0	4023.0	8380.0	671.0	4234.0	7612.0	9519.0	3654.0	3467.0	2560.0	4472.0	2541.0	6105.0	9849.0	7198.0	4114.0	4940.0	5809.0	4097.0	2638.0	970.0	8026.0	2749.0	7172.0	991.0	9595.0	6395.0	2877.0	4662.0	729.0	9889.0	848.0	720.0	2868.0	8529.0
258	369	154	222	5499.0	3363.0	1255.0	4265.0	7362.0	919.0	2445.0	20000.0	3413.0	3677.0	1265.0	9293.0	4874.0	5217.0	2416.0	4253.0	8383.0	674.0	4249.0	7622.0	9490.0	3651.0	3474.0	2557.0	4472.0	2571.0	6106.0	9757.0	7197.0	4107.0	4948.0	5813.0	4098.0	2644.0	961.0	8037.0	2757.0	7182.0	1003.0	9574.0	6394.0	2879.0	4667.0	731.0	9886.0	857.0	705.0	2867.0	8561.0
366	388	219	240	5475.0	3414.0	1166.0	4229.0	7367.0	926.0	2455.0	2795.0	3386.0	3627.0	1151.0	9283.0	4879.0	5191.0	2399.0	4029.0	8267.0	714.0	4237.0	7588.0	9466.0	3639.0	3359.0	2565.0	4462.0	2501.0	6119.0	9653.0	7127.0	4096.0	4936.0	5751.0	4090.0	2599.0	964.0	7991.0	2761.0	7107.0	980.0	9570.0	6419.0	2847.0	4634.0	664.0	9750.0	874.0	699.0	2827.0	8550.0
384	390	237	242	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
38	194	37	99	5491.0	3453.0	1203.0	4366.0	7382.0	918.0	2505.0	2991.0	3463.0	3645.0	1183.0	9362.0	4863.0	5160.0	2363.0	4133.0	8374.0	759.0	4321.0	7642.0	9595.0	3654.0	3448.0	2533.0	4546.0	2725.0	6126.0	9788.0	7223.0	4125.0	4998.0	5834.0	4115.0	2599.0	1020.0	8021.0	2765.0	7126.0	1059.0	9669.0	6349.0	2971.0	4691.0	671.0	9966.0	879.0	744.0	2927.0	8590.0
43	205	38	110	5646.0	3448.0	1203.0	4356.0	7382.0	917.0	2519.0	2987.0	3466.0	3683.0	1270.0	9344.0	4876.0	5162.0	2373.0	4064.0	8379.0	765.0	4305.0	7649.0	9551.0	3654.0	3425.0	2544.0	4553.0	2686.0	6195.0	9790.0	7213.0	4124.0	4997.0	5808.0	4098.0	2667.0	1083.0	8079.0	2761.0	7096.0	1072.0	9661.0	6347.0	2969.0	4874.0	775.0	9931.0	876.0	710.0	2928.0	8578.0
43	249	38	145	5465.0	3362.0	1192.0	4271.0	7346.0	905.0	2473.0	2977.0	3393.0	3599.0	1180.0	9282.0	4830.0	5148.0	2364.0	4048.0	8353.0	736.0	4231.0	7622.0	9478.0	3633.0	3372.0	2509.0	4421.0	2445.0	6113.0	9787.0	7197.0	4111.0	4921.0	5746.0	4070.0	2598.0	875.0	7993.0	2753.0	7099.0	995.0	9608.0	6323.0	2837.0	4667.0	689.0	9886.0	848.0	672.0	2884.0	8556.0
45	193	40	98	5494.0	3455.0	1207.0	4370.0	7374.0	920.0	2509.0	2994.0	3466.0	3646.0	1192.0	9365.0	4867.0	5162.0	2374.0	4133.0	8376.0	761.0	4320.0	7643.0	9594.0	3658.0	3435.0	2547.0	4548.0	2780.0	6126.0	9789.0	7187.0	4127.0	5002.0	5841.0	4145.0	2603.0	1024.0	8069.0	2786.0	7077.0	1060.0	9673.0	6355.0	2972.0	4694.0	673.0	9966.0	887.0	746.0	2959.0	8581.0
46	226	41	129	5497.0	3352.0	1199.0	4274.0	7350.0	887.0	2490.0	2971.0	3419.0	3604.0	1172.0	9218.0	4823.0	5147.0	2363.0	4011.0	8321.0	645.0	4159.0	7627.0	9493.0	3625.0	3378.0	2511.0	4368.0	2514.0	6111.0	9786.0	7200.0	4118.0	4916.0	5745.0	4061.0	2602.0	873.0	7976.0	2682.0	7070.0	1002.0	9596.0	6347.0	2935.0	4717.0	676.0	9890.0	838.0	660.0	2896.0	8554.0
51	177	46	88	5582.0	3372.0	1228.0	4287.0	7330.0	711.0	2508.0	3003.0	3440.0	3617.0	1031.0	9195.0	4854.0	5166.0	2335.0	4014.0	8308.0	752.0	4314.0	7596.0	9384.0	3630.0	3414.0	2485.0	4360.0	2502.0	6089.0	9786.0	7157.0	4128.0	4932.0	5759.0	4163.0	2616.0	1034.0	7974.0	2720.0	7068.0	1056.0	9624.0	6394.0	2834.0	4679.0	679.0	9912.0	675.0	673.0	2749.0	8579.0
51	55	46	50	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
51	56	46	51	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
51	373	46	226	5490.0	3324.0	1205.0	4254.0	7356.0	925.0	2437.0	2971.0	3426.0	3619.0	1200.0	9262.0	4862.0	5159.0	2400.0	3983.0	8330.0	639.0	4203.0	7568.0	9475.0	3630.0	3371.0	2553.0	4465.0	2458.0	6093.0	9756.0	7185.0	4102.0	4937.0	5752.0	4128.0	2603.0	957.0	8027.0	2736.0	7091.0	966.0	9569.0	6337.0	2852.0	4663.0	673.0	9871.0	858.0	669.0	2809.0	8507.0
53	208	48	113	5538.0	3355.0	1216.0	4316.0	7375.0	897.0	2516.0	2985.0	3411.0	3683.0	1214.0	9344.0	4868.0	5160.0	2390.0	4011.0	8328.0	767.0	4292.0	7649.0	9493.0	3659.0	3390.0	2570.0	4548.0	2658.0	6185.0	9787.0	7239.0	4118.0	5003.0	5857.0	4077.0	2650.0	1045.0	8090.0	2743.0	7084.0	1041.0	9604.0	6353.0	2880.0	4819.0	776.0	9945.0	879.0	674.0	2904.0	8564.0
54	226	49	129	5477.0	3342.0	1199.0	4276.0	7344.0	884.0	2487.0	2966.0	3398.0	3635.0	1204.0	9210.0	4819.0	5140.0	2369.0	4005.0	8318.0	628.0	4157.0	7633.0	9493.0	3615.0	3374.0	2513.0	4367.0	2457.0	6116.0	9781.0	7167.0	4110.0	4930.0	5746.0	4058.0	2593.0	880.0	7974.0	2682.0	7069.0	1002.0	9596.0	6346.0	2870.0	4643.0	676.0	9859.0	828.0	656.0	2821.0	8526.0
54	171	49	84	5552.0	3384.0	1229.0	4290.0	7354.0	716.0	2513.0	2852.0	3465.0	3616.0	1037.0	9195.0	4850.0	5199.0	2396.0	4069.0	8305.0	692.0	4321.0	7596.0	9384.0	3586.0	3224.0	2526.0	4352.0	2492.0	6018.0	9711.0	7171.0	4099.0	4934.0	5695.0	4166.0	2638.0	1032.0	7937.0	2719.0	7073.0	1062.0	9625.0	6305.0	2832.0	4674.0	614.0	9908.0	664.0	748.0	2724.0	8432.0
55	177	50	88	5517.0	3431.0	1229.0	4285.0	7329.0	711.0	2491.0	2845.0	3442.0	3616.0	1029.0	9197.0	4853.0	5167.0	2336.0	4014.0	8307.0	669.0	4317.0	7595.0	9384.0	3599.0	3411.0	2472.0	4353.0	2493.0	6050.0	9780.0	7156.0	4129.0	4923.0	5743.0	4159.0	2619.0	1036.0	7968.0	2724.0	7065.0	1012.0	9625.0	6391.0	2828.0	4688.0	615.0	9877.0	672.0	658.0	2742.0	8557.0
