alnA	alnB	A	B	YOR089C_43	YOR089C_54	YOR089C_39	YOR089C_67	YOR089C_38	YOR089C_61	YOR089C_70	YOR089C_11	YOR089C_32	YOR089C_36	YOR089C_28	YOR089C_69	YOR089C_56	YOR089C_15	YOR089C_64	YOR089C_10	YOR089C_20	YOR089C_24	YOR089C_12	YOR089C_03	YOR089C_07	YOR089C_44	YOR089C_52	YOR089C_26	YOR089C_17	YOR089C_59	YOR089C_02	YOR089C_33	YOR089C_48	YOR089C_35	YOR089C_60	YOR089C_47	YOR089C_41	YOR089C_27
227	342	100	140	2519.0	4521.0	4054.0	2389.0	6535.0	3058.0	5848.0	4516.0	5027.0	9579.0	2470.0	7627.0	3357.0	7083.0	947.0	1562.0	939.0	3166.0	8694.0	5820.0	4606.0	4851.0	7561.0	4543.0	6386.0	8900.0	1134.0	8976.0	5978.0	952.0	4827.0	7139.0	4162.0	8675.0
231	342	104	140	2522.0	4521.0	4054.0	2387.0	6535.0	3055.0	5836.0	4465.0	5022.0	9550.0	2470.0	7625.0	3360.0	7078.0	946.0	1564.0	938.0	3160.0	8695.0	5818.0	4605.0	4676.0	7509.0	4542.0	6386.0	8900.0	1133.0	8970.0	5976.0	955.0	4828.0	7137.0	4159.0	8674.0
251	388	113	164	2524.0	4211.0	4045.0	2337.0	6273.0	3024.0	5764.0	4203.0	4905.0	9465.0	2342.0	7500.0	3211.0	7074.0	868.0	1538.0	826.0	3012.0	8640.0	5807.0	4473.0	4777.0	6713.0	4463.0	6398.0	8897.0	1100.0	8975.0	5967.0	805.0	4858.0	7138.0	4154.0	8608.0
251	342	113	140	2530.0	4531.0	4072.0	2485.0	6540.0	3026.0	5832.0	4462.0	5019.0	9552.0	2481.0	7626.0	3366.0	7088.0	952.0	1571.0	869.0	3199.0	8883.0	5821.0	4611.0	4832.0	7499.0	4541.0	6389.0	8908.0	1133.0	8968.0	6539.0	964.0	4828.0	7139.0	4161.0	8684.0
252	385	114	162	2523.0	4216.0	4050.0	2337.0	6281.0	3025.0	5767.0	4207.0	4918.0	9467.0	2348.0	7503.0	3214.0	7073.0	873.0	1541.0	819.0	3016.0	8655.0	5828.0	4480.0	4778.0	7326.0	4465.0	6398.0	8898.0	1109.0	8976.0	5968.0	808.0	4858.0	7138.0	4155.0	8610.0
254	377	116	156	2508.0	4632.0	4060.0	2474.0	6487.0	3026.0	5778.0	4427.0	4932.0	9558.0	2562.0	7655.0	3357.0	7073.0	947.0	1553.0	810.0	3166.0	8899.0	5863.0	4611.0	4779.0	7480.0	4531.0	6398.0	8932.0	1143.0	8979.0	6584.0	934.0	4852.0	7211.0	4158.0	8637.0
255	290	117	131	2549.0	4612.0	4240.0	2503.0	6669.0	3113.0	6117.0	20000.0	20000.0	20000.0	2765.0	7715.0	3387.0	7211.0	1079.0	1580.0	20000.0	3382.0	8974.0	6042.0	20000.0	20000.0	20000.0	4544.0	6477.0	9028.0	1215.0	9231.0	6692.0	995.0	4875.0	7427.0	4296.0	8695.0
255	292	117	133	2540.0	4614.0	4238.0	2495.0	6582.0	3105.0	6086.0	4506.0	5305.0	9603.0	2605.0	7702.0	3377.0	7209.0	984.0	1578.0	20000.0	3375.0	8950.0	5834.0	4772.0	4886.0	7515.0	4542.0	6401.0	9007.0	1211.0	9130.0	6687.0	990.0	4872.0	7208.0	4191.0	8692.0
256	377	118	156	2505.0	4632.0	4064.0	2479.0	6488.0	3028.0	5782.0	4421.0	4929.0	9564.0	2564.0	7657.0	3359.0	7074.0	949.0	1555.0	808.0	3174.0	8913.0	5862.0	4610.0	4779.0	7480.0	4534.0	6396.0	8928.0	1149.0	8980.0	6588.0	936.0	4851.0	7221.0	4157.0	8639.0
258	369	120	148	2514.0	4534.0	4071.0	2491.0	6487.0	3021.0	5793.0	4427.0	5201.0	9579.0	2564.0	7655.0	3364.0	7188.0	951.0	1566.0	814.0	3193.0	8917.0	5873.0	4616.0	4851.0	7481.0	4543.0	6387.0	8944.0	1155.0	8979.0	6557.0	939.0	4861.0	7234.0	4160.0	8638.0
366	388	145	164	2532.0	4210.0	4028.0	2336.0	6277.0	3019.0	5772.0	4206.0	4901.0	9460.0	2346.0	7497.0	3204.0	7089.0	867.0	1541.0	859.0	3012.0	8630.0	5797.0	4477.0	4750.0	6711.0	4462.0	6390.0	8652.0	1093.0	8987.0	5978.0	800.0	4828.0	7228.0	3846.0	8607.0
384	390	161	166	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
38	194	6	74	2442.0	4195.0	4057.0	2325.0	6237.0	2992.0	5887.0	4243.0	4828.0	9621.0	2314.0	7636.0	3221.0	7118.0	895.0	1511.0	897.0	3078.0	8616.0	5723.0	4633.0	4660.0	7395.0	4552.0	6440.0	8827.0	1127.0	8935.0	6029.0	941.0	4788.0	7118.0	4223.0	8535.0
43	205	7	81	2453.0	4253.0	4069.0	2324.0	6196.0	2991.0	5947.0	4247.0	4825.0	9614.0	2305.0	7563.0	3216.0	7058.0	899.0	1504.0	870.0	3083.0	8613.0	5720.0	4635.0	4662.0	7394.0	4547.0	6440.0	8859.0	1122.0	8937.0	6031.0	941.0	4791.0	7131.0	4217.0	8528.0
43	249	7	111	2446.0	4194.0	4018.0	2322.0	6131.0	2986.0	5879.0	4239.0	4824.0	9497.0	2299.0	7559.0	3209.0	7049.0	888.0	1499.0	857.0	3079.0	8611.0	5701.0	4628.0	4661.0	7389.0	4524.0	6391.0	8832.0	1111.0	8935.0	6024.0	940.0	4793.0	7127.0	4187.0	8518.0
45	193	9	73	2446.0	4282.0	4060.0	2329.0	6317.0	2998.0	5949.0	4246.0	4831.0	9621.0	2352.0	7640.0	3231.0	7125.0	897.0	1517.0	935.0	3125.0	8617.0	5728.0	4635.0	4664.0	7399.0	4552.0	6441.0	8834.0	1141.0	8936.0	6033.0	945.0	4790.0	7126.0	4223.0	8542.0
46	226	10	99	2443.0	4258.0	4062.0	2316.0	6178.0	2992.0	5884.0	4242.0	4825.0	9500.0	2307.0	7529.0	3215.0	7049.0	890.0	1515.0	859.0	3076.0	8600.0	5713.0	4625.0	4651.0	7406.0	4525.0	6426.0	8834.0	1111.0	8905.0	6016.0	939.0	4789.0	7130.0	4155.0	8570.0
51	177	15	63	2443.0	3950.0	4058.0	2286.0	5925.0	2728.0	5913.0	4241.0	4726.0	9633.0	1986.0	7497.0	3244.0	7148.0	877.0	1408.0	854.0	3038.0	8622.0	5709.0	4631.0	4566.0	5789.0	4299.0	6410.0	7798.0	1167.0	8582.0	5972.0	781.0	4586.0	7124.0	4129.0	8516.0
51	55	15	19	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
51	56	15	20	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
51	373	15	152	2445.0	4208.0	3959.0	2325.0	6175.0	2978.0	5763.0	4200.0	4826.0	9460.0	2339.0	7534.0	3234.0	7073.0	918.0	1544.0	802.0	3081.0	8617.0	5724.0	4606.0	4649.0	6011.0	4379.0	6385.0	8861.0	1085.0	8578.0	5979.0	926.0	4819.0	7122.0	4157.0	8553.0
53	208	17	84	2446.0	4259.0	4034.0	2317.0	6181.0	2986.0	5935.0	4265.0	4832.0	9617.0	2341.0	7529.0	3239.0	7068.0	920.0	1555.0	952.0	3091.0	8614.0	5728.0	4629.0	4659.0	7419.0	4544.0	6412.0	8856.0	1135.0	8907.0	6044.0	952.0	4821.0	7133.0	4160.0	8562.0
54	226	18	99	2436.0	4260.0	4037.0	2308.0	6181.0	2987.0	5893.0	4254.0	4827.0	9498.0	2337.0	7511.0	3229.0	7053.0	913.0	1544.0	884.0	3086.0	8604.0	5719.0	4626.0	4648.0	7414.0	4534.0	6415.0	8845.0	1110.0	8899.0	6012.0	946.0	4871.0	7127.0	4148.0	8561.0
54	171	18	59	2435.0	3951.0	3877.0	2221.0	5939.0	2724.0	5859.0	4229.0	4693.0	9522.0	1599.0	7434.0	3247.0	7135.0	859.0	1406.0	849.0	3032.0	8632.0	5707.0	4634.0	4633.0	5781.0	4190.0	6411.0	7775.0	1172.0	8536.0	5965.0	778.0	4577.0	7096.0	4040.0	8521.0
55	177	19	63	2445.0	3950.0	3882.0	2281.0	5968.0	2728.0	5913.0	4242.0	4725.0	9635.0	1621.0	7448.0	3248.0	7156.0	867.0	1408.0	847.0	3036.0	8624.0	5706.0	4649.0	4562.0	5788.0	4185.0	6409.0	7798.0	1168.0	8543.0	5965.0	782.0	4748.0	7117.0	4130.0	8554.0
57	62	21	26	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
59	376	23	155	2439.0	4206.0	3941.0	2301.0	6133.0	2977.0	5775.0	4234.0	4831.0	9471.0	1604.0	7529.0	3335.0	7068.0	886.0	1545.0	803.0	3078.0	8615.0	5718.0	4596.0	4643.0	6005.0	4371.0	6393.0	8906.0	1084.0	8580.0	6012.0	923.0	4756.0	7124.0	4152.0	8545.0
61	390	25	166	2432.0	4038.0	3932.0	2289.0	5966.0	2775.0	5763.0	4159.0	4831.0	9440.0	1594.0	7490.0	3246.0	7061.0	874.0	1443.0	793.0	3015.0	8603.0	5701.0	4470.0	4633.0	5999.0	4324.0	6391.0	7799.0	1077.0	8585.0	5965.0	916.0	4673.0	7118.0	4139.0	8545.0
134	193	40	73	2500.0	3893.0	3867.0	2206.0	5870.0	2805.0	5960.0	4196.0	4719.0	9407.0	1538.0	7386.0	3209.0	7075.0	870.0	1533.0	895.0	3052.0	8603.0	5611.0	4519.0	4479.0	5794.0	4153.0	6405.0	7753.0	1143.0	8522.0	5927.0	676.0	4552.0	7097.0	3813.0	8625.0
169	194	57	74	2449.0	3954.0	3867.0	2214.0	5924.0	2761.0	5857.0	4235.0	4716.0	9407.0	1539.0	7454.0	3205.0	7063.0	845.0	1411.0	861.0	3038.0	8557.0	5714.0	4557.0	4459.0	5787.0	4192.0	6396.0	7800.0	1115.0	8525.0	5938.0	778.0	4585.0	7102.0	3837.0	8502.0
170	194	58	74	2452.0	3955.0	3872.0	2216.0	5926.0	2762.0	5860.0	4236.0	4717.0	9413.0	1541.0	7456.0	3207.0	7094.0	847.0	1414.0	874.0	3040.0	8558.0	5719.0	4605.0	4462.0	5789.0	4192.0	6400.0	7805.0	1116.0	8528.0	5940.0	780.0	4588.0	7103.0	3839.0	8574.0
171	193	59	73	2454.0	3962.0	3876.0	2270.0	5929.0	2854.0	5861.0	4243.0	4720.0	9419.0	1544.0	7464.0	3209.0	7101.0	850.0	1423.0	880.0	3044.0	8560.0	5802.0	4609.0	4492.0	5795.0	4196.0	6406.0	7823.0	1179.0	8556.0	5948.0	783.0	4591.0	7106.0	3843.0	8578.0
173	193	61	73	20000.0	4013.0	4178.0	20000.0	6177.0	3014.0	20000.0	4480.0	5153.0	9436.0	1596.0	7710.0	3417.0	7273.0	861.0	1743.0	20000.0	3151.0	8707.0	5949.0	4763.0	4580.0	5806.0	4665.0	6599.0	7913.0	1192.0	8619.0	6232.0	899.0	4663.0	20000.0	3884.0	20000.0
204	390	80	166	2483.0	4183.0	4062.0	2300.0	6149.0	2986.0	5761.0	4171.0	4707.0	9463.0	2197.0	7497.0	3213.0	7067.0	861.0	1528.0	802.0	3004.0	8643.0	5805.0	4464.0	4760.0	6046.0	4461.0	6394.0	8884.0	1097.0	8941.0	5964.0	806.0	4676.0	7133.0	3850.0	8604.0
210	255	86	117	2543.0	4687.0	4068.0	2474.0	6492.0	3085.0	5932.0	4546.0	5232.0	9607.0	2596.0	7749.0	3419.0	7151.0	963.0	1603.0	20000.0	3190.0	8919.0	5839.0	4778.0	4771.0	7479.0	4712.0	6398.0	8905.0	1137.0	8992.0	6554.0	959.0	4830.0	7192.0	4220.0	8697.0
214	221	90	95	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	254	96	116	2550.0	4711.0	4078.0	2472.0	6490.0	3088.0	5937.0	4605.0	5239.0	9615.0	2600.0	7630.0	3418.0	7155.0	965.0	1569.0	20000.0	3206.0	8920.0	5846.0	4840.0	4774.0	7559.0	4720.0	6421.0	8908.0	1151.0	8990.0	6560.0	960.0	4849.0	7280.0	4221.0	8694.0
255	283	117	129	20000.0	20000.0	20000.0	20000.0	20000.0	3143.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	1647.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	4920.0	20000.0	20000.0	20000.0
256	370	118	149	2514.0	4640.0	4069.0	2490.0	6491.0	3026.0	5798.0	4432.0	5141.0	9572.0	2566.0	7655.0	3365.0	7189.0	952.0	1564.0	828.0	3188.0	8915.0	5871.0	4618.0	4850.0	7481.0	4540.0	6394.0	8945.0	1151.0	8980.0	6559.0	939.0	4859.0	7210.0	4162.0	8639.0
257	374	119	153	2505.0	4628.0	4065.0	2481.0	6489.0	3032.0	5783.0	4420.0	4931.0	9571.0	2563.0	7659.0	3362.0	7075.0	950.0	1557.0	809.0	3185.0	8919.0	5864.0	4611.0	4781.0	7481.0	4536.0	6394.0	8929.0	1151.0	8982.0	6559.0	935.0	4850.0	7221.0	4158.0	8638.0
283	368	129	147	2529.0	4308.0	4076.0	2167.0	6252.0	3062.0	5809.0	4437.0	4709.0	9578.0	1768.0	7671.0	3373.0	7343.0	865.0	1542.0	803.0	3071.0	8719.0	5936.0	4614.0	4740.0	6046.0	4374.0	6410.0	8965.0	1164.0	9067.0	6298.0	728.0	4565.0	7128.0	4157.0	8671.0
354	366	144	145	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
33	142	3	46	2433.0	3948.0	3869.0	2213.0	5918.0	2785.0	5864.0	4232.0	4702.0	9422.0	1539.0	7440.0	3201.0	7100.0	849.0	1408.0	860.0	3038.0	8557.0	5725.0	4580.0	4426.0	5786.0	4187.0	6414.0	7794.0	1109.0	8534.0	5940.0	800.0	4586.0	7095.0	3835.0	8515.0
33	169	3	57	2435.0	3953.0	3872.0	2218.0	5947.0	2789.0	5868.0	4235.0	4703.0	9426.0	1546.0	7438.0	3202.0	7108.0	854.0	1409.0	872.0	3040.0	8559.0	5726.0	4591.0	4429.0	5782.0	4182.0	6415.0	7821.0	1111.0	8538.0	5943.0	796.0	4585.0	7100.0	3841.0	8515.0
37	43	5	7	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
38	43	6	7	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
43	167	7	55	2438.0	3953.0	3872.0	2217.0	5952.0	2731.0	5863.0	4237.0	4701.0	9423.0	1547.0	7426.0	3210.0	7100.0	849.0	1408.0	878.0	3039.0	8560.0	5730.0	4602.0	4434.0	5784.0	4190.0	6412.0	7824.0	1110.0	8538.0	5942.0	780.0	4580.0	7097.0	3842.0	8516.0
43	390	7	166	2463.0	4141.0	4056.0	2298.0	5923.0	2982.0	5763.0	4173.0	4707.0	9471.0	2302.0	7499.0	3224.0	7086.0	858.0	1496.0	800.0	3009.0	8616.0	5701.0	4465.0	4647.0	6045.0	4405.0	6397.0	8864.0	1153.0	8939.0	5961.0	812.0	4677.0	7137.0	3855.0	8515.0
45	170	9	58	2440.0	3958.0	3874.0	2221.0	5950.0	2734.0	5872.0	4236.0	4711.0	9427.0	1555.0	7439.0	3224.0	7144.0	853.0	1411.0	885.0	3040.0	8572.0	5730.0	4607.0	4464.0	5787.0	4189.0	6414.0	7830.0	1119.0	8540.0	5951.0	784.0	4584.0	7100.0	3846.0	8521.0
47	229	11	102	2443.0	4270.0	4057.0	2316.0	6178.0	2993.0	5884.0	4243.0	4826.0	9498.0	2306.0	7528.0	3215.0	7048.0	892.0	1511.0	868.0	3077.0	8603.0	5718.0	4625.0	4652.0	7404.0	4524.0	6425.0	8835.0	1110.0	8906.0	6015.0	939.0	4801.0	7130.0	4154.0	8556.0
55	132	19	39	2446.0	4093.0	4030.0	2281.0	5917.0	2816.0	6104.0	4349.0	4734.0	9630.0	1547.0	7395.0	3254.0	7107.0	943.0	1499.0	889.0	3139.0	8622.0	5738.0	4618.0	4564.0	5864.0	4159.0	6409.0	8137.0	1191.0	8585.0	5941.0	783.0	4580.0	7147.0	3915.0	8544.0
55	137	19	43	2436.0	3965.0	4028.0	2229.0	5915.0	2723.0	5861.0	4228.0	4727.0	9554.0	1546.0	7440.0	3253.0	7126.0	865.0	1411.0	880.0	3038.0	8665.0	5780.0	4518.0	4567.0	5796.0	4161.0	6439.0	7880.0	1361.0	8582.0	5948.0	778.0	4578.0	7093.0	4032.0	8531.0
59	172	23	60	2444.0	3955.0	3876.0	2237.0	5943.0	2727.0	5861.0	4244.0	4705.0	9534.0	1607.0	7437.0	3255.0	7164.0	860.0	1410.0	849.0	3135.0	8665.0	5710.0	4658.0	4565.0	5786.0	4186.0	6413.0	7844.0	1175.0	8539.0	5963.0	782.0	4584.0	7099.0	3885.0	8532.0
61	384	25	161	2436.0	4169.0	3934.0	2293.0	6119.0	2784.0	5769.0	4168.0	4832.0	9449.0	1598.0	7495.0	3294.0	7064.0	881.0	1466.0	800.0	3043.0	8608.0	5705.0	4490.0	4632.0	6003.0	4368.0	6394.0	8570.0	1082.0	8584.0	5977.0	918.0	4678.0	7120.0	4145.0	8544.0
119	137	37	43	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
132	137	39	43	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
134	170	40	58	2760.0	4234.0	3890.0	2318.0	5909.0	3028.0	6076.0	4279.0	4907.0	20000.0	1805.0	7713.0	3419.0	7252.0	1104.0	1553.0	1088.0	3224.0	8950.0	5810.0	4709.0	4987.0	5867.0	4164.0	6428.0	8141.0	20000.0	8544.0	5947.0	1080.0	4894.0	7317.0	3823.0	8808.0
171	190	59	70	2595.0	4096.0	4175.0	20000.0	6067.0	3007.0	6167.0	4475.0	4959.0	9430.0	1596.0	20000.0	3211.0	7279.0	857.0	1573.0	942.0	3095.0	8603.0	5937.0	4867.0	4579.0	5811.0	4208.0	6495.0	8013.0	1224.0	8618.0	5997.0	832.0	4659.0	7135.0	3885.0	20000.0
171	195	59	75	2456.0	3959.0	3875.0	2218.0	6057.0	2852.0	5863.0	4237.0	4718.0	9419.0	1547.0	7459.0	3208.0	7093.0	851.0	1418.0	876.0	3042.0	8567.0	5720.0	4610.0	4492.0	5791.0	4194.0	6403.0	7827.0	1117.0	8551.0	5950.0	784.0	4588.0	7104.0	3844.0	8576.0
172	190	60	70	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
188	229	69	102	2457.0	3913.0	4082.0	2314.0	5973.0	2829.0	5900.0	4152.0	4723.0	9437.0	1656.0	7508.0	3249.0	7046.0	887.0	1410.0	867.0	3097.0	8620.0	5711.0	4566.0	4650.0	5795.0	4252.0	6415.0	7948.0	1104.0	8583.0	6005.0	948.0	4875.0	7156.0	4049.0	8512.0
188	236	69	106	2457.0	4125.0	4081.0	2315.0	5984.0	3025.0	5916.0	4153.0	4725.0	9437.0	1657.0	7515.0	3247.0	7041.0	953.0	1421.0	874.0	3092.0	8615.0	5716.0	4628.0	4647.0	5795.0	4252.0	6399.0	7758.0	1106.0	8578.0	5998.0	991.0	4833.0	7158.0	4049.0	8513.0
193	202	73	78	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
198	246	77	110	2466.0	4567.0	4053.0	2410.0	6505.0	3096.0	5921.0	4270.0	5026.0	9564.0	2562.0	7656.0	3260.0	7152.0	978.0	1568.0	892.0	3160.0	8632.0	5875.0	4639.0	4766.0	7439.0	4529.0	6397.0	8887.0	1158.0	9045.0	6321.0	977.0	4824.0	7164.0	4195.0	8675.0
203	241	79	108	2467.0	4566.0	4054.0	2412.0	6505.0	3100.0	5923.0	4274.0	5028.0	9628.0	2560.0	7657.0	3262.0	7155.0	982.0	1568.0	894.0	3160.0	8984.0	5907.0	4639.0	4815.0	7440.0	4531.0	6425.0	9089.0	1159.0	9046.0	6324.0	995.0	4854.0	7164.0	4194.0	8857.0
211	291	87	132	2519.0	4609.0	4058.0	2474.0	6497.0	3057.0	5926.0	4603.0	5208.0	9597.0	2719.0	7639.0	3372.0	7090.0	952.0	1568.0	20000.0	3189.0	8908.0	5834.0	4774.0	4760.0	7477.0	4545.0	6388.0	8905.0	1133.0	8989.0	6527.0	953.0	4839.0	7182.0	4182.0	8682.0
221	225	95	98	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	226	96	99	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
223	227	97	100	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
34	196	4	76	2440.0	4192.0	4054.0	2322.0	6221.0	2990.0	5887.0	4242.0	4824.0	9617.0	2307.0	7633.0	3216.0	7055.0	894.0	1501.0	857.0	3079.0	8617.0	5719.0	4633.0	4652.0	6048.0	4552.0	6393.0	8824.0	1072.0	8934.0	6027.0	914.0	4787.0	7114.0	4220.0	8521.0
44	384	8	161	2458.0	4160.0	4052.0	2337.0	6129.0	2983.0	5763.0	4175.0	4812.0	9562.0	2304.0	7501.0	3222.0	7074.0	868.0	1499.0	801.0	3011.0	8614.0	5696.0	4472.0	4726.0	6051.0	4407.0	6394.0	8868.0	1153.0	8936.0	5962.0	813.0	4676.0	7139.0	4157.0	8515.0
45	384	9	161	2458.0	4162.0	4047.0	2337.0	6132.0	2983.0	5764.0	4179.0	4816.0	9561.0	2306.0	7503.0	3224.0	7074.0	869.0	1502.0	801.0	3012.0	8616.0	5704.0	4477.0	4724.0	6051.0	4464.0	6394.0	8880.0	1103.0	8936.0	5964.0	814.0	4677.0	7138.0	4157.0	8517.0
46	191	10	71	2446.0	4282.0	4060.0	2332.0	6321.0	3001.0	5948.0	4246.0	4834.0	9627.0	2353.0	7555.0	3235.0	7143.0	898.0	1519.0	935.0	3125.0	8619.0	5730.0	4634.0	4665.0	7404.0	4553.0	6438.0	8835.0	1158.0	8936.0	6030.0	946.0	4804.0	7126.0	4222.0	8544.0
50	208	14	84	2447.0	4259.0	4038.0	2318.0	6184.0	2988.0	5937.0	4259.0	4831.0	9615.0	2343.0	7534.0	3237.0	7069.0	917.0	1554.0	954.0	3090.0	8615.0	5728.0	4632.0	4660.0	7419.0	4546.0	6415.0	8852.0	1132.0	8909.0	6053.0	949.0	4818.0	7134.0	4161.0	8562.0
50	210	14	86	2446.0	4254.0	4033.0	2318.0	6180.0	2988.0	5936.0	4256.0	4829.0	9614.0	2340.0	7530.0	3229.0	7067.0	914.0	1556.0	950.0	3089.0	8613.0	5723.0	4626.0	4659.0	7423.0	4546.0	6416.0	8850.0	1125.0	8906.0	6052.0	946.0	4820.0	7139.0	4159.0	8561.0
52	381	16	158	2443.0	4197.0	3946.0	2297.0	6168.0	2976.0	5766.0	4190.0	4824.0	9453.0	1614.0	7534.0	3238.0	7067.0	886.0	1540.0	797.0	3013.0	8617.0	5721.0	4542.0	4622.0	6005.0	4375.0	6386.0	8570.0	1082.0	8573.0	5974.0	901.0	4671.0	7119.0	4154.0	8545.0
57	378	21	157	2440.0	4205.0	3940.0	2300.0	6140.0	2977.0	5774.0	4202.0	4829.0	9466.0	1606.0	7529.0	3335.0	7067.0	886.0	1543.0	802.0	3078.0	8616.0	5716.0	4599.0	4640.0	6007.0	4373.0	6392.0	8903.0	1084.0	8916.0	6009.0	920.0	4758.0	7123.0	4153.0	8545.0
60	378	24	157	2439.0	4205.0	3937.0	2298.0	6129.0	2788.0	5773.0	4202.0	4831.0	9466.0	1598.0	7528.0	3321.0	7067.0	883.0	1544.0	802.0	3076.0	8611.0	5709.0	4596.0	4638.0	6004.0	4371.0	6393.0	8820.0	1084.0	8580.0	6009.0	919.0	4755.0	7124.0	4150.0	8544.0
