alnA	alnB	A	B	YNL090W_36	YNL090W_17	YNL090W_11	YNL090W_19	YNL090W_42	YNL090W_32	YNL090W_28	YNL090W_57	YNL090W_67	YNL090W_51	YNL090W_37	YNL090W_50	YNL090W_66	YNL090W_03	YNL090W_22	YNL090W_60	YNL090W_06	YNL090W_56	YNL090W_21	YNL090W_62	YNL090W_09	YNL090W_15	YNL090W_64	YNL090W_12	YNL090W_05	YNL090W_20	YNL090W_44	YNL090W_24	YNL090W_25	YNL090W_43	YNL090W_40	YNL090W_54	YNL090W_68	YNL090W_30	YNL090W_01	YNL090W_23	YNL090W_65	YNL090W_02	YNL090W_61	YNL090W_41	YNL090W_46	YNL090W_58	YNL090W_55	YNL090W_33	YNL090W_48	YNL090W_49	YNL090W_16
210	255	85	116	1749.0	3855.0	8863.0	3634.0	3271.0	6801.0	4882.0	2781.0	2927.0	1293.0	5579.0	337.0	1820.0	6889.0	1592.0	5643.0	1756.0	7043.0	7512.0	9749.0	6680.0	2758.0	1777.0	777.0	2434.0	1150.0	1385.0	4908.0	1225.0	4982.0	5908.0	2360.0	938.0	8432.0	298.0	7594.0	9181.0	2306.0	9442.0	2506.0	1542.0	9390.0	1068.0	695.0	7273.0	4136.0	4141.0
214	221	89	94	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	254	95	115	1757.0	3921.0	8887.0	3640.0	3272.0	6811.0	4964.0	2774.0	2915.0	1291.0	5587.0	350.0	1825.0	6888.0	1604.0	5648.0	1752.0	7048.0	7538.0	9777.0	6720.0	2766.0	1781.0	776.0	2424.0	1114.0	1490.0	4908.0	1225.0	5071.0	5972.0	2360.0	931.0	8466.0	306.0	7627.0	9227.0	2305.0	9451.0	2513.0	1556.0	9396.0	1065.0	703.0	7219.0	4137.0	4140.0
255	283	116	130	20000.0	4024.0	8892.0	3658.0	20000.0	6854.0	4989.0	2643.0	2809.0	1051.0	5635.0	370.0	1732.0	6913.0	1858.0	5651.0	1764.0	20000.0	7530.0	9976.0	6519.0	2890.0	1617.0	930.0	2407.0	1123.0	1371.0	4908.0	20000.0	20000.0	5806.0	2599.0	909.0	8543.0	323.0	7518.0	20000.0	2313.0	20000.0	2541.0	1573.0	9385.0	995.0	20000.0	7147.0	4070.0	4219.0
256	370	117	155	1710.0	3911.0	8903.0	3675.0	3239.0	6811.0	4799.0	2682.0	2844.0	1047.0	5548.0	290.0	1719.0	6891.0	1607.0	5521.0	1766.0	7012.0	7444.0	9752.0	6535.0	2713.0	1612.0	795.0	2359.0	1080.0	1372.0	4830.0	1206.0	4928.0	5789.0	2386.0	930.0	8461.0	259.0	7516.0	9114.0	2265.0	9414.0	2528.0	1514.0	9404.0	1082.0	732.0	7211.0	4116.0	4125.0
257	374	118	159	1671.0	3906.0	8906.0	3638.0	3237.0	6790.0	4786.0	2661.0	2848.0	1043.0	5541.0	294.0	1788.0	6887.0	1609.0	5516.0	1765.0	7010.0	7428.0	9755.0	6531.0	2705.0	1618.0	750.0	2358.0	1078.0	1367.0	4832.0	1199.0	4863.0	5780.0	2391.0	933.0	8418.0	260.0	7523.0	9107.0	2267.0	9414.0	2512.0	1512.0	9412.0	1094.0	687.0	7216.0	4104.0	4106.0
283	368	130	153	1558.0	3707.0	8411.0	3520.0	3110.0	6512.0	4661.0	2272.0	2668.0	933.0	5296.0	147.0	1631.0	6718.0	1448.0	5413.0	1636.0	6812.0	7349.0	9660.0	6376.0	2529.0	1504.0	606.0	2156.0	940.0	1196.0	4626.0	1108.0	4738.0	5658.0	2269.0	836.0	8202.0	111.0	7390.0	8942.0	2154.0	9214.0	2357.0	1284.0	9187.0	893.0	582.0	7037.0	3943.0	4008.0
354	366	150	151	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
33	142	3	46	1725.0	3759.0	8567.0	3670.0	3253.0	6598.0	4916.0	2368.0	2916.0	1231.0	5446.0	268.0	1872.0	6880.0	1485.0	5552.0	1779.0	6948.0	7478.0	9720.0	6629.0	2683.0	1654.0	765.0	2338.0	1038.0	1288.0	4730.0	1216.0	4887.0	5826.0	2405.0	951.0	8253.0	173.0	7591.0	9065.0	2276.0	9315.0	2549.0	1389.0	9348.0	1047.0	634.0	7189.0	4075.0	4077.0
33	169	3	56	1728.0	3761.0	8560.0	3665.0	3252.0	6596.0	4917.0	2366.0	2920.0	1235.0	5452.0	269.0	1871.0	6881.0	1487.0	5553.0	1780.0	6948.0	7481.0	9720.0	6663.0	2645.0	1716.0	766.0	2409.0	1035.0	1288.0	4795.0	1220.0	4889.0	5838.0	2409.0	948.0	8264.0	174.0	7589.0	9068.0	2283.0	9326.0	2551.0	1391.0	9346.0	1047.0	641.0	7190.0	4078.0	4077.0
37	43	5	7	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
38	43	6	7	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
43	167	7	54	1730.0	3890.0	8553.0	3689.0	3251.0	6585.0	4914.0	2365.0	2920.0	1234.0	5449.0	276.0	1867.0	6884.0	1483.0	5557.0	1783.0	6947.0	7484.0	9718.0	6632.0	2646.0	1716.0	761.0	2395.0	1042.0	1288.0	4794.0	1220.0	4888.0	5838.0	2409.0	1007.0	8264.0	174.0	7591.0	9067.0	2304.0	9331.0	2554.0	1390.0	9350.0	1045.0	641.0	7191.0	4080.0	4083.0
43	390	7	173	1672.0	3813.0	8842.0	3621.0	3208.0	6558.0	4778.0	2607.0	2806.0	1042.0	5522.0	280.0	1732.0	6856.0	1599.0	5503.0	1781.0	7017.0	7440.0	9715.0	6543.0	2676.0	1614.0	746.0	2280.0	1126.0	1326.0	4814.0	1167.0	4920.0	5770.0	2393.0	938.0	8379.0	246.0	7494.0	9018.0	2234.0	9304.0	2448.0	1493.0	9339.0	1052.0	640.0	7185.0	4095.0	4139.0
45	170	9	57	1751.0	3898.0	8590.0	3691.0	3250.0	6603.0	4916.0	2370.0	2990.0	1238.0	5453.0	389.0	1867.0	6949.0	1631.0	5558.0	1785.0	6956.0	7487.0	9720.0	6668.0	2681.0	1718.0	764.0	2388.0	1046.0	1291.0	4860.0	1225.0	4891.0	5841.0	2417.0	1003.0	8281.0	178.0	7595.0	9078.0	2339.0	9335.0	2515.0	1389.0	9375.0	1066.0	643.0	7192.0	4084.0	4082.0
47	229	11	102	1714.0	3825.0	8842.0	3619.0	3225.0	6760.0	4914.0	2656.0	2961.0	1287.0	5638.0	271.0	1784.0	6843.0	1583.0	5557.0	1751.0	6966.0	7497.0	9749.0	6622.0	2687.0	1671.0	743.0	2367.0	1080.0	1360.0	4831.0	1249.0	4968.0	5800.0	2347.0	959.0	8443.0	241.0	7588.0	9119.0	2372.0	9410.0	2463.0	1513.0	9373.0	1071.0	653.0	7203.0	4114.0	4104.0
55	132	19	39	1774.0	3818.0	8549.0	3746.0	3226.0	6710.0	4795.0	2554.0	2956.0	1216.0	5392.0	405.0	1782.0	6955.0	1545.0	5557.0	1850.0	6985.0	7470.0	9751.0	6672.0	2694.0	1760.0	794.0	2378.0	1096.0	1289.0	4732.0	1240.0	4894.0	5835.0	2291.0	965.0	8369.0	292.0	7526.0	9082.0	2267.0	9283.0	2540.0	1344.0	9397.0	1086.0	712.0	7223.0	4014.0	4083.0
55	137	19	43	1751.0	3817.0	8545.0	3742.0	3237.0	6599.0	4801.0	2448.0	2961.0	1214.0	5445.0	414.0	1837.0	6956.0	1543.0	5554.0	1838.0	6949.0	7474.0	9719.0	6574.0	2686.0	1746.0	786.0	2352.0	1085.0	1288.0	4724.0	1229.0	4887.0	5837.0	2296.0	1020.0	8282.0	181.0	7577.0	9079.0	2268.0	9276.0	2446.0	1352.0	9479.0	1080.0	655.0	7195.0	4085.0	4082.0
59	172	23	59	1764.0	3790.0	8552.0	3698.0	3232.0	6596.0	4909.0	2379.0	2988.0	1279.0	5542.0	430.0	1833.0	6849.0	1546.0	5580.0	1799.0	6946.0	7484.0	9718.0	6583.0	2645.0	1659.0	756.0	2354.0	1015.0	1336.0	4746.0	1214.0	4889.0	5840.0	2418.0	971.0	8270.0	180.0	7571.0	9069.0	2368.0	9359.0	2452.0	1380.0	9312.0	1029.0	653.0	7191.0	4161.0	4080.0
61	384	25	167	1666.0	3763.0	8843.0	3623.0	3203.0	6670.0	4777.0	2438.0	2820.0	1043.0	5482.0	254.0	1682.0	6807.0	1548.0	5493.0	1777.0	6973.0	7428.0	9719.0	6534.0	2655.0	1620.0	738.0	2300.0	1062.0	1300.0	4683.0	1201.0	4894.0	5763.0	2330.0	929.0	8390.0	203.0	7569.0	9024.0	2238.0	9346.0	2443.0	1485.0	9377.0	1051.0	625.0	7177.0	4001.0	4101.0
119	137	37	43	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
132	137	39	43	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
134	170	40	57	1911.0	3855.0	8632.0	3698.0	3323.0	6708.0	4988.0	2722.0	3164.0	1416.0	5394.0	503.0	20000.0	7003.0	1728.0	5700.0	20000.0	7040.0	7528.0	9843.0	6660.0	2940.0	1774.0	765.0	2578.0	1233.0	1448.0	4972.0	1374.0	4973.0	5845.0	2590.0	20000.0	8601.0	428.0	20000.0	9293.0	2273.0	9288.0	20000.0	1346.0	9392.0	20000.0	764.0	7326.0	4094.0	4305.0
171	190	58	69	1764.0	3954.0	8668.0	20000.0	20000.0	20000.0	4916.0	2940.0	20000.0	1475.0	5454.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	7020.0	7744.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	1508.0	20000.0	1513.0	5216.0	5827.0	2375.0	20000.0	8457.0	20000.0	20000.0	9160.0	20000.0	9345.0	2577.0	20000.0	9551.0	20000.0	20000.0	20000.0	4265.0	20000.0
171	195	58	74	1725.0	3904.0	8604.0	3637.0	3348.0	6636.0	4911.0	2378.0	2968.0	1242.0	5451.0	295.0	1900.0	6883.0	1594.0	5616.0	1755.0	7002.0	7551.0	9792.0	6627.0	2705.0	1678.0	753.0	2448.0	1051.0	1294.0	4791.0	1234.0	4897.0	5800.0	2356.0	1032.0	8289.0	183.0	7635.0	9093.0	2287.0	9339.0	2479.0	1467.0	9384.0	1056.0	649.0	7231.0	4193.0	4150.0
172	190	59	69	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
188	229	68	102	1709.0	3799.0	8688.0	3608.0	3224.0	6810.0	4885.0	2558.0	2946.0	1280.0	5539.0	285.0	1728.0	6918.0	1568.0	5609.0	1769.0	6980.0	7512.0	9750.0	6601.0	2759.0	1678.0	754.0	2371.0	1221.0	1300.0	4782.0	1223.0	4900.0	5802.0	2341.0	939.0	8408.0	218.0	7579.0	9119.0	2361.0	9323.0	2510.0	1363.0	9354.0	1028.0	696.0	7225.0	4126.0	4100.0
188	236	68	106	1711.0	3797.0	8826.0	3608.0	3222.0	6809.0	4878.0	2645.0	2944.0	1283.0	5533.0	283.0	1788.0	6914.0	1577.0	5606.0	1757.0	7009.0	7509.0	9746.0	6608.0	2761.0	1680.0	758.0	2373.0	1079.0	1347.0	4785.0	1194.0	4901.0	5802.0	2344.0	938.0	8408.0	231.0	7580.0	9118.0	2330.0	9329.0	2510.0	1518.0	9305.0	1038.0	654.0	7225.0	4096.0	4106.0
193	202	72	77	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
198	246	76	109	1716.0	3824.0	8848.0	3625.0	3240.0	6806.0	4882.0	2665.0	2970.0	1310.0	5537.0	293.0	1801.0	6902.0	1598.0	5632.0	1824.0	7026.0	7499.0	9742.0	6678.0	2768.0	1702.0	849.0	2421.0	1175.0	1365.0	4835.0	1229.0	4978.0	5799.0	2358.0	943.0	8416.0	247.0	7582.0	9194.0	2354.0	9362.0	2511.0	1568.0	9385.0	1095.0	782.0	7281.0	4167.0	4253.0
203	241	78	108	1717.0	3826.0	8876.0	3628.0	3240.0	6805.0	4887.0	2673.0	2972.0	1313.0	5538.0	328.0	1813.0	6923.0	1609.0	5568.0	1790.0	7031.0	7497.0	9747.0	6679.0	2770.0	1705.0	851.0	2424.0	1176.0	1368.0	4837.0	1230.0	4976.0	5802.0	2365.0	947.0	8419.0	247.0	7583.0	9195.0	2360.0	9364.0	2512.0	1576.0	9384.0	1099.0	783.0	7286.0	4163.0	4255.0
211	291	86	137	1648.0	3843.0	8815.0	3591.0	3216.0	6779.0	4877.0	2631.0	2733.0	1060.0	5502.0	286.0	1699.0	6862.0	1587.0	5523.0	1734.0	6982.0	7409.0	9743.0	6513.0	2703.0	1613.0	767.0	2192.0	1081.0	1377.0	4772.0	1203.0	4931.0	5761.0	2351.0	899.0	8420.0	296.0	7501.0	9122.0	2283.0	9418.0	2455.0	1487.0	9406.0	1005.0	691.0	7213.0	4114.0	4127.0
221	225	94	98	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	226	95	99	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
223	227	96	100	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
34	196	4	75	1715.0	3828.0	8838.0	3630.0	3263.0	6748.0	4899.0	2706.0	2961.0	1294.0	5535.0	265.0	1778.0	6845.0	1579.0	5559.0	1747.0	6956.0	7492.0	9737.0	6582.0	2664.0	1676.0	733.0	2346.0	1086.0	1383.0	4886.0	1228.0	4957.0	5799.0	2357.0	935.0	8435.0	268.0	7597.0	9127.0	2318.0	9396.0	2472.0	1511.0	9356.0	1074.0	647.0	7195.0	4093.0	4116.0
44	384	8	167	1674.0	3813.0	8843.0	3626.0	3206.0	6565.0	4781.0	2608.0	2812.0	1039.0	5512.0	277.0	1729.0	6851.0	1600.0	5508.0	1779.0	7020.0	7436.0	9717.0	6529.0	2679.0	1613.0	689.0	2283.0	1123.0	1361.0	4818.0	1170.0	4907.0	5768.0	2392.0	927.0	8382.0	248.0	7495.0	9079.0	2247.0	9301.0	2446.0	1510.0	9341.0	1056.0	652.0	7185.0	4094.0	4126.0
45	384	9	167	1672.0	3814.0	8842.0	3626.0	3207.0	6718.0	4781.0	2606.0	2815.0	1040.0	5513.0	277.0	1727.0	6847.0	1601.0	5517.0	1779.0	7020.0	7436.0	9719.0	6529.0	2677.0	1613.0	747.0	2283.0	1124.0	1355.0	4814.0	1170.0	4907.0	5769.0	2362.0	927.0	8385.0	251.0	7495.0	9080.0	2247.0	9302.0	2447.0	1509.0	9349.0	1054.0	651.0	7186.0	4153.0	4127.0
46	191	10	70	1728.0	3826.0	8852.0	3651.0	3258.0	6761.0	4914.0	2720.0	2981.0	1325.0	5535.0	271.0	1848.0	6872.0	1588.0	5567.0	1765.0	6966.0	7575.0	9744.0	6662.0	2683.0	1691.0	783.0	2387.0	1089.0	1386.0	4907.0	1241.0	4959.0	5814.0	2373.0	943.0	8433.0	277.0	7596.0	9129.0	2359.0	9354.0	2487.0	1513.0	9390.0	1090.0	653.0	7198.0	4092.0	4119.0
50	208	14	83	1729.0	3842.0	8851.0	3686.0	3245.0	6789.0	4918.0	2789.0	2970.0	1292.0	5650.0	282.0	1788.0	6844.0	1585.0	5567.0	1765.0	6996.0	7547.0	9747.0	6609.0	2682.0	1686.0	771.0	2377.0	1085.0	1410.0	4924.0	1232.0	5000.0	5798.0	2361.0	952.0	8467.0	289.0	7632.0	9128.0	2367.0	9401.0	2479.0	1515.0	9386.0	1073.0	676.0	7213.0	4116.0	4139.0
50	210	14	85	1728.0	3842.0	8856.0	3684.0	3231.0	6792.0	4920.0	2787.0	2968.0	1289.0	5650.0	282.0	1788.0	6844.0	1585.0	5566.0	1760.0	6980.0	7531.0	9753.0	6607.0	2683.0	1689.0	769.0	2376.0	1084.0	1385.0	4926.0	1230.0	4997.0	5798.0	2361.0	955.0	8465.0	289.0	7610.0	9127.0	2367.0	9404.0	2478.0	1513.0	9381.0	1069.0	675.0	7212.0	4108.0	4138.0
52	381	16	164	1658.0	3774.0	8842.0	3599.0	3199.0	6551.0	4772.0	2572.0	2814.0	1036.0	5484.0	266.0	1706.0	6830.0	1551.0	5489.0	1737.0	7000.0	7423.0	9711.0	6476.0	2663.0	1578.0	689.0	2283.0	1067.0	1322.0	4704.0	1175.0	4850.0	5765.0	2329.0	922.0	8384.0	194.0	7526.0	9017.0	2247.0	9312.0	2447.0	1492.0	9376.0	1048.0	633.0	7147.0	4007.0	4102.0
57	378	21	163	1665.0	3773.0	8849.0	3626.0	3207.0	6675.0	4779.0	2574.0	2835.0	1042.0	5484.0	258.0	1708.0	6829.0	1555.0	5496.0	1772.0	6998.0	7428.0	9722.0	6531.0	2663.0	1617.0	746.0	2306.0	1066.0	1321.0	4695.0	1200.0	4861.0	5763.0	2332.0	926.0	8397.0	200.0	7567.0	9026.0	2242.0	9356.0	2443.0	1493.0	9380.0	1053.0	635.0	7180.0	4118.0	4103.0
60	378	24	163	1665.0	3774.0	8849.0	3625.0	3201.0	6673.0	4774.0	2573.0	2827.0	1042.0	5481.0	254.0	1703.0	6828.0	1551.0	5494.0	1774.0	6976.0	7427.0	9721.0	6534.0	2656.0	1617.0	743.0	2305.0	1064.0	1314.0	4689.0	1202.0	4863.0	5758.0	2332.0	928.0	8397.0	202.0	7566.0	9026.0	2239.0	9357.0	2442.0	1490.0	9381.0	1052.0	625.0	7179.0	4118.0	4102.0
61	378	25	163	1666.0	3773.0	8847.0	3624.0	3204.0	6673.0	4773.0	2572.0	2827.0	1042.0	5480.0	253.0	1689.0	6828.0	1548.0	5496.0	1775.0	6976.0	7428.0	9721.0	6535.0	2655.0	1618.0	741.0	2306.0	1063.0	1313.0	4688.0	1202.0	4864.0	5756.0	2331.0	928.0	8396.0	202.0	7566.0	9094.0	2238.0	9357.0	2442.0	1489.0	9380.0	1052.0	623.0	7178.0	4001.0	4101.0
140	390	45	173	1665.0	3748.0	8539.0	3611.0	3202.0	6554.0	4774.0	2362.0	2793.0	1019.0	5439.0	269.0	1727.0	6859.0	1471.0	5489.0	1797.0	6894.0	7434.0	9707.0	6528.0	2639.0	1613.0	711.0	2284.0	1001.0	1284.0	4700.0	1163.0	4879.0	5767.0	2305.0	936.0	8250.0	171.0	7483.0	9010.0	2245.0	9260.0	2442.0	1355.0	9369.0	1062.0	629.0	7147.0	3992.0	4101.0
140	385	45	168	1667.0	3749.0	8537.0	3604.0	3202.0	6559.0	4775.0	2363.0	2808.0	1029.0	5443.0	259.0	1710.0	6836.0	1472.0	5490.0	1795.0	6934.0	7431.0	9707.0	6528.0	2639.0	1614.0	684.0	2289.0	1003.0	1284.0	4701.0	1167.0	4876.0	5766.0	2304.0	930.0	8251.0	172.0	7487.0	9014.0	2249.0	9261.0	2437.0	1378.0	9373.0	1058.0	630.0	7152.0	3999.0	4098.0
168	203	55	78	1717.0	3771.0	8592.0	3627.0	3253.0	6581.0	4905.0	2362.0	2916.0	1229.0	5444.0	278.0	1780.0	6876.0	1481.0	5568.0	1748.0	6978.0	7484.0	9716.0	6584.0	2671.0	1661.0	741.0	2341.0	1039.0	1286.0	4787.0	1218.0	4885.0	5795.0	2351.0	972.0	8264.0	173.0	7607.0	9066.0	2278.0	9333.0	2469.0	1387.0	9376.0	1037.0	642.0	7168.0	4079.0	4080.0
169	198	56	76	1720.0	3770.0	8599.0	3630.0	3305.0	6582.0	4905.0	2362.0	2916.0	1230.0	5443.0	285.0	1779.0	6879.0	1483.0	5582.0	1749.0	6988.0	7490.0	9719.0	6582.0	2671.0	1668.0	745.0	2438.0	1041.0	1287.0	4784.0	1229.0	4885.0	5795.0	2352.0	980.0	8280.0	174.0	7615.0	9085.0	2276.0	9334.0	2472.0	1388.0	9377.0	1041.0	644.0	7168.0	4084.0	4144.0
188	194	68	73	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
191	205	70	80	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
194	198	73	76	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
195	202	74	77	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
198	202	76	77	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
203	390	78	173	1668.0	3809.0	8832.0	3612.0	3213.0	6555.0	4773.0	2555.0	2803.0	1034.0	5513.0	294.0	1728.0	6906.0	1576.0	5507.0	1750.0	6958.0	7441.0	9718.0	6529.0	2684.0	1610.0	733.0	2263.0	1079.0	1320.0	4821.0	1163.0	4920.0	5767.0	2351.0	933.0	8383.0	243.0	7486.0	9015.0	2229.0	9334.0	2442.0	1508.0	9368.0	1017.0	638.0	7186.0	4090.0	4100.0
203	384	78	167	1672.0	3808.0	8828.0	3628.0	3206.0	6556.0	4777.0	2559.0	2806.0	1036.0	5507.0	295.0	1727.0	6906.0	1573.0	5519.0	1747.0	6956.0	7438.0	9718.0	6514.0	2682.0	1608.0	680.0	2257.0	1077.0	1345.0	4823.0	1164.0	4896.0	5763.0	2351.0	924.0	8384.0	243.0	7488.0	9013.0	2231.0	9301.0	2439.0	1508.0	9374.0	1042.0	639.0	7155.0	4088.0	4101.0
